cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	statistics_reused	previous_p	previous_q	previous_effect	previous_run	bootstrap_mean_lower	bootstrap_mean_upper	positive_pairs	negative_pairs	equal_pairs	positive_pair_fraction	median_paired_difference	seed
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GNPNAT1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2973929095522681	0.1202004795353573	0.474585339569179	0.0015174121945195	0.0038720173239463105	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GNPNAT1	True	0.0015174121945195	0.0045133285785708	0.2973929095522681	20260921T103911Z_camp_pair_sensitivity_v1	0.1298222860768982	0.468191216954851	30.0	15.0	0.0	0.6666666666666666	0.1593682171344195	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GOT1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2224466461769716	0.0920249994898763	0.3528682928640669	0.0012945920075943	0.003361396791648358	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GOT1	True	0.0012945920075943	0.0039519124442353	0.2224466461769716	20260921T103911Z_camp_pair_sensitivity_v1	0.0947965756404853	0.3431970462375177	30.0	15.0	0.0	0.6666666666666666	0.23432087396663093	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GOT2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.4577422825587414	0.3047992238940065	0.6106853412234764	3.030567941151893e-07	2.038745705865819e-06	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GOT2	True	3.030567941151893e-07	2.511042008382997e-06	0.4577422825587414	20260921T103911Z_camp_pair_sensitivity_v1	0.3126382858440058	0.6077501668781553	32.0	13.0	0.0	0.7111111111111111	0.4349371829797697	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GPCPD1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.1529797052659347	-0.3250661723267194	0.0191067617948499	0.0800760596624146	0.12881800902214524	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GPCPD1	True	0.0800760596624146	0.1308284918428182	-0.1529797052659347	20260921T103911Z_camp_pair_sensitivity_v1	-0.3242190029737337	0.0080429088053133	18.0	27.0	0.0	0.4	-0.09245745461251964	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GPI	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.0551949935466601	-0.1691158143290909	0.2795058014224113	0.6224253324420936	0.7015349836521529	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GPI	True	0.6224253324420936	0.7115728451034556	0.0551949935466601	20260921T103911Z_camp_pair_sensitivity_v1	-0.1653715896574416	0.2754356720577779	23.0	22.0	0.0	0.5111111111111111	0.007360593961101003	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GSR	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.4392929394654898	0.2633410308167322	0.6152448481142474	8.682898462591044e-06	4.145383782140241e-05	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GSR	True	8.682898462591044e-06	5.036081108302806e-05	0.4392929394654898	20260921T103911Z_camp_pair_sensitivity_v1	0.2726633532586487	0.6176274489076378	37.0	8.0	0.0	0.8222222222222222	0.3309525403866509	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	GSS	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2325379119019448	0.1279388452294496	0.3371369785744401	5.2473320439287976e-05	0.0002098932817571519	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|GSS	True	5.2473320439287976e-05	0.0002533450318737	0.2325379119019448	20260921T103911Z_camp_pair_sensitivity_v1	0.1296347627640244	0.3334923530673051	33.0	12.0	0.0	0.7333333333333333	0.24613291163779927	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	HAL	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.0911456204153416	-0.0509568084186782	0.2332480492493615	0.2028713881343959	0.2887015908066403	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|HAL	True	0.2028713881343959	0.2905318644887645	0.0911456204153416	20260921T103911Z_camp_pair_sensitivity_v1	-0.0238353530528985	0.2429245629047652	25.0	20.0	0.0	0.5555555555555556	0.023032148304729994	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	HPD	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.2017271025053407	-0.3769930340943863	-0.0264611709162951	0.0250631553812582	0.04695375944843308	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|HPD	True	0.0250631553812582	0.0484554337370993	-0.2017271025053407	20260921T103911Z_camp_pair_sensitivity_v1	-0.3691296704463021	-0.0308683678938635	11.0	34.0	0.0	0.24444444444444444	-0.14704567071215013	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	HPRT1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.4248762467336591	0.2740551672944235	0.5756973261728948	1.003033524036216e-06	5.937958462294399e-06	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|HPRT1	True	1.003033524036216e-06	6.844228752247122e-06	0.4248762467336591	20260921T103911Z_camp_pair_sensitivity_v1	0.2777143386125764	0.5741445380055269	33.0	12.0	0.0	0.7333333333333333	0.4358133453642097	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	IDNK	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.2185931855707212	-0.3215899767551437	-0.1155963943862987	0.0001003203465562	0.00037118528225793995	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|IDNK	True	0.0001003203465562	0.0004475830846356	-0.2185931855707212	20260921T103911Z_camp_pair_sensitivity_v1	-0.3169640588975022	-0.1140066028698822	9.0	36.0	0.0	0.2	-0.21618077232944977	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	IMPA1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0053937680654324	-0.1241934147220946	0.1134058785912298	0.9275089051094928	0.9466987445255513	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|IMPA1	True	0.9275089051094928	0.9521330353336384	-0.0053937680654324	20260921T103911Z_camp_pair_sensitivity_v1	-0.1252587335094665	0.1066799020635884	23.0	22.0	0.0	0.5111111111111111	0.018405070854710104	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	IMPA2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.1250935328249695	-0.030680134550147	0.2808672002000861	0.1127161496985833	0.17247599459354124	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|IMPA2	True	0.1127161496985833	0.1725373302957438	0.1250935328249695	20260921T103911Z_camp_pair_sensitivity_v1	-0.0188244082691817	0.2805528472511486	19.0	26.0	0.0	0.4222222222222222	-0.01729913746147016	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	KHK	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.0446263938480093	-0.0436525556822548	0.1329053433782736	0.313867361939917	0.39702879971886934	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|KHK	True	0.313867361939917	0.4045401553892264	0.0446263938480093	20260921T103911Z_camp_pair_sensitivity_v1	-0.035909147484781	0.1295714798197706	24.0	21.0	0.0	0.5333333333333333	0.048755238627649966	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	KMO	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.9080987413149172	0.5558254875938073	1.260371995036027	5.046505937334883e-06	2.4896095957518753e-05	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|KMO	True	5.046505937334883e-06	3.0810246775307706e-05	0.9080987413149172	20260921T103911Z_camp_pair_sensitivity_v1	0.5620197130415074	1.2412136213123637	36.0	9.0	0.0	0.8	0.7546907947400197	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	KYNU	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.6422700618256811	0.2524757665275714	1.0320643571237909	0.0018117301973359	0.004395673265667429	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|KYNU	True	0.0018117301973359	0.0050038262593088	0.6422700618256811	20260921T103911Z_camp_pair_sensitivity_v1	0.2539329778182477	1.0002834535709515	32.0	13.0	0.0	0.7111111111111111	0.5660246093174104	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LDHA	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0202724359356821	-0.1902344799831031	0.1496896081117388	0.8111479319861323	0.8574992423853399	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LDHA	True	0.8111479319861323	0.8550286500019594	-0.0202724359356821	20260921T103911Z_camp_pair_sensitivity_v1	-0.1839855232733683	0.1466756564134882	21.0	24.0	0.0	0.4666666666666667	-0.15074908738390036	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LDHB	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.3977786381843637	-0.6639424362690488	-0.1316148400996787	0.0042910855389389	0.00967944367447151	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LDHB	True	0.0042910855389389	0.0106535107492458	-0.3977786381843637	20260921T103911Z_camp_pair_sensitivity_v1	-0.6478656724108698	-0.1473997517032702	15.0	30.0	0.0	0.3333333333333333	-0.4098393054973606	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LPCAT1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.46498406319875824	0.3496844867112701	0.5802836396862463	2.646923012749666e-10	9.793615147173764e-09	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LPCAT1	False	NA	NA	NA	NA	0.35235378931929345	0.5740545717113504	39.0	6.0	0.0	0.8666666666666667	0.43264266166151977	3760069466.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LPCAT2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.37229435933749955	-0.5994750198533321	-0.14511369882166708	0.001907514284433179	0.0045534211950985564	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LPCAT2	False	NA	NA	NA	NA	-0.6010001900463566	-0.16281976123482017	14.0	31.0	0.0	0.3111111111111111	-0.24735079134991977	1694725440.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LPCAT3	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.09756391877319143	-0.0666829708656731	0.26181080841205595	0.23766063001739254	0.3256830855793898	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LPCAT3	False	NA	NA	NA	NA	-0.057365842002217546	0.25651438373780383	25.0	20.0	0.0	0.5555555555555556	0.013818898487729214	1066901698.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LPCAT4	author_case_row	NA	NA	mean_tumor_minus_normal_author_expression_scale	NA	NA	NA	NA	NA	paired_RNA150	148.0	NEEDS_REVIEW	historical_LPCAT4_symbol_ambiguous_Q643R3_vs_Q6ZWT7;stable_probe_identity_required	CAMP_GSE37751_original_author_case_table	NA|LPCAT4	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LYPLA1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.4816929530817019	0.28498357592826146	0.6784023302351423	1.1941768946186584e-05	5.5230681376112947e-05	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LYPLA1	False	NA	NA	NA	NA	0.29077094647374746	0.6714732990893485	34.0	11.0	0.0	0.7555555555555555	0.39877147460770956	3255219889.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	LYPLA2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2863609930087285	0.20739973211584295	0.3653222539016141	4.040147212020904e-09	5.394877037280077e-08	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|LYPLA2	False	NA	NA	NA	NA	0.21414060970762372	0.36210414395876633	38.0	7.0	0.0	0.8444444444444444	0.2685058388782391	3253131695.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	MDH1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.3775350218497361	-0.6205804753818984	-0.1344895683175737	0.0030963459941473	0.007160300111465631	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|MDH1	True	0.0030963459941473	0.0081630939845702	-0.3775350218497361	20260921T103911Z_camp_pair_sensitivity_v1	-0.6125435668937247	-0.1489083114223165	19.0	26.0	0.0	0.4222222222222222	-0.19694600314801036	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	MDH2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.1000247404357883	-0.0086577363163942	0.2087072171879709	0.07033019623934	0.11565410048247023	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|MDH2	True	0.07033019623934	0.1165471823394777	0.1000247404357883	20260921T103911Z_camp_pair_sensitivity_v1	6.189545903792348e-05	0.2019537727667625	24.0	21.0	0.0	0.5333333333333333	0.04856074837209867	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	MGAM	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0980635619515537	-0.2917851099051367	0.0956579860020292	0.3132119433841037	0.39702879971886934	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|MGAM	True	0.3132119433841037	0.4045401553892264	-0.0980635619515537	20260921T103911Z_camp_pair_sensitivity_v1	-0.2772593807338187	0.0960454845666581	16.0	29.0	0.0	0.35555555555555557	-0.07694460850489016	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	MGLL	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-1.1314647735344583	-1.4225862159351839	-0.8403433311337328	7.018741036518459e-10	2.0775473468094637e-08	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|MGLL	False	NA	NA	NA	NA	-1.407131942947676	-0.8461205938355799	5.0	40.0	0.0	0.1111111111111111	-1.0530594114881096	867083687.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	MPI	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.075134686916673	-0.1618115974390878	0.0115422236057416	0.0876158989672799	0.13943175319524115	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|MPI	True	0.0876158989672799	0.1411589483361733	-0.075134686916673	20260921T103911Z_camp_pair_sensitivity_v1	-0.1577332988959937	0.0089228594015582	16.0	29.0	0.0	0.35555555555555557	-0.09762050196922978	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	NAGK	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.4258858530877447	0.3045122632909377	0.5472594428845516	8.976333998534972e-09	9.86274383072323e-08	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|NAGK	True	8.976333998534972e-09	1.3527952686735245e-07	0.4258858530877447	20260921T103911Z_camp_pair_sensitivity_v1	0.3023696263538345	0.5376312995842168	36.0	9.0	0.0	0.8	0.49329382644691044	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	NAMPT	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.4060242220564979	-0.6386670487818518	-0.1733813953311441	0.0010250985885938	0.0027091891269978995	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|NAMPT	True	0.0010250985885938	0.0033030954521358	-0.4060242220564979	20260921T103911Z_camp_pair_sensitivity_v1	-0.6311502066656234	-0.1855790337680152	15.0	30.0	0.0	0.3333333333333333	-0.3500610516618998	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	NNMT	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.4072852370498553	-0.6581034987141675	-0.1564669753855432	0.0020779891926665	0.004881625404994318	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|NNMT	True	0.0020779891926665	0.0056057382871935	-0.4072852370498553	20260921T103911Z_camp_pair_sensitivity_v1	-0.6545552778803859	-0.167116790969336	15.0	30.0	0.0	0.3333333333333333	-0.4820984043687009	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	NPL	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.6185204992916522	0.3395301428467565	0.8975108557365479	5.460022238658147e-05	0.00021265349771615942	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|NPL	True	5.460022238658147e-05	0.0002533450318737	0.6185204992916522	20260921T103911Z_camp_pair_sensitivity_v1	0.3655799111501162	0.8918541382330762	37.0	8.0	0.0	0.8222222222222222	0.5365644451581097	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	NT5C2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.09151662938165757	-0.03599770774736909	0.2190309665106842	0.15514519264305035	0.22734147040763814	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|NT5C2	False	NA	NA	NA	NA	-0.027042306142148684	0.2174227902054604	26.0	19.0	0.0	0.5777777777777777	0.03910673213742122	411506372.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	OAT	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.1691926286784821	-0.009848469236204	0.3482337265931682	0.0633945847522418	0.10661816526513393	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|OAT	True	0.0633945847522418	0.1065764033515949	0.1691926286784821	20260921T103911Z_camp_pair_sensitivity_v1	-0.0012677805039011	0.3443512657723372	28.0	17.0	0.0	0.6222222222222222	0.12799835769630086	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	ODC1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.038439680245057	-0.2780114374634032	0.201132076973289	0.7479477152334435	0.8216380429596449	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|ODC1	True	0.7479477152334435	0.8262469254035797	-0.038439680245057	20260921T103911Z_camp_pair_sensitivity_v1	-0.2754999475393446	0.1900260193166374	21.0	24.0	0.0	0.4666666666666667	-0.01124199713428986	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	OTC	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0247459098669037	-0.0791197131166211	0.0296278933828135	0.3640338071782975	0.44897502885323354	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|OTC	True	0.3640338071782975	0.4589991481813316	-0.0247459098669037	20260921T103911Z_camp_pair_sensitivity_v1	-0.0791303356201317	0.0264205274018091	22.0	23.0	0.0	0.4888888888888889	-0.005856751684460093	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	PANK1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.1235070844622964	0.0261203383194809	0.2208938306051119	0.0141210802598124	0.0282421605196248	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|PANK1	True	0.0141210802598124	0.0303341724099674	0.1235070844622964	20260921T103911Z_camp_pair_sensitivity_v1	0.0384280886206403	0.228012753973844	28.0	17.0	0.0	0.6222222222222222	0.11055472886766982	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	PANK2	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2585838494574605	0.1022155821552172	0.4149521167597039	0.0017504462210441	0.004317767345242113	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|PANK2	True	0.0017504462210441	0.0049524819912468	0.2585838494574605	20260921T103911Z_camp_pair_sensitivity_v1	0.1058970725084639	0.4106026801703742	33.0	12.0	0.0	0.7333333333333333	0.31713889137186957	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	PANK3	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.077430472699723	-0.0426133030271104	0.1974742484265565	0.2003872181245781	0.2879350318683258	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|PANK3	True	0.2003872181245781	0.2905318644887645	0.077430472699723	20260921T103911Z_camp_pair_sensitivity_v1	-0.0331248170204528	0.2005538417911591	27.0	18.0	0.0	0.6	0.06648585257106987	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	PCYT1A	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.0007244955097924	-0.1337752427559851	0.13522423377557	0.991387435405644	0.991387435405644	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|PCYT1A	True	0.991387435405644	0.991387435405644	0.0007244955097924	20260921T103911Z_camp_pair_sensitivity_v1	-0.1237293167646212	0.1327368253683468	21.0	24.0	0.0	0.4666666666666667	-0.025167653808340518	NA
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	PCYT1B	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0437298928685662	-0.124398141483613	0.0369383557464804	0.2805497985260324	0.3707265194808285	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|PCYT1B	True	0.2805497985260324	0.3740663980347098	-0.0437298928685662	20260921T103911Z_camp_pair_sensitivity_v1	-0.1240832370700927	0.0316871904025453	19.0	26.0	0.0	0.4222222222222222	-0.045797544625679976	NA
