cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	partition	celltype	n_source_labels_total	n_cells_total	n_cells_eligible	median_donor_mean	donor_mean_q25	donor_mean_q75	mean_detection_fraction	median_detection_fraction	annotation_origin	row_scaled
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PEPD	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.07840759553505107	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.05076978175313292	0.024740801889054503	0.10813810775240454	0.055738210248874175	0.044003868471953575	Wu2021_author_celltype_major_via_CELLxGENE	0.2410803246615367
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PFKL	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.11490565536105087	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0781152467703865	0.05386307328355107	0.16676963267723785	0.07766244926978375	0.05	Wu2021_author_celltype_major_via_CELLxGENE	0.3438390568224505
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PFKM	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.01875315583558904	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.01893562697767994	0.0	0.029864118321308447	0.01307625783414756	0.012112882536192048	Wu2021_author_celltype_major_via_CELLxGENE	0.17147987458565256
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PFKP	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.04384950095264066	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.04172242963738306	0.0161403766328312	0.06457969294728885	0.03089032626251483	0.029356060606060608	Wu2021_author_celltype_major_via_CELLxGENE	0.2919677352312996
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PGD	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.09412103386917922	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.07354796132284108	0.035933134752530724	0.1309746368583326	0.06190274033925164	0.050893550893550896	Wu2021_author_celltype_major_via_CELLxGENE	0.23856365503767685
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PGM3	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.03846695276368397	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.02959156914173044	0.015862523351426204	0.051093573926711405	0.024792018771620763	0.017806267806267807	Wu2021_author_celltype_major_via_CELLxGENE	0.20615787362973928
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PMM1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.03626192301098051	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.033816823616664535	0.010829184155582466	0.060281914076785084	0.026321152818867342	0.01918530641934897	Wu2021_author_celltype_major_via_CELLxGENE	0.19230182590084954
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PMM2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.059188953259737644	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.05180449498353594	0.022690492850279922	0.09784875852870922	0.04052783064990961	0.0290710751237067	Wu2021_author_celltype_major_via_CELLxGENE	0.3310131560972368
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PNP	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.20427152088631942	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.20164963124692648	0.07852797978149922	0.26701212852010214	0.12006463732281122	0.11064491064491064	Wu2021_author_celltype_major_via_CELLxGENE	0.2755561198386948
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PPA1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.20345665741861443	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.18402136575486905	0.12700145349547443	0.24043751805200814	0.1313545351144399	0.10912698412698413	Wu2021_author_celltype_major_via_CELLxGENE	0.1661555943316542
