cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	partition	celltype	n_source_labels_total	n_cells_total	n_cells_eligible	median_donor_mean	donor_mean_q25	donor_mean_q75	mean_detection_fraction	median_detection_fraction	annotation_origin	row_scaled
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AASS	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0031458102113270715	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.0	0.0020400674103653016	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.040508030820993975
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ACLY	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.047264434941839614	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.045403291910960736	0.016860447195398698	0.05255528489786751	0.031957694216964566	0.025303643724696356	Wu2021_author_celltype_major_via_CELLxGENE	0.24710492787835883
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ADA	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.042682503046524656	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.024957888144695635	0.0	0.06426557387783323	0.03259175091551266	0.01396100149994231	Wu2021_author_celltype_major_via_CELLxGENE	0.3162629534816189
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ADA2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.08881149732348673	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.060658154061030714	0.03183905211683476	0.08756549637951536	0.05846947436958969	0.0349025974025974	Wu2021_author_celltype_major_via_CELLxGENE	0.17291185280323254
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AFMID	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.03859598837436051	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.035776016383604795	0.024873624365704332	0.05385008257140877	0.027118083860645133	0.020222467590888644	Wu2021_author_celltype_major_via_CELLxGENE	0.17103208130288128
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AHCY	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.09934951705095538	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.08812601271887456	0.046427776827088235	0.10954585496354863	0.06692564818712056	0.05358851674641148	Wu2021_author_celltype_major_via_CELLxGENE	0.18823620178044684
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AMDHD2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.057429008485864866	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0592548740266787	0.03205334656437937	0.08192876865496992	0.03896841872976755	0.0334334668446818	Wu2021_author_celltype_major_via_CELLxGENE	0.4586022631998714
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AOX1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0010243532809505191	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.0	0.0004273504273504274	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.015841443636062377
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ARG1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.0	0.0	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.0
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ARG2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.04548543072879502	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.037470853589881975	0.005609672525334659	0.07571709837159774	0.026411291890578847	0.02398989898989899	Wu2021_author_celltype_major_via_CELLxGENE	0.3553663225646578
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ASNS	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.02213782735487433	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.018782315617969246	0.0	0.03161189243133381	0.01507980525392918	0.011592893706714845	Wu2021_author_celltype_major_via_CELLxGENE	0.2200179143336643
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ASS1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0038562109202502715	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.001336099768405262	0.003145047919452279	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.009888277570975407
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	BBOX1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0040280659344292015	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.0	0.0030303030303030303	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.018785759930975827
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	BCAT1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.018124329091534365	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.006153695684754823	0.0	0.022693698033827953	0.013931411878825763	0.004734318598246711	Wu2021_author_celltype_major_via_CELLxGENE	0.0837313089637133
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	BCAT2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.036197790326003204	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.03439523684799903	0.012331581277327542	0.05005188887800925	0.02266197753899018	0.018605053651782624	Wu2021_author_celltype_major_via_CELLxGENE	0.18564086989115686
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	CDO1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0013218744138049593	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.00015258833069075383	0.0009622127278783334	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.0107591806996199
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AASS	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.05728741201553137	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.05474592796034401	0.03252192455981609	0.0807324410637106	0.06289550703912743	0.04986795090880845	Wu2021_author_celltype_major_via_CELLxGENE	0.7376796741343216
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ACLY	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.15028301892396634	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.13893749987060816	0.0968606796214571	0.20412024821454045	0.1512034338858807	0.12761547572048954	Wu2021_author_celltype_major_via_CELLxGENE	0.7857001696570659
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ADA	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.13495890864437055	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.1318955078922609	0.09470865371325712	0.1813119870258468	0.1402325345121873	0.11244675308755478	Wu2021_author_celltype_major_via_CELLxGENE	1.0
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ADA2	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.028751982639861767	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.032982406215657095	0.004856848276040494	0.04232008130411083	0.03412446787815243	0.036941387828430275	Wu2021_author_celltype_major_via_CELLxGENE	0.05597877234201418
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AFMID	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.088349425927034	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.0781159800344642	0.05689252595105938	0.10808175147960175	0.08033548689033472	0.07416408896744733	Wu2021_author_celltype_major_via_CELLxGENE	0.391506652236775
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AHCY	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.12482366065935076	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.10858790674906943	0.06997509806168767	0.16151661525445404	0.1379756335298644	0.10229829636772741	Wu2021_author_celltype_major_via_CELLxGENE	0.23650172111854906
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AMDHD2	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.04792904222647663	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.0464848120991811	0.03257437081657533	0.06554625870547806	0.05607520630114138	0.04453935326418548	Wu2021_author_celltype_major_via_CELLxGENE	0.38273980027836413
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	AOX1	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	9.737815872873173e-05	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.0	0.0	0.0	0.00014600209935961028	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.0015059361272834963
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ARG1	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.0	0.0	0.0	0.0	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.0
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ARG2	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.03616561108023143	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.032607855765802246	0.014203241044978165	0.05063987203101928	0.04139808857496955	0.03672717993584135	Wu2021_author_celltype_major_via_CELLxGENE	0.2825528967619375
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ASNS	publisher_donor_label	24	NA	equal_donor_mean_log1p_counts_per_10k	0.015923439244553934	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	Endothelial	26	7605	7587	0.015499634148989524	0.00661186269822972	0.02275604622628983	0.019608329169271133	0.013218741820085507	Wu2021_author_celltype_major_via_CELLxGENE	0.1582559044952612
