cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	partition	celltype	n_source_labels_total	n_cells_total	n_cells_eligible	median_donor_mean	donor_mean_q25	donor_mean_q75	mean_detection_fraction	median_detection_fraction	annotation_origin	row_scaled
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SHMT2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.1444228413079249	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.14921159166725478	0.06747697992590894	0.18126196410461579	0.091739878722262	0.08981419670672007	Wu2021_author_celltype_major_via_CELLxGENE	0.5539054193133285
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SLC6A6	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.052236089032035124	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0319880226240879	0.013278825246127498	0.065386708608405	0.03682723305534756	0.020622895622895623	Wu2021_author_celltype_major_via_CELLxGENE	0.3070362194436035
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SLC6A8	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.012643387889036045	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.02545320331487802	0.00862160667120149	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.2191480065955399
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SLC7A11	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0009513373959532878	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.0	0.0011627906976744186	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.028393344841317242
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SOAT1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.05231629407132996	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.056653668715336024	0.01814483940751738	0.0725394717800435	0.036653773280967944	0.03409090909090909	Wu2021_author_celltype_major_via_CELLxGENE	0.22454905128037167
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SOAT2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.0005065495129873027	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.0	0.00030864197530864197	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.19569514737423505
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SORD	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.01826344278146149	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.015791422349566105	0.0	0.03281876758219915	0.013220458881680228	0.0167167334223409	Wu2021_author_celltype_major_via_CELLxGENE	0.07835652109946267
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SPHK1	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.012696490954467194	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.0	0.0	0.020583129501603716	0.010932262263256876	0.0	Wu2021_author_celltype_major_via_CELLxGENE	0.023698763321409605
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SPHK2	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.02554393919024161	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.01684113686583223	0.0	0.036237009937653816	0.020739623549162554	0.010111233795444322	Wu2021_author_celltype_major_via_CELLxGENE	0.4198028805029275
BRCA	Wu2021	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	SQLE	publisher_donor_label	20	NA	equal_donor_mean_log1p_counts_per_10k	0.10770101266562937	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE176078_CELLxGENE_22a27631	ALL	B_cells	20	3206	3206	0.10343656613726432	0.06145030957401174	0.14738860483544597	0.06939283658575732	0.06383419212366581	Wu2021_author_celltype_major_via_CELLxGENE	0.23437970096863273
