cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	partition	celltype	n_source_labels_total	n_cells_total	n_cells_eligible	median_donor_mean	donor_mean_q25	donor_mean_q75	mean_detection_fraction	median_detection_fraction	annotation_origin	row_scaled
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PEPD	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.04533227069032046	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.03812474361895744	0.008206270212039062	0.061698614974534424	0.023066403660561462	0.01777903079162293	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.21981578865494972
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PFKL	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.08564275586419438	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.07090483771644307	0.02887707148291456	0.11387802402549135	0.04678099116365754	0.0342945209425592	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.33569104764996693
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PFKM	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.019725175072800805	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.009006771673972305	0.0	0.02828153675788416	0.009360683472497631	0.004569020875441015	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.2993556578007269
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PFKP	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.08693103574597091	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0698996857278914	0.045856950825525926	0.10331942071872058	0.044220568716929864	0.036482590374805945	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.8992756335759202
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PGD	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.04324303547805797	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0270764795355143	0.01764789473685318	0.06884070263093343	0.024154590025980447	0.014698680647577346	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.1853257627129165
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PGM3	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.019795760999992775	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.004206951225063701	0.0	0.030947255825868488	0.010210341786741026	0.00199203187250996	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.19049423475976981
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PMM1	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.03249137878886531	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.020675793950621343	0.0	0.03405998739259299	0.016117654877439175	0.011864615528981215	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.18561140337146553
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PMM2	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.033614700842634626	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.040593536625641635	0.0	0.05821428978535305	0.018429923338655896	0.020300371115633944	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.4459144973563734
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PNP	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.08277134183079785	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.06384612376340326	0.04090201241275192	0.1178010497996349	0.039769520491212476	0.039476602350853846	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.20224462501305882
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PPA1	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.24983805995298697	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.23427978658538795	0.18200579061235345	0.2922073493856735	0.13075637800930737	0.11925563173359452	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.31314253149454985
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PPA2	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.08848489132153943	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0725431379294437	0.04782580353402041	0.140009770963483	0.041670208820822605	0.03879740518962076	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.34672423168644445
