cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	partition	celltype	n_source_labels_total	n_cells_total	n_cells_eligible	median_donor_mean	donor_mean_q25	donor_mean_q75	mean_detection_fraction	median_detection_fraction	annotation_origin	row_scaled
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MAT1A	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MAT2A	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.2313063479095474	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.20950382228979925	0.17829311708482684	0.27765703811278925	0.1126295304359745	0.09554883912625362	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.549369334911363
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MDH1	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.17840519296783727	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.15898847555742546	0.10994682059073281	0.20672212021458747	0.09179000930423899	0.0773134328358209	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.5083996400780587
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MDH2	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.22571002821093805	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.19296040582351665	0.18294293751785004	0.23243261511783003	0.12062871128167107	0.10396294390118374	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.3505566420615953
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MGAM	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MPI	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.00971149102165403	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.018076919021253246	0.0056214558999466415	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.20382932745459492
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NAGK	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.14942932693352204	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.1112125060585018	0.09414394069759932	0.19740666569803694	0.08227907743011158	0.05807071732509666	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.3285974982147782
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NAMPT	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.1700918934232934	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.12837359921011116	0.09576950276444213	0.2234132991055487	0.09182836448676378	0.07639892628536031	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.17943339551712942
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NNMT	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.01886266577268438	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.004432882524503538	0.0	0.03471343579714911	0.010151199103256162	0.001929570670525808	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.012626511074489722
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NPL	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0043502296782657246	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.007074341184667994	0.0024504319991808096	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.015387883411543254
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	OAT	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.09404475822252599	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.08217479982968408	0.0492108738777606	0.10849664303749158	0.050303970672114826	0.0399203187250996	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.21282645591814073
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ODC1	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.26097313770498926	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.24492115965000955	0.1969231310066448	0.28843126018575327	0.13581776388600084	0.1269341632621338	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	1.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	OTC	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PAH	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PANK1	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0008438066598699028	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.0	0.0005572132648610156	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.029663913075696786
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PANK2	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0752043112628851	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.06141579453849276	0.038108121486957774	0.10511394492266887	0.04120652022186184	0.02900988017658188	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.7199397869241742
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PANK3	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.049530216793639274	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.05834050103551221	0.007769576838087479	0.07207441142420973	0.024679240689796874	0.02845407338043756	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.2598716963380497
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PCYT1A	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.060547167524747314	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.056536736150026336	0.03859811218657668	0.08491714083578382	0.030174201507427174	0.03520545116663225	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.44652746216804273
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PCYT1B	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PCYT2	publisher_donor_label	14	NA	equal_donor_mean_log1p_counts_per_10k	0.014386065864517546	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	B_cells	24	5423	5314	0.006527956983561113	0.0	0.017499514909523665	0.008571036603705647	0.0029940119760479044	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.1575924341634064
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MAT1A	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MAT2A	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.2206886428368639	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.1830441800528775	0.14282381226327392	0.2935087666580503	0.15070154466056676	0.125	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.5241515160889147
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MDH1	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.11369238685624042	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.10617525205838935	0.06900236201942986	0.16602763130868686	0.08046680765178292	0.06741573033707865	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.3239881507695149
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MDH2	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.23184615059275024	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.20385849181645377	0.1400488172147902	0.32398274223586876	0.16088055305723453	0.11764705882352941	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.360086827647487
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MGAM	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.0009914967901976791	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.0	0.0012168651381639823	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.16760114760391923
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	MPI	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.02555660298851219	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.021202350293846064	0.0	0.0316833339269387	0.017144478259600793	0.014285714285714285	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.5363939674718781
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NAGK	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.14527478604480984	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.13910157882641447	0.10726932427304235	0.16703619259341235	0.09686399286835738	0.06896551724137931	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.3194615958435578
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NAMPT	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.5209841784981827	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.5157094688286323	0.38089663478541635	0.6482367889779108	0.3010536138073143	0.2826086956521739	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.5495967989843612
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NNMT	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.7287837302610946	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.6294705680320598	0.5105973172688808	1.02453348062547	0.3563426960490875	0.38202247191011235	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.48784174792384755
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	NPL	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.015454732890550238	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.02081538198031912	0.00845827026474927	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.05466737286642276
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	OAT	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.11227087666860713	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.10305793052504537	0.07604747173714549	0.14377585009594043	0.07599383754151681	0.07142857142857142	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.25407277593998967
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	ODC1	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.11042921992408786	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.09345591323537696	0.06864878800113085	0.1651148971921562	0.07850930174495362	0.059665871121718374	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.42314400974448124
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	OTC	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.0003942355527841859	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.0	0.00031055900621118014	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	1.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PAH	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.0	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.0	0.0	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PANK1	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.002827899733568702	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.0029387557002668	0.003987277668996936	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.09941444630965798
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PANK2	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.10186035640639998	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.10021734631177794	0.05879204626519306	0.1301064108059749	0.07721632584264813	0.075	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.9751212670627237
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PANK3	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.13701894275444584	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.1291031376630739	0.08195841994106215	0.19721703146371738	0.09438829778901801	0.09090909090909091	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.7189014583238558
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PCYT1A	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.13559561875717618	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.1199138413550136	0.06390585396492537	0.16149678143698995	0.09327181623835774	0.075	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	1.0
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PCYT1B	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.0008800004373196736	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.0	0.0	0.0	0.000550357732526142	0.0	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.49524189214950715
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260919T140105Z_scRNA117_v1	sc117_v1	descriptive_cell_source	NA	NA	PCYT2	publisher_donor_label	23	NA	equal_donor_mean_log1p_counts_per_10k	0.030132301904020754	NA	NA	NA	NA	NA_descriptive_no_tests	NA	DONE		GSE161529_reprocessed_Chen2026_CELLxGENE_0fbf6fa3	ALL	Endothelial	32	2473	2366	0.025512661460325593	0.005643802199871887	0.0386019641582404	0.0229772293876789	0.02040816326530612	Chen2026_reannotation_of_Pal2021_counts_not_original_Pal_labels	0.33008487857083324
