cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	partition	celltype	human_gene_id	n_donors	n_cells	mean_expression	mean_detection_fraction	expression_scale	row_scaled
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GGH	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.030895024019229014	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:8836	11	1948	0.030895024019229014	0.022954047283802036	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.09492352111470997
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GGT1	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.008806043072364742	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2678	11	1948	0.008806043072364742	0.006997477442343907	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.13397188201007146
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GGT5	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.0008683442714468501	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2687	11	1948	0.0008683442714468501	0.00045004500450045	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.000693757566376957
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GGT6	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.005293207347740319	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:124975	11	1948	0.005293207347740319	0.0036692918478199855	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.012492847825395063
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GGT7	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.021092560045797803	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2686	11	1948	0.021092560045797803	0.012520647844882132	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.18462636495452722
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GLA	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.3214754961730561	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2717	11	1948	0.3214754961730561	0.1844581508305054	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.42931226767821856
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GLO1	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.34710976370273744	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2739	11	1948	0.34710976370273744	0.21044083925351617	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.6661411139972699
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GLS	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.4333847285472181	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2744	11	1948	0.4333847285472181	0.25984041426013355	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.7983105967395708
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GLS2	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.005724712724797632	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:27165	11	1948	0.005724712724797632	0.0036418655335036135	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.5743485127399869
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	GLUD1	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.16436981451439228	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:2746	11	1948	0.16436981451439228	0.11342168001026992	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.34026408631701566
