cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	partition	celltype	human_gene_id	n_donors	n_cells	mean_expression	mean_detection_fraction	expression_scale	row_scaled
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	ASPA	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.0010762348658185262	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:443	22	3926	0.0010762348658185262	0.0015977235384401003	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.0866314568918689
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	ASRGL1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.012572186389376884	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:80150	22	3926	0.012572186389376884	0.02122356429572939	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.11282352152825878
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	ATIC	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.06409169353117469	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:471	22	3926	0.06409169353117469	0.07182973432275763	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.21386693371345986
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	ATP13A2	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.013537381147967266	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:23400	22	3926	0.013537381147967266	0.018021633943950253	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.09950035211959664
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	B3GALNT2	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.02062199052251596	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:148789	22	3926	0.02062199052251596	0.025341086193301235	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.24624440060170097
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	B3GNT2	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.05255989295481695	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:10678	22	3926	0.05255989295481695	0.05736911574668564	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.2557278567536776
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	B3GNT3	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.0056251556519233085	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:10331	22	3926	0.0056251556519233085	0.010253974950352076	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.02626320193056799
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	B3GNT4	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	5.0828486322627766e-05	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:79369	22	3926	5.0828486322627766e-05	0.0001377410468319559	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.009644552216198457
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	B4GALNT1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.00012896313076047523	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:2583	22	3926	0.00012896313076047523	0.00040225261464199515	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.006634766114786403
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	B4GALT1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.2144804671125079	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:2683	22	3926	0.2144804671125079	0.1569881930566657	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.37796451742287757
