cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	partition	celltype	human_gene_id	n_donors	n_cells	mean_expression	mean_detection_fraction	expression_scale	row_scaled
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TMEM86B	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.019549666992209665	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:255043	11	1948	0.019549666992209665	0.014498532232481104	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.3960011434666958
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TMLHE	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.02259207758976634	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:55217	11	1948	0.02259207758976634	0.01402984282123006	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.4862802949593002
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TOMT	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	NA	NA	NA	NA	NA	NA:descriptive only	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:120356740	11	1948	NA	NA	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	NA
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TPI1	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.8629963331774912	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:7167	11	1948	0.8629963331774912	0.4593451931139026	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.5043647791892546
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TPMT	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.046099870944087414	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:7172	11	1948	0.046099870944087414	0.032495141263731125	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.12410367963406436
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TPO	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.0	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:7173	11	1948	0.0	0.0	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.0
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TREH	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.0008037229244339468	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:11181	11	1948	0.0008037229244339468	0.00045004500450045	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.029941074867178098
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TRMT5	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.027172521084276872	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:57570	11	1948	0.027172521084276872	0.0184882364177397	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.26631181324488973
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TTYH1	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.001873243463808593	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:57348	11	1948	0.001873243463808593	0.0014410669345401893	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.01596334777497177
COAD	Uhlitz	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	TTYH2	author_source_donor_label	11	NA	donor_equal_mean_log1p_CP10K	0.005557263028806921	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Uhlitz original count matrix and annotation	Uhlitz	ALL	Bcells	hsa:94015	11	1948	0.005557263028806921	0.003818075585666705	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.03490946382540536
