cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	partition	celltype	human_gene_id	n_donors	n_cells	mean_expression	mean_detection_fraction	expression_scale	row_scaled
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	PYCR1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.08806214870150413	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:5831	22	3926	0.08806214870150413	0.1518685926793952	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.2096556014572274
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	PYCR2	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.07330174786420769	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:29920	22	3926	0.07330174786420769	0.09068935998321719	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.509742942777172
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	PYCR3	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	NA	NA	NA	NA	NA	NA:descriptive only	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:65263	22	3926	NA	NA	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	NA
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	QARS1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	NA	NA	NA	NA	NA	NA:descriptive only	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:5859	22	3926	NA	NA	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	NA
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	QRSL1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.07402630847771555	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:55278	22	3926	0.07402630847771555	0.06152449369145738	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.7454031467121843
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	QTRT1	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.13744169234216883	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:81890	22	3926	0.13744169234216883	0.17186294705014235	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.2896887460391143
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	RAB10	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.1618475696218656	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:10890	22	3926	0.1618475696218656	0.20690079921559554	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.3025723815792558
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	RAB11A	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.19576939959359663	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:8766	22	3926	0.19576939959359663	0.2032413187831704	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.26371303122429735
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	RAB11B	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.19819424264823937	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:9230	22	3926	0.19819424264823937	0.21658359460806328	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.4029524390628857
COAD	Lee	06_EXTERNAL	20260922T141755Z_source_contract_sc_v2	COAD_source_contract_sc_v2	sc_expression_source	NA	NA	RAB12	author_source_donor_label	22	NA	donor_equal_mean_log1p_CP10K	0.004297847122548528	NA	NA	NA	NA	NA:descriptive only	NA	DONE	DESCRIPTIVE_SOURCE_ONLY	Lee original count matrix and annotation	Lee	ALL	B cells	hsa:201475	22	3926	0.004297847122548528	0.004855605946445682	per_cell_log1p_10000_full_gene_UMI_then_donor_mean	0.1233470666289602
