cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	test_id	score_gene_n	permutation_extreme	permutation_n	permutation_mc_se	bootstrap_valid	bootstrap_n	seed	nominal_P_lt005
BRCA	Wu2021	06_EXTERNAL	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	LYPLA1	NA	NA	LYPLA1	publisher_donor_label	20	20	Spearman_rho	0.2	-0.27653609278295843	0.6323425605057174	0.39815	0.5308666666666667	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	Wu2021|LYPLA1	92	39814	99999	0.001547987653374535	4000	4000	1981154330	False
BRCA	Wu2021	06_EXTERNAL	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	LYPLA2	NA	NA	LYPLA2	publisher_donor_label	20	20	Spearman_rho	0.30526315789473685	-0.11026615969581749	0.6459033783144431	0.18898	0.45134	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	Wu2021|LYPLA2	92	18897	99999	0.0012380087221017467	4000	4000	1892608146	False
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	LYPLA1	NA	NA	LYPLA1	publisher_donor_label	33	33	Spearman_rho	0.4338235294117647	0.07600640807341347	0.699695829155915	0.01141	0.09128	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	Pal2021_reprocessed|LYPLA1	92	1140	99999	0.0003358543121652601	4000	4000	996297722	True
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	LYPLA2	NA	NA	LYPLA2	publisher_donor_label	33	33	Spearman_rho	0.21524064171122995	-0.15078082604119505	0.5246872790034005	0.22567	0.45134	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	Pal2021_reprocessed|LYPLA2	92	22566	99999	0.0013219041232252814	4000	4000	4220492489	False
BRCA	CAMP	03_PATIENT	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	processed	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	60	60	Spearman_rho	-0.15853252418861752	-0.3883011081317858	0.08451377186914442	0.22372	0.45134	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	CAMP|processed	92	22371	99999	0.0013178367182621676	4000	4000	2631598937	False
BRCA	CAMP	03_PATIENT	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	author_available	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	55	55	Spearman_rho	-0.14509379509379508	-0.39310787018064536	0.11821095248851263	0.2885	0.46159999999999995	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	CAMP|author_available	92	28849	99999	0.001432716824777318	4000	4000	3904768739	False
BRCA	CAMP	04_ROBUSTNESS	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	processed_ER_PC12	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	60	60	partial_rank_correlation	-0.05407492601166986	-0.3372223143865012	0.23754792409942715	0.68924	0.7877028571428571	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	CAMP|processed_ER_PC12	92	68923	99999	0.0014635170733544587	4000	4000	1766038312	False
BRCA	CAMP	04_ROBUSTNESS	20260925T133935Z_lypla1_KEGGscore_v1	lypla1_KEGGscore_v1	author_available_ER_PC12	KEGG:C04102	1-palmitoyl-GPC (16:0)	NA	audited_author_tumor_case	55	55	partial_rank_correlation	0.006071432355321	-0.2953308610162328	0.30642601138100706	0.96634	0.96634	KEGGscore_BH8	8	DONE	same_fixed_transcript_program;not_metabolic_activity_or_causality	frozen_KEGG_hsa00564	CAMP|author_available_ER_PC12	92	96633	99999	0.0005703245076270178	4000	4000	1839427223	False
