cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	ER_v3_rho	ER_v3_p	ER_v3_q	original_q	signed_delta_from_ER	abs_effect_change	design_condition_number	seed	bootstrap_valid	interval_scope
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00065	serine	SHMT2	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.0143170617990405	-0.255469140096879	0.2952072162211062	0.9137	0.9526993902439024	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00065|SHMT2	0.0385451023526968	0.7613	0.8704235294117647	0.5742516393442623	-0.0242280405536562	-0.0242280405536562	1.680666914287067	2976141037.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00065	serine	SHMT2	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.0640221706107508	-0.2027153491095887	0.315188659652526	0.6172	0.9210208695652172	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00065|SHMT2	0.0385451023526968	0.7613	0.8704235294117647	0.5742516393442623	0.025477068258054	0.025477068258054	2.508176151229478	4115329294.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00073	methionine	MAT1A	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0557216224308374	-0.3557367422989733	0.2250778742067389	0.6702	0.8455138686131387	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00073|MAT1A	-0.085243018813091	0.5103	0.7211677685950413	0.7798821428571429	0.0295213963822535	-0.0295213963822535	1.680666914287067	558409175.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00073	methionine	MAT1A	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.0117940690930217	-0.2705054072712899	0.3249142560746622	0.9262	0.9540975903614458	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00073|MAT1A	-0.085243018813091	0.5103	0.7211677685950413	0.7798821428571429	0.0970370879061127	-0.0734489497200693	2.508176151229478	3610750490.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00073	methionine	MAT2A	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.1665501324705373	-0.401031656823147	0.1021705317600707	0.2141	0.6415448275862069	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00073|MAT2A	-0.1755486077414084	0.174	0.4508181818181818	0.4857795918367346	0.008998475270871	-0.008998475270871	1.680666914287067	4014885922.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00073	methionine	MAT2A	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.1828031217752557	-0.4410845479180261	0.1230303117478898	0.1699	0.636975	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00073|MAT2A	-0.1755486077414084	0.174	0.4508181818181818	0.4857795918367346	-0.0072545140338473	0.0072545140338473	2.508176151229478	1268195456.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	ARG1	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.2716931938478715	-0.5270129812589864	-0.0125873160326928	0.0418	0.4317750000000001	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|ARG1	-0.2681057211758422	0.0414	0.2528357142857143	0.15705	-0.0035874726720293	0.0035874726720293	1.680666914287067	3244747231.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	ARG1	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.2838491133579551	-0.5257391636755264	-0.0139037086915747	0.0353	0.4470428571428572	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|ARG1	-0.2681057211758422	0.0414	0.2528357142857143	0.15705	-0.0157433921821128	0.0157433921821128	2.508176151229478	4128345906.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	ARG2	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.1398585656421495	-0.111747348904148	0.4076656184720821	0.291	0.6796758620689655	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|ARG2	0.1943168071183287	0.1292	0.4091333333333334	0.2667124999999999	-0.0544582414761791	-0.0544582414761791	1.680666914287067	1541930565.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	ARG2	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.1747565567284588	-0.0659481479858177	0.4195473113773152	0.1903	0.6624540000000001	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|ARG2	0.1943168071183287	0.1292	0.4091333333333334	0.2667124999999999	-0.0195602503898698	-0.0195602503898698	2.508176151229478	1281506317.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	OAT	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0662037399272701	-0.2845333960396987	0.2048761637456556	0.6244	0.8163335820895523	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|OAT	-0.0384201291188462	0.7708	0.8704235294117647	0.8638331125827815	-0.027783610808424	0.027783610808424	1.680666914287067	3342610802.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	OAT	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0608117961878484	-0.2976923137865119	0.1783203817488606	0.656	0.9297	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|OAT	-0.0384201291188462	0.7708	0.8704235294117647	0.8638331125827815	-0.0223916670690022	0.0223916670690022	2.508176151229478	408645087.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	ODC1	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.3018307545272461	0.0345141110235544	0.5301593956646483	0.0221	0.314925	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|ODC1	0.1917539392901137	0.142	0.4201293103448276	0.2554791044776119	0.1100768152371323	0.1100768152371323	1.680666914287067	2573711485.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	ODC1	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.2624526911674327	-0.0315575335731827	0.5279044885665578	0.0515	0.452295	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|ODC1	0.1917539392901137	0.142	0.4201293103448276	0.2554791044776119	0.0706987518773189	0.0706987518773189	2.508176151229478	3302484368.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	OTC	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.1355935096229169	-0.0987150483178687	0.3976006756831617	0.308	0.6796758620689655	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|OTC	0.1185724379111803	0.3671	0.609457281553398	0.54705	0.0170210717117366	0.0170210717117366	1.680666914287067	3982744274.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00077	ornithine	OTC	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.0813925455872181	-0.1787507170509508	0.3329905806231955	0.5513	0.8728916666666667	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00077|OTC	0.1185724379111803	0.3671	0.609457281553398	0.54705	-0.0371798923239621	-0.0371798923239621	2.508176151229478	1512235754.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00079	phenylalanine	PAH	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0234530949449639	-0.2779676412709834	0.2157972063463362	0.8585	0.917521875	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00079|PAH	-0.0717549049045778	0.5829	0.74385	0.899314024390244	0.0483018099596139	-0.0483018099596139	1.680666914287067	446874721.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00079	phenylalanine	PAH	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0556019525388961	-0.2776253565132555	0.1946242437662315	0.6644	0.9297	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00079|PAH	-0.0717549049045778	0.5829	0.74385	0.899314024390244	0.0161529523656817	-0.0161529523656817	2.508176151229478	1166598301.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00082	tyrosine	PAH	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0109371822248027	-0.2503856105835575	0.2159907651823312	0.9347	0.9628536144578314	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00082|PAH	-0.0653932910867521	0.6266	0.7764391304347827	0.9015327272727274	0.0544561088619494	-0.0544561088619494	1.680666914287067	2084468299.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00082	tyrosine	PAH	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.0365171241503489	-0.2536220280071929	0.2376921076048357	0.7868	0.9382935483870968	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00082|PAH	-0.0653932910867521	0.6266	0.7764391304347827	0.9015327272727274	0.0288761669364032	-0.0288761669364032	2.508176151229478	2303127026.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00082	tyrosine	TAT	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.1686920895084264	-0.4048113341660446	0.0964331981764683	0.2042	0.6415448275862069	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00082|TAT	-0.0896738363017926	0.4926	0.701955	0.8569	-0.0790182532066337	0.0790182532066337	1.680666914287067	2450830768.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00082	tyrosine	TAT	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.2154071310057937	-0.463714159819265	0.0795761658996244	0.0996	0.53971875	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00082|TAT	-0.0896738363017926	0.4926	0.701955	0.8569	-0.125733294704001	0.125733294704001	2.508176151229478	3404810050.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00095	fructose	KHK	author_mapped_tumor_specimen_NOT_verified_independent_patient	45.0	NA	partial_rank_correlation	0.0956709235754609	-0.2017002274264313	0.3835312162229587	0.5386	0.8163335820895523	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00095|KHK	0.185195927370956	0.2375	0.4952743902439024	0.3892193181818182	-0.0895250037954949	-0.0895250037954949	1.5250097497757908	4010969937.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00095	fructose	KHK	author_mapped_tumor_specimen_NOT_verified_independent_patient	45.0	NA	partial_rank_correlation	0.1067406298513204	-0.2357075797352521	0.4229188916925931	0.5007	0.8312592233009709	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00095|KHK	0.185195927370956	0.2375	0.4952743902439024	0.3892193181818182	-0.0784552975196355	-0.0784552975196355	2.4122725566270886	794380738.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00095	fructose	SORD	author_mapped_tumor_specimen_NOT_verified_independent_patient	45.0	NA	partial_rank_correlation	0.0783280164212846	-0.2125569539903589	0.3968865883300867	0.625	0.8163335820895523	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00095|SORD	0.2596232957189232	0.0875	0.3379978723404255	0.0427499999999999	-0.1812952792976385	-0.1812952792976385	1.5250097497757908	2045417250.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00095	fructose	SORD	author_mapped_tumor_specimen_NOT_verified_independent_patient	45.0	NA	partial_rank_correlation	0.2370787618829852	-0.1145331778087173	0.4930831844285249	0.1479	0.6021642857142857	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00095|SORD	0.2596232957189232	0.0875	0.3379978723404255	0.0427499999999999	-0.0225445338359379	-0.0225445338359379	2.4122725566270886	781701478.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00097	cysteine	CDO1	author_mapped_tumor_specimen_NOT_verified_independent_patient	60.0	NA	partial_rank_correlation	-0.131706138107605	-0.3715389273961277	0.1381904548216632	0.3254	0.6796758620689655	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00097|CDO1	-0.2791075192709327	0.0371	0.2349666666666666	0.1056535714285714	0.1474013811633278	-0.1474013811633278	1.6577037967799784	3882729896.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00097	cysteine	CDO1	author_mapped_tumor_specimen_NOT_verified_independent_patient	60.0	NA	partial_rank_correlation	-0.204203336658093	-0.4344237044763903	0.050669503336137	0.1272	0.5859878048780489	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00097|CDO1	-0.2791075192709327	0.0371	0.2349666666666666	0.1056535714285714	0.0749041826128397	-0.0749041826128397	2.4838510168466565	2255081329.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00097	cysteine	GCLC	author_mapped_tumor_specimen_NOT_verified_independent_patient	60.0	NA	partial_rank_correlation	0.1162794661598647	-0.141027256925494	0.3472103655044929	0.3874	0.712316129032258	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00097|GCLC	0.147195258084722	0.2624	0.5098909090909092	0.4405548387096774	-0.0309157919248571	-0.0309157919248571	1.6577037967799784	214234996.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00097	cysteine	GCLC	author_mapped_tumor_specimen_NOT_verified_independent_patient	60.0	NA	partial_rank_correlation	0.1044862071348501	-0.2353702604590917	0.3685518711607324	0.4373	0.778940625	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00097|GCLC	0.147195258084722	0.2624	0.5098909090909092	0.4405548387096774	-0.0427090509498717	-0.0427090509498717	2.4838510168466565	3994818072.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00099	beta-alanine	UPB1	author_mapped_tumor_specimen_NOT_verified_independent_patient	48.0	NA	partial_rank_correlation	-0.277811831127738	-0.4990740246699213	0.0114081380832708	0.0701	0.479484	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00099|UPB1	-0.2697437407129414	0.0804	0.3379978723404255	0.218655737704918	-0.0080680904147967	0.0080680904147967	1.915299116042125	3298139643.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00099	beta-alanine	UPB1	author_mapped_tumor_specimen_NOT_verified_independent_patient	48.0	NA	partial_rank_correlation	-0.2396843856126554	-0.48989221065322	0.0478178527447118	0.1343	0.5859878048780489	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00099|UPB1	-0.2697437407129414	0.0804	0.3379978723404255	0.218655737704918	0.0300593551002858	-0.0300593551002858	2.615124796891404	2845610970.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00106	uracil	DPYD	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.1081791566154502	-0.3790140307277422	0.1926647366855632	0.417	0.7276224489795918	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00106|DPYD	-0.2933064870423505	0.023	0.19665	0.1611675	0.1851273304269004	-0.1851273304269004	1.680666914287067	3451343676.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00106	uracil	DPYD	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.3312009544261965	-0.5466829268596094	-0.0370243938545377	0.012	0.2931428571428571	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00106|DPYD	-0.2933064870423505	0.023	0.19665	0.1611675	-0.0378944673838458	0.0378944673838458	2.508176151229478	1509831530.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00106	uracil	UPP1	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.2146612563429565	-0.0239140686702341	0.4099632450956001	0.1119	0.5876181818181818	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00106|UPP1	-0.0011153041401877	0.9937	0.9937	0.5494112068965517	0.2157765604831442	0.2135459522027687	1.680666914287067	1849078677.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00106	uracil	UPP1	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.0161375721573495	-0.1875506746533498	0.262034715321689	0.903	0.9501381818181818	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00106|UPP1	-0.0011153041401877	0.9937	0.9937	0.5494112068965517	0.0172528762975372	0.0150222680171617	2.508176151229478	1949721742.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00106	uracil	UPP2	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.3703295179408949	-0.6010854738048803	-0.1232002023307918	0.0048	0.1368	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00106|UPP2	-0.2565960999252752	0.0511	0.29127	0.0800590909090909	-0.1137334180156197	0.1137334180156197	1.680666914287067	4248119469.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00106	uracil	UPP2	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	-0.2546487005285407	-0.5235254246085894	0.0392622023505771	0.0579	0.4567125000000001	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00106|UPP2	-0.2565960999252752	0.0511	0.29127	0.0800590909090909	0.0019473993967344	-0.0019473993967344	2.508176151229478	2745508074.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00114	choline	CHKA	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.2011501081919094	-0.1116699475341027	0.4771523306993748	0.1322	0.5941255813953489	ER_PC12	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00114|CHKA	0.0732789867352418	0.575	0.7394142857142856	0.8350300699300699	0.1278711214566675	0.1278711214566675	1.680666914287067	487127143.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00114	choline	CHKA	author_mapped_tumor_specimen_NOT_verified_independent_patient	61.0	NA	partial_rank_correlation	0.1029614479250483	-0.2242156891861929	0.4378289814282595	0.4504	0.7817636363636363	ER_MonoEndoFib	171.0	DONE	NA	GSE37751_CAMP_processed	KEGG:C00114|CHKA	0.0732789867352418	0.575	0.7394142857142856	0.8350300699300699	0.0296824611898065	0.0296824611898065	2.508176151229478	651674230.0	500.0	pointwise_stratified_specimen_bootstrap;covariate_scores_fixed;independence_unverified
BRCA	CAMP_BRCA1	04_ROBUSTNESS	20260919T151200Z_all117_robustness_v2	all117_robustness_v2	partial_rank_composition_proxy_sensitivity	KEGG:C00114	choline	CHKB	author_mapped_tumor_specimen_NOT_verified_independent_patient	NA	NA	partial_rank_correlation	NA	NA	NA	NA	NA	ER_PC12	171.0	NOT_EVALUABLE	prior_unevaluable_or_missing_feature	GSE37751_CAMP_processed	KEGG:C00114|CHKB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
