url	method	path	sha256	retrieved_utc	request_scope
https://data.3steps.cn/cdataportal/api/studies/FUSCC_BRCA_2022/molecular-profiles	GET	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260920T050412Z_pycr1_external_v1/source/profiles.json	8e6b15827bd68ba05d176fa442dd5fcb9c95f178b64507f47860935fd457c889	2026-09-20T05:12:09.713162+00:00	two target genes; cached author primary tumor sample IDs; individual data server only
https://data.3steps.cn/cdataportal/api/genes/GPCPD1	GET	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260920T050412Z_pycr1_external_v1/source/GPCPD1_gene.json	4bf8a0a64683f5a6bb38dd99784dfd6981c3c75bf37ee538bff7e988b7ca9886	2026-09-20T05:12:09.746540+00:00	two target genes; cached author primary tumor sample IDs; individual data server only
https://data.3steps.cn/cdataportal/api/genes/GPI	GET	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260920T050412Z_pycr1_external_v1/source/GPI_gene.json	e1974f5295b0ea5627edc26f7747166e449a3bd181c096d959c1603335f13ffb	2026-09-20T05:12:09.815737+00:00	two target genes; cached author primary tumor sample IDs; individual data server only
https://data.3steps.cn/cdataportal/api/molecular-profiles/FUSCC_BRCA_2022_mrna_seq_tpm/molecular-data/fetch?projection=DETAILED	POST	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/collaborative/BRCA/A/20260920T050412Z_pycr1_external_v1/source/two_gene_TPM.json	53a4d490cb01b640fbe1590706f8b51a7b86158bdf052424e8a1c2e26e3b7f6f	2026-09-20T05:12:09.867100+00:00	two target genes; cached author primary tumor sample IDs; individual data server only
existing_server_source	READ	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/data/candidates/brca_four_axes_20260908/FUSCC_41422_2022_614_MOESM12_ESM.xlsx	a4165c115a90a92f2db51cfcdc806520a6117c4ec03fe0ece2db5d74cbd8c5b0	NA	NA
existing_server_source	READ	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/BRCA_1MNA_followup_v0.1/tables/FUSCC_metabolite_RNA_patient_join_audit.tsv	fe872da365ee778a1f416eceb6218eac9b9dc4aaccf578c66e8b502ad28ca5c2	NA	NA
existing_server_source	READ	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/results/BRCA_1MNA_followup_v0.1/tables/FUSCC_author_RNA_sample_patient_mapping.tsv	74bc3d5f743e00c2f5c5e2fb5fc14665993d9eb81a0490eaf6a0e12f655a1d11	NA	NA
existing_server_source	READ	/public3/xuzx/Cancer/pancancer_metabolomics_direct_matrix_20260716/data/candidates/BRCA_1MNA_followup_v0.1/Fudan_samples.json	f5e3b80ea4f0f656a5556020e58652a59f806b1c40ab67147dfa2a1f7219b289	NA	NA
