cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	partition	program	n_common_sources
BRCA	Wu2021	06_EXTERNAL	20260920T050412Z_pycr1_external_v1	pycr1_context_v1	paired_source_correlation_difference_descriptive	NA	NA	PYCR1	source_donor_label	17	NA	rho_malignant_minus_fibroblast_same_sources	0.7083333333333334	0.05445208409729862	1.3550059769598337	NA	NA	DESCRIPTIVE_NO_P	NA	DONE	descriptive_paired_source_bootstrap_pointwise_no_formal_difference_test	Wu2021	ALL	HALLMARK_E2F_TARGETS	17
BRCA	Wu2021	06_EXTERNAL	20260920T050412Z_pycr1_external_v1	pycr1_context_v1	paired_source_correlation_difference_descriptive	NA	NA	PYCR1	source_donor_label	17	NA	rho_malignant_minus_fibroblast_same_sources	-0.056372549019607865	-0.6955848651923289	0.5621910484568526	NA	NA	DESCRIPTIVE_NO_P	NA	DONE	descriptive_paired_source_bootstrap_pointwise_no_formal_difference_test	Wu2021	ALL	REACTOME_COLLAGEN_FORMATION	17
BRCA	Wu2021	06_EXTERNAL	20260920T050412Z_pycr1_external_v1	pycr1_context_v1	paired_source_correlation_difference_descriptive	NA	NA	PYCR1	source_donor_label	14	NA	rho_malignant_minus_fibroblast_same_sources	1.0285714285714285	0.2928868948139768	1.6645598633748795	NA	NA	DESCRIPTIVE_NO_P	NA	DONE	descriptive_paired_source_bootstrap_pointwise_no_formal_difference_test	Wu2021	UNTREATED	HALLMARK_E2F_TARGETS	14
BRCA	Wu2021	06_EXTERNAL	20260920T050412Z_pycr1_external_v1	pycr1_context_v1	paired_source_correlation_difference_descriptive	NA	NA	PYCR1	source_donor_label	14	NA	rho_malignant_minus_fibroblast_same_sources	0.24615384615384617	-0.40095625599109447	0.8241463795255926	NA	NA	DESCRIPTIVE_NO_P	NA	DONE	descriptive_paired_source_bootstrap_pointwise_no_formal_difference_test	Wu2021	UNTREATED	REACTOME_COLLAGEN_FORMATION	14
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260920T050412Z_pycr1_external_v1	pycr1_context_v1	paired_source_correlation_difference_descriptive	NA	NA	PYCR1	source_donor_label	30	NA	rho_malignant_minus_fibroblast_same_sources	0.3199110122358176	-0.17200128217071764	0.7868593023923296	NA	NA	DESCRIPTIVE_NO_P	NA	DONE	descriptive_paired_source_bootstrap_pointwise_no_formal_difference_test	Pal2021_reprocessed	ALL	HALLMARK_E2F_TARGETS	30
BRCA	Pal2021_reprocessed	06_EXTERNAL	20260920T050412Z_pycr1_external_v1	pycr1_context_v1	paired_source_correlation_difference_descriptive	NA	NA	PYCR1	source_donor_label	30	NA	rho_malignant_minus_fibroblast_same_sources	-0.45161290322580644	-0.9298806902446636	0.08533904021084023	NA	NA	DESCRIPTIVE_NO_P	NA	DONE	descriptive_paired_source_bootstrap_pointwise_no_formal_difference_test	Pal2021_reprocessed	ALL	REACTOME_COLLAGEN_FORMATION	30
