stable_gene_id	cancer	gene	all3_same_unique_top	all3_top_bootstrap_ge080	cell_background	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
UniProtKB:Q14542	PDAC	SLC29A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0427512800689397	1.0	1000	0.1854576046922539	7	DONE	DONE	0.1854576046922539	18.0	Ductal (unresolved)	B/Plasma	0.0437802840707962	1.0	1000	0.0591525175868111	6	DONE	DONE	0.0591525175868111	12.0	Normal epithelial (author)	Malignant (author)	0.017476005159459	0.683	1000	0.11259300905103	8	DONE	DONE	0.11259300905103	6.0
UniProtKB:Q9BZD2	PDAC	SLC29A3	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0484064009543144	0.966	1000	0.1432174440094472	7	DONE	DONE	0.1432174440094472	20.0	Myeloid	T/NK	0.0509204048397101	1.0	1000	0.0943217386834092	6	DONE	DONE	0.0943217386834092	13.0	Myeloid	Malignant (author)	0.0754280225330235	1.0	1000	0.1372402218957903	8	DONE	DONE	0.1372402218957903	20.0
UniProtKB:Q9H598	PDAC	SLC32A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0051367632929444	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0031096938524122	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0003277715804713	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q2M3R5	PDAC	SLC35G1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0020962923998901	0.417	1000	0.085130219264572	7	DONE	DONE	0.0428602929897223	4.0	Endothelial	Fibroblast/CAF	0.0206046092970484	0.993	1000	0.0467423488349649	6	DONE	DONE	0.0467423488349649	13.0	T/NK	Malignant (author)	0.0034527965262328	0.516	1000	0.0525229617518948	8	DONE	DONE	0.0213886079051095	21.0
UniProtKB:Q7Z2H8	PDAC	SLC36A1	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.029757049224561	0.945	1000	0.1486151000356764	7	DONE	DONE	0.1486151000356764	20.0	Myeloid	Fibroblast/CAF	0.0025232889158799	0.602	1000	0.0979017590716624	6	DONE	DONE	0.09576754190154	13.0	Myeloid	Fibroblast/CAF	0.0218637382640128	0.889	1000	0.0880339930950593	8	DONE	DONE	0.0880339930950593	20.0
UniProtKB:Q495M3	PDAC	SLC36A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0005828730093435	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0002487562189054	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q6YBV0	PDAC	SLC36A4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	B/Plasma	0.1314299622307027	1.0	1000	0.3311603051879651	7	DONE	DONE	0.3311603051879651	20.0	B/Plasma	Myeloid	0.0258740700107534	0.845	1000	0.1530871300090774	6	DONE	DONE	0.1275050015720873	11.0	Myeloid	Normal epithelial (author)	0.0178305295106925	0.808	1000	0.1624232755417163	8	DONE	DONE	0.1182337475619906	20.0
UniProtKB:Q9HBR0	PDAC	SLC38A10	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0171326390430587	0.648	1000	0.600142893222976	7	DONE	DONE	0.5024914467624018	11.0	Endothelial	Ductal (unresolved)	0.0075338755090607	0.568	1000	0.2639793579146107	6	DONE	DONE	0.2639793579146107	13.0	Normal epithelial (author)	Fibroblast/CAF	0.1778310653790372	0.959	1000	0.5702564316132532	8	DONE	DONE	0.5702564316132532	6.0
UniProtKB:Q96QD8	PDAC	SLC38A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	0.0961496994472915	0.758	1000	0.8034746409982034	7	DONE	DONE	0.7494858778186839	4.0	Endothelial	T/NK	0.1519933829984863	0.994	1000	0.6925482753816569	6	DONE	DONE	0.6925482753816569	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0197689426237605	0.423	1000	0.5542971035849596	8	DONE	DONE	0.5542971035849596	6.0
UniProtKB:Q99624	PDAC	SLC38A3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Ductal (unresolved)	0.0396947257704131	0.738	1000	0.1334894090608417	7	DONE	DONE	0.1334894090608417	4.0	Ductal (unresolved)	Fibroblast/CAF	0.0427976573402349	1.0	1000	0.04614261367331	6	DONE	DONE	0.04614261367331	12.0	Normal epithelial (author)	Malignant (author)	0.0934939834154726	0.95	1000	0.1338341513004181	8	DONE	DONE	0.1338341513004181	6.0
UniProtKB:Q969I6	PDAC	SLC38A4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0097904537864846	0.578	1000	0.0664571171980242	7	DONE	DONE	0.0664571171980242	4.0	Fibroblast/CAF	Endothelial	0.0084365509823132	0.866	1000	0.0141846701676119	6	DONE	DONE	0.0141846701676119	13.0	Fibroblast/CAF	Malignant (author)	0.0210129252583477	0.98	1000	0.0279296260025852	8	DONE	DONE	0.0279296260025852	7.0
UniProtKB:Q9NVC3	PDAC	SLC38A7	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0078432209790352	0.72	1000	0.2532105356103581	7	DONE	DONE	0.148466365779354	20.0	Myeloid	Endothelial	0.0036914080492806	0.649	1000	0.0724379373159937	6	DONE	DONE	0.0724379373159937	13.0	Myeloid	Fibroblast/CAF	0.0053528612622955	0.498	1000	0.1062896331796869	8	DONE	DONE	0.0769927589122541	20.0
UniProtKB:A6NNN8	PDAC	SLC38A8	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0027825342465753	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0002458210422812	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	8.997578808841121e-05	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q8NBW4	PDAC	SLC38A9	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0107736109654991	0.891	1000	0.2286072905451451	7	DONE	DONE	0.2286072905451451	18.0	Endothelial	B/Plasma	0.0053673963493286	0.701	1000	0.1056909989708563	6	DONE	DONE	0.1056909989708563	13.0	Endothelial	T/NK	0.0092451629050113	0.315	1000	0.1395023108104067	8	DONE	DONE	0.0884263541987871	3.0
UniProtKB:O75387	PDAC	SLC43A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.1752073024314366	0.785	1000	0.3640684537361083	7	DONE	DONE	0.3640684537361083	4.0	Fibroblast/CAF	T/NK	0.0412708483459069	1.0	1000	0.1031500495562764	6	DONE	DONE	0.1031500495562764	13.0	Fibroblast/CAF	Endothelial	0.0059464876781799	0.705	1000	0.0998343720800652	8	DONE	DONE	0.0998343720800652	7.0
UniProtKB:Q8N370	PDAC	SLC43A2	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.6327603722247642	1.0	1000	0.660166864879643	7	DONE	DONE	0.660166864879643	20.0	Myeloid	B/Plasma	0.3195494530972137	1.0	1000	0.32414794303852	6	DONE	DONE	0.32414794303852	13.0	Myeloid	B/Plasma	0.230335692795872	1.0	1000	0.2652970082650574	8	DONE	DONE	0.2652970082650574	20.0
UniProtKB:Q5BKX6	PDAC	SLC45A4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.1218491597780572	1.0	1000	0.3972204366203289	7	DONE	DONE	0.3972204366203289	18.0	Ductal (unresolved)	Myeloid	0.095770921622679	0.994	1000	0.1771716914774402	6	DONE	DONE	0.1771716914774402	12.0	Normal epithelial (author)	Malignant (author)	0.0622562036883472	0.942	1000	0.2876363634422105	8	DONE	DONE	0.2876363634422105	6.0
UniProtKB:Q1EHB4	PDAC	SLC5A12	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0018106172019431	0.851	1000	0.0122594868466414	7	DONE	DONE	0.0122594868466414	11.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0008603736479842	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	T/NK	0.0055016536156622	1.0	1000	0.0119333519291469	8	DONE	DONE	0.0119333519291469	23.0
UniProtKB:Q8N695	PDAC	SLC5A8	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0017511866941446	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0008502419219613	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P30531	PDAC	SLC6A1	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.004659594061013	0.987	1000	0.0132758168711397	7	DONE	DONE	0.0132758168711397	11.0	Fibroblast/CAF	Ductal (unresolved)	0.033556248357153	1.0	1000	0.0374128058690598	6	DONE	DONE	0.0374128058690598	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0270350601591901	0.979	1000	0.0359757021194897	8	DONE	DONE	0.0359757021194897	7.0
UniProtKB:P48066	PDAC	SLC6A11	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0022556488512688	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0019437111901146	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0029006526468455	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P48065	PDAC	SLC6A12	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Endothelial	0.0129146275437874	0.998	1000	0.037573722101703	7	DONE	DONE	0.037573722101703	20.0	Myeloid	Ductal (unresolved)	0.0118345071639746	1.0	1000	0.0195916639103587	6	DONE	DONE	0.0195916639103587	13.0	Myeloid	Malignant (author)	0.0118871869019022	0.997	1000	0.0229328157658325	8	DONE	DONE	0.0229328157658325	20.0
UniProtKB:Q9NSD5	PDAC	SLC6A13	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	B/Plasma	Myeloid	0.0005220373613777	0.523	1000	0.0124491869918699	7	DONE	DONE	0.0039265541733453	17.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0025220680958385	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0069363432859349	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q9UN76	PDAC	SLC6A14	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.2309876731743753	1.0	1000	0.3312631170388889	7	DONE	DONE	0.3312631170388889	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0847283665330669	1.0	1000	0.0657585329379484	6	DONE	DONE	0.0657585329379484	12.0	Malignant (author)	Normal epithelial (author)	0.1479688826755215	1.0	1000	0.1823824278115016	8	DONE	DONE	0.1823824278115016	23.0
UniProtKB:Q9H2J7	PDAC	SLC6A15	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.00390625	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0008030164280164	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q9H1V8	PDAC	SLC6A17	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0047213031458899	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.002578234198494	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0028985507246376	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q695T7	PDAC	SLC6A19	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0100237526907141	0.999	1000	0.0255373718654886	7	DONE	DONE	0.0255373718654886	18.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.000924805616449	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	Normal epithelial (author)	0.0155157306346869	0.648	1000	0.0358403657333857	8	DONE	DONE	0.0358403657333857	23.0
UniProtKB:Q9NP91	PDAC	SLC6A20	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.1873830459215328	1.0	1000	0.3225665258690844	7	DONE	DONE	0.3225665258690844	18.0	Ductal (unresolved)	Fibroblast/CAF	0.1454750869225072	1.0	1000	0.1450198356775748	6	DONE	DONE	0.1450198356775748	12.0	Normal epithelial (author)	Malignant (author)	0.2037249132525454	0.957	1000	0.4647304552851779	8	DONE	DONE	0.4647304552851779	6.0
UniProtKB:P31641	PDAC	SLC6A6	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0628517214258103	0.817	1000	0.4172623796015032	7	DONE	DONE	0.4172623796015032	20.0	Myeloid	Endothelial	0.0498386829933384	0.791	1000	0.2852231819735533	6	DONE	DONE	0.2852231819735533	13.0	Endothelial	Myeloid	0.0121610113003773	0.288	1000	0.2575575994054255	8	DONE	DONE	0.1408829273306609	3.0
UniProtKB:Q99884	PDAC	SLC6A7	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0061493608657446	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0041512630732039	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0055481889665932	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P30825	PDAC	SLC7A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.1307761479378432	1.0	1000	0.5191609076693179	7	DONE	DONE	0.5191609076693179	18.0	Ductal (unresolved)	T/NK	0.0280034766859619	0.687	1000	0.1586525752372886	6	DONE	DONE	0.1586525752372886	12.0	Malignant (author)	Normal epithelial (author)	0.0299045055799886	0.869	1000	0.2182303613150689	8	DONE	DONE	0.2043324944064509	23.0
UniProtKB:Q8TCU3	PDAC	SLC7A13	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	3.731064845907022e-05	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q8TBB6	PDAC	SLC7A14	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	T/NK	0.0022208638331439	0.8	1000	0.0107473152423085	7	DONE	DONE	0.0107473152423085	11.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0002878831229843	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	7.47434431314513e-06	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P52569	PDAC	SLC7A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0248418616698895	0.465	1000	0.2690883779397437	7	DONE	DONE	0.2690883779397437	4.0	Fibroblast/CAF	Ductal (unresolved)	0.1903469885037274	1.0	1000	0.2186161774930234	6	DONE	DONE	0.2186161774930234	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0020729651718023	0.451	1000	0.1207270296475693	8	DONE	DONE	0.1207270296475693	6.0
UniProtKB:Q8WY07	PDAC	SLC7A3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	B/Plasma	0.0071921206780906	0.938	1000	0.0103313767383211	7	DONE	DONE	0.0103313767383211	11.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0085621261335486	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0007251631617113	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q01650	PDAC	SLC7A5	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Acinar	0.0104644140002512	0.564	1000	0.3613767552345883	7	DONE	DONE	0.3559248526391672	20.0	T/NK	Myeloid	0.1664283964057087	0.995	1000	0.4359133717705144	6	DONE	DONE	0.4359133717705144	13.0	Erythrocyte	Malignant (author)	0.0976972027110212	0.584	1000	0.1993013582894651	8	DONE	DONE	0.1993013582894651	3.0
UniProtKB:Q92536	PDAC	SLC7A6	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	T/NK	Endothelial	0.0103392856027767	0.719	1000	0.2002321463473534	7	DONE	DONE	0.1008814821970041	20.0	T/NK	Endothelial	0.0067808692172248	0.634	1000	0.1861727049571951	6	DONE	DONE	0.1512699648753255	13.0	T/NK	Endothelial	0.0917045994216906	0.996	1000	0.1439359221491693	8	DONE	DONE	0.1439359221491693	21.0
UniProtKB:Q9UM01	PDAC	SLC7A7	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Ductal (unresolved)	0.7175020494116104	1.0	1000	0.7136407667182343	7	DONE	DONE	0.7136407667182343	20.0	Myeloid	Ductal (unresolved)	0.3299126140731246	1.0	1000	0.3541048771528805	6	DONE	DONE	0.3541048771528805	13.0	Myeloid	Normal epithelial (author)	0.509112944740285	1.0	1000	0.4566449712294307	8	DONE	DONE	0.4566449712294307	20.0
UniProtKB:Q9UHI5	PDAC	SLC7A8	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Myeloid	0.0076486262492427	0.593	1000	0.2164430439938043	7	DONE	DONE	0.2164430439938043	11.0	Myeloid	Fibroblast/CAF	0.0054982297176098	0.748	1000	0.0806418446215986	6	DONE	DONE	0.0744668725955139	13.0	Fibroblast/CAF	Myeloid	0.04422363560161	0.902	1000	0.1260088126453711	8	DONE	DONE	0.1260088126453711	7.0
UniProtKB:P82251	PDAC	SLC7A9	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0019655208193925	0.88	1000	0.019096642421999	7	DONE	DONE	0.019096642421999	18.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0029339799848283	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	Normal epithelial (author)	0.0047812475300602	0.998	1000	0.0159126454111158	8	DONE	DONE	0.0159126454111158	23.0
UniProtKB:Q9UIG8	PDAC	SLCO3A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0809428181805478	0.954	1000	0.4255266436451562	7	DONE	DONE	0.4255266436451562	20.0	Fibroblast/CAF	Endothelial	0.0277766413491048	0.857	1000	0.2911906940697956	6	DONE	DONE	0.2911906940697956	13.0	Endothelial	Myeloid	0.0414839699111266	0.516	1000	0.1903087452000495	8	DONE	DONE	0.1663788673039367	3.0
UniProtKB:Q8NB12	PDAC	SMYD1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0001681164125609	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0002136752136752	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q9NRG4	PDAC	SMYD2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0092769866481963	0.594	1000	0.40160436356233	7	DONE	DONE	0.40160436356233	18.0	Ductal (unresolved)	T/NK	0.0094329268103648	0.666	1000	0.1654769631875914	6	DONE	DONE	0.1654769631875914	12.0	Normal epithelial (author)	T/NK	0.0941606230392606	0.962	1000	0.3750116394794056	8	DONE	DONE	0.3750116394794056	6.0
UniProtKB:Q9H7B4	PDAC	SMYD3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0190908713181707	0.781	1000	0.3635921076721982	7	DONE	DONE	0.2935510099103067	11.0	Myeloid	Endothelial	0.0139445887570573	0.585	1000	0.2327914787209455	6	DONE	DONE	0.1971455262872819	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0282989755356511	0.825	1000	0.2065728353771832	8	DONE	DONE	0.1754740507238204	7.0
UniProtKB:Q8IYR2	PDAC	SMYD4	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.037177054197452	0.949	1000	0.2249853512553268	7	DONE	DONE	0.2249853512553268	11.0	Fibroblast/CAF	Endothelial	0.0029001679150067	0.647	1000	0.0971456202553893	6	DONE	DONE	0.0971456202553893	13.0	Fibroblast/CAF	T/NK	0.012786325450989	0.7	1000	0.111064283015882	8	DONE	DONE	0.111064283015882	7.0
UniProtKB:Q6GMV2	PDAC	SMYD5	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0202964845664522	0.978	1000	0.220314032841281	7	DONE	DONE	0.220314032841281	18.0	Ductal (unresolved)	Endothelial	0.0101713056956225	0.891	1000	0.0497874561646914	6	DONE	DONE	0.0497874561646914	12.0	Malignant (author)	Normal epithelial (author)	0.0025253323621185	0.449	1000	0.1007005578407377	8	DONE	DONE	0.083459270415314	23.0
UniProtKB:Q00796	PDAC	SORD	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.1880408527569522	1.0	1000	0.5099434822699477	7	DONE	DONE	0.5099434822699477	18.0	Ductal (unresolved)	Myeloid	0.0980994406425866	1.0	1000	0.1453313702776547	6	DONE	DONE	0.1453313702776547	12.0	Malignant (author)	Normal epithelial (author)	0.074932446378544	0.99	1000	0.2775017405827001	8	DONE	DONE	0.2625172348234378	23.0
UniProtKB:Q5T280	PDAC	SPOUT1	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Endothelial	T/NK	0.0199105100815723	0.769	1000	0.2642917281975358	7	DONE	DONE	0.1877462753106304	4.0	Endothelial	Ductal (unresolved)	0.0003224081319884	0.357	1000	0.0800276855121357	6	DONE	DONE	0.0800276855121357	13.0	Endothelial	T/NK	0.0130090541507428	0.312	1000	0.1761522550690466	8	DONE	DONE	0.0758454106280193	3.0
UniProtKB:P19623	PDAC	SRM	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.2086749795218651	1.0	1000	0.6245243856611284	7	DONE	DONE	0.6245243856611284	11.0	Fibroblast/CAF	Endothelial	0.090590159341971	1.0	1000	0.4368449627671646	6	DONE	DONE	0.4368449627671646	13.0	Fibroblast/CAF	Endothelial	0.0472796369103899	0.846	1000	0.3311812336864821	8	DONE	DONE	0.3311812336864821	7.0
UniProtKB:Q9GZT4	PDAC	SRR	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0151345851238242	0.917	1000	0.1617357458571539	7	DONE	DONE	0.1617357458571539	11.0	Fibroblast/CAF	Endothelial	0.0027634212082039	0.751	1000	0.0384323294569945	6	DONE	DONE	0.0384323294569945	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0062553285509425	0.596	1000	0.055745578065668	8	DONE	DONE	0.050151704349391	7.0
