cancer	stable_gene_id	gene	in_current_pool	in_history_pool	history_only	mapping_version	relation_ids	source_id	status	reason	in_prior_42_pool	in_paired51_any_relation	in_conditional_pool	n_direct_relations	n_conditional_relations
PDAC	UniProtKB:Q8N5Z0	AADAT	True	True	False	PDAC_paired51_mapping_v2	31fddc1286047370;3f418d5378ea239e;f72a2f6ff7d3130e	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	3	0
PDAC	UniProtKB:Q9UDR5	AASS	True	True	False	PDAC_paired51_mapping_v2	3b65c5b363143034	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:P80404	ABAT	True	True	False	PDAC_paired51_mapping_v2	3d4d43494780d265;3fc531a39ec1bfa2	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:Q8NFV4	ABHD11	False	True	True	PDAC_paired51_mapping_v2	14aa4183cdd0aeb4;bd9a4de034b0ca7d	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	2
PDAC	UniProtKB:Q8N2K0	ABHD12	True	True	False	PDAC_paired51_mapping_v2	08aa7e3a9b4d226b;3a21ef7f5e98a9d1;6ecea1daf4dde8e6;77e1aaeee27e7a9c;933849e4a7e53a7f;b7d9054e83e731f5;bb1f9b8dbed33ba8;c1258da749a37235;d31efd0799c1be1a	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	True	8	1
PDAC	UniProtKB:O95870	ABHD16A	True	True	False	PDAC_paired51_mapping_v2	1f8efd07d56da2aa;2b5e4216eab26af1;a62402e78c0edd9c;afbb37e6d5bbd77a;c188ffcf1441db5f;d9433a9629b44f38	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	6	0
PDAC	UniProtKB:Q9H3Z7	ABHD16B	True	True	False	PDAC_paired51_mapping_v2	009d21b779269adb;8844e24ed7c15221	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	2	0
PDAC	UniProtKB:P08910	ABHD2	True	True	False	PDAC_paired51_mapping_v2	900da5b8973a5789	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:Q9BV23	ABHD6	True	True	False	PDAC_paired51_mapping_v2	0715831efa52ca20;24606deba9b17759;24d5c8dda033bada;4bd5f1d686d9465f;7ad491a39cfd2e47;7af03f2671528aaa;7c6464d839b541c3;d2116ff211c71054;e1781224dd349fcc;edca165ae2cf8fdd	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	True	8	2
PDAC	UniProtKB:P42765	ACAA2	True	True	False	PDAC_paired51_mapping_v2	5c4b6f66d7f506dc;e0129ec7efab7a9b	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:Q9BYF1	ACE2	True	True	False	PDAC_paired51_mapping_v2	b9085738ef175048	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:Q5QJU3	ACER2	True	True	False	PDAC_paired51_mapping_v2	f0eea87dd65d4b1b	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:P53396	ACLY	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P21399	ACO1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q86TX2	ACOT1	True	True	False	PDAC_paired51_mapping_v2	2d1edf88ca7aaf3d;c8af3d2da4d1b9c1	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:Q8WXI4	ACOT11	True	True	False	PDAC_paired51_mapping_v2	13c551d9868ab382	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:Q9NPJ3	ACOT13	True	True	False	PDAC_paired51_mapping_v2	3a2da23942029556;5981b99ce63fa550	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:P49753	ACOT2	True	True	False	PDAC_paired51_mapping_v2	4dc588da73359bf0;a6300043e6d69457	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:Q8N9L9	ACOT4	True	True	False	PDAC_paired51_mapping_v2	005e3971225b4531;5481786d303c344f	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:O00154	ACOT7	False	True	True	PDAC_paired51_mapping_v2	538f065bab62c796;e0b071298351b82c	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	2
PDAC	UniProtKB:O14734	ACOT8	True	True	False	PDAC_paired51_mapping_v2	0f7fc38b7db0ce66;4ef39766d917755d;b352b1de3d20ed6a	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	2	1
PDAC	UniProtKB:Q9Y305	ACOT9	False	True	True	PDAC_paired51_mapping_v2	794864c4487e8559	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:O95573	ACSL3	False	True	True	PDAC_paired51_mapping_v2	567869c4746cc371	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q08AH1	ACSM1	True	True	False	PDAC_paired51_mapping_v2	54bf8eb54572eae4;636489ddefd2e8eb	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	1	1
PDAC	UniProtKB:Q08AH3	ACSM2A	False	True	True	PDAC_paired51_mapping_v2	7a4b57c55c873499	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q68CK6	ACSM2B	True	True	False	PDAC_paired51_mapping_v2	b74f291cf5b758b7	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:P0C7M7	ACSM4	False	True	True	PDAC_paired51_mapping_v2	1f7b6d7c98eb522d;53b60c9105d66d1c	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	2
PDAC	UniProtKB:Q96HD9	ACY3	False	True	True	PDAC_paired51_mapping_v2	1fba8a77ae1b8096	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:P00813	ADA	True	True	False	PDAC_paired51_mapping_v2	bc3e81a581c82f68;e471a46a0ecbd027	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	2	0
PDAC	UniProtKB:Q9NZK5	ADA2	True	True	False	PDAC_paired51_mapping_v2	e4e1176d47d50d6d	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:P07327	ADH1A	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P00325	ADH1B	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P00326	ADH1C	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P08319	ADH4	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P11766	ADH5	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P28332	ADH6	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P40394	ADH7	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q8IWW8	ADHFE1	True	True	False	PDAC_paired51_mapping_v2	1371633759b6d3c7;9ec6e3b50fcbd57b	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:Q3LIE5	ADPRM	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q9BSE5	AGMAT	True	True	False	PDAC_paired51_mapping_v2	2c1eb376d4568936;ca5c8f70a4dc79ef;e158dd57d8f61ef7	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	3	0
PDAC	UniProtKB:P21549	AGXT	True	True	False	PDAC_paired51_mapping_v2	b77059da75428572	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:Q9BYV1	AGXT2	True	True	False	PDAC_paired51_mapping_v2	0047610922629a7d;47d5257c92409e69	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	1	1
PDAC	UniProtKB:P23526	AHCY	True	True	False	PDAC_paired51_mapping_v2	42ea49090aac8083	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:O95831	AIFM1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q9BRQ8	AIFM2	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P27144	AK4	True	True	False	PDAC_paired51_mapping_v2	06aa70a038d72feb	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:Q5TCS8	AK9	True	True	False	PDAC_paired51_mapping_v2	827fb326cb828c22	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:P14550	AKR1A1	True	True	False	PDAC_paired51_mapping_v2	2d9ae6834550725e	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:P15121	AKR1B1	True	True	False	PDAC_paired51_mapping_v2	911beda3bdf7c558	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:Q04828	AKR1C1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P52895	AKR1C2	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P42330	AKR1C3	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P17516	AKR1C4	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:O43488	AKR7A2	True	True	False	PDAC_paired51_mapping_v2	357d610144c2402d	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:P00352	ALDH1A1	False	True	True	PDAC_paired51_mapping_v2	541b8aa51eb7e345	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	True	0	1
PDAC	UniProtKB:O94788	ALDH1A2	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P47895	ALDH1A3	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P30837	ALDH1B1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P05091	ALDH2	False	True	True	PDAC_paired51_mapping_v2	841422b8dbabe06c	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	True	0	1
PDAC	UniProtKB:P30838	ALDH3A1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P51648	ALDH3A2	True	True	False	PDAC_paired51_mapping_v2	30b60a9831e3f852;d831ffb27cbeb8ba	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	2	0
PDAC	UniProtKB:P43353	ALDH3B1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P30038	ALDH4A1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P51649	ALDH5A1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q02252	ALDH6A1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P49419	ALDH7A1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q9H2A2	ALDH8A1	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:P49189	ALDH9A1	True	True	False	PDAC_paired51_mapping_v2	742a98c6a88f8ded;d67177ddf09c8b2f	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	2	0
PDAC	UniProtKB:Q13686	ALKBH1	False	True	True	PDAC_paired51_mapping_v2	cb1df2daef68c23d	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q6NS38	ALKBH2	False	True	True	PDAC_paired51_mapping_v2	9ee08a175ce1c2c9	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q96Q83	ALKBH3	False	True	True	PDAC_paired51_mapping_v2	6ba835de1eae3972	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q9NXW9	ALKBH4	False	True	True	PDAC_paired51_mapping_v2	5d8cd3a519ab516e	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q6P6C2	ALKBH5	False	True	True	PDAC_paired51_mapping_v2	06322e03aceb31b8	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q9BT30	ALKBH7	False	True	True	PDAC_paired51_mapping_v2	78ef1ca4fe98e597	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q96BT7	ALKBH8	False	True	True	PDAC_paired51_mapping_v2	f6a5d8bb05a296a7	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q9BQD7	ANTKMT	False	True	True	PDAC_paired51_mapping_v2	2b56692ab1612431	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:P19801	AOC1	True	True	False	PDAC_paired51_mapping_v2	faf059efa2ed3b44	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:P29972	AQP1	False	True	True	PDAC_paired51_mapping_v2	0ff5f8164a5e818b	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q96PS8	AQP10	True	True	False	PDAC_paired51_mapping_v2	04f54c17238a8259	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:Q8NBQ7	AQP11	True	True	False	PDAC_paired51_mapping_v2	2370b9b3095ddac9	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:P41181	AQP2	False	True	True	PDAC_paired51_mapping_v2	5a9b0ce0dba701ef	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q92482	AQP3	True	True	False	PDAC_paired51_mapping_v2	7fa325787b32f8e9	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:O14520	AQP7	True	True	False	PDAC_paired51_mapping_v2	dc305265bf0c4ce3	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:A0A075B734	AQP7B	False	True	True	PDAC_paired51_mapping_v2	f95297e9e99cc14b	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:O43315	AQP9	True	True	False	PDAC_paired51_mapping_v2	48da3abb01cae67f	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:P05089	ARG1	True	True	False	PDAC_paired51_mapping_v2	c08a241f461fe898	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:P78540	ARG2	True	True	False	PDAC_paired51_mapping_v2	58f5f0eda09cac3c	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	1	0
PDAC	UniProtKB:Q9HBK9	AS3MT	False	True	True	PDAC_paired51_mapping_v2	e11ff2563c792b4e	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q13510	ASAH1	True	True	False	PDAC_paired51_mapping_v2	0e37123039ebdbc5	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:Q9NR71	ASAH2	True	True	False	PDAC_paired51_mapping_v2	e3512295e19e5174	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:Q9NR48	ASH1L	False	True	True	PDAC_paired51_mapping_v2	add162269e20513a	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:P46597	ASMT	True	True	False	PDAC_paired51_mapping_v2	e5c7a9eed564585c	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:P08243	ASNS	False	True	True	PDAC_paired51_mapping_v2		reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	False	False	0	0
PDAC	UniProtKB:Q86U10	ASPG	False	True	True	PDAC_paired51_mapping_v2	4f66752ab86bad38	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q12797	ASPH	False	True	True	PDAC_paired51_mapping_v2	201eff56984aca9d	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q9H7F0	ATP13A3	True	True	False	PDAC_paired51_mapping_v2	91aa359bf0bdc397	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	1	0
PDAC	UniProtKB:Q4VNC1	ATP13A4	False	True	True	PDAC_paired51_mapping_v2	5cfd79ba33b106bc	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q6P4H8	ATPSCKMT	False	True	True	PDAC_paired51_mapping_v2	8cd6375c8f9c85ef	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	1
PDAC	UniProtKB:Q6E213	AWAT2	True	True	False	PDAC_paired51_mapping_v2	73c4128787c5a2f3;d0c4c0424a60cc22	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	2	0
PDAC	UniProtKB:Q14032	BAAT	True	True	False	PDAC_paired51_mapping_v2	84da5aa556f54313;a554b096a6291e86	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	True	True	False	2	0
PDAC	UniProtKB:O75936	BBOX1	True	True	False	PDAC_paired51_mapping_v2	3e9f2617d76be46f;b0a4ee2ebcadcbdf	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	False	2	0
PDAC	UniProtKB:P54687	BCAT1	False	True	True	PDAC_paired51_mapping_v2	3a428bec9481463a;c8842795159ae200	reviewed_human_UniProt_and_versioned_PDAC_mapping	DONE	Current pool is DIRECT genes only;prior v2 conditional and original42/external genes retained in union	False	True	True	0	2
