dataset	cancer	feature_name	metabolite_standard_name	kegg_id	hmdb_id	metabolite_key	identity_confidence	super_pathway	sub_pathway	hedges_g	hedges_g_variance	hedges_g_se	effect_fdr	max_input_raw_missing_rate	source_type	source_effects	paired_p	paired_q	paired_n	paired_effect	paired_median_delta	paired_evidence	database_names	standard_names	aliases_used	chemical_identity_note	identity_status	mapping_status	direct_genes	n_direct_relations	n_conditional_relations
PDAC	PDAC	isovalerylcarnitine	isovalerylcarnitine	C20826	HMDB00688	KEGG:C20826	HIGH_ID	Amino acid	Valine, leucine and isoleucine metabolism	0.757983026495435	0.127736245606975	0.357402078347308	0.136365301203365	0.416666666666667	single_dataset	PDAC	0.037109375	0.25783203125	11	0.6660790672482364	0.5843439254516003	NOMINAL_EXPLORATORY	Isovalerylcarnitine;; O-Isovaleryl-L-carnitine	NA	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	NO_EXACT_ID_BRIDGE	NO_RELIABLE_EXACT_RELATION_FOUND_IN_SCOPE	NA	0	0
PDAC	PDAC	laurate (12:0)	laurate (12:0)	C02679	HMDB00638	KEGG:C02679	HIGH_ID	Lipid	Medium Chain Fatty Acid	-0.891111381848964	0.130550876714739	0.361318248521631	0.12254338204	0.0	single_dataset	PDAC	0.0419921875	0.25783203125	11	-0.9795689141691092	-0.445050640902803	NOMINAL_EXPLORATORY	Dodecanoic acid;; Dodecanoate;; Dodecylcarboxylate;; Lauric acid	dodecanoate	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	ABHD12;ABHD6;ACAA2;ACER2;ACOT1;ACOT11;ACOT13;ACOT2;ACOT4;ACOT8;ALDH3A2;ASAH1;ASAH2;BAAT;CYP2E1;CYP4A11;CYP4F11;CYP4V2;CYP4Z1;MBLAC2;MGLL;NAAA;PNLIPRP2;THEM4	24	6
PDAC	PDAC	leucine	leucine	C00123	HMDB00687	KEGG:C00123	HIGH_ID	Amino acid	Valine, leucine and isoleucine metabolism	-1.08625965616363	0.135498063198687	0.368100615591291	0.0429368517077875	0.0	single_dataset	PDAC	0.0419921875	0.25783203125	11	-0.3666229613831817	-0.4920357401933017	NOMINAL_EXPLORATORY	L-Leucine;; 2-Amino-4-methylvaleric acid;; (2S)-alpha-2-Amino-4-methylvaleric acid;; (2S)-alpha-Leucine	L-leucine	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	AADAT;ACE2;BCAT2;LARS1;LARS2;PLBD1;PM20D1;SLC38A9;SLC43A1;SLC43A2;SLC6A14;SLC6A15;SLC6A19;SLC7A5;SLC7A6;SLC7A8;SLC7A9	17	9
PDAC	PDAC	myristoleate (14:1n5)	myristoleate (14:1n5)	C08322	HMDB02000	KEGG:C08322	HIGH_ID	Lipid	Long Chain Fatty Acid	-1.17033551126068	0.137930437151368	0.371389872171237	0.038488432104132	0.0	single_dataset	PDAC	0.0048828125	0.1748860677083333	11	-1.4321884292213631	-1.3047786017831982	NOMINAL_EXPLORATORY	Myristoleic acid;; (9Z)-Tetradecenoic acid;; 9-Tetradecenoic acid;; (Z)-Tetradec-9-enoic acid	(9Z)-tetradecenoate	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	CONDITIONAL_ONLY	NA	0	1
PDAC	PDAC	ornithine	ornithine	C00077	HMDB03374	KEGG:C00077	HIGH_ID	Amino Acid	Urea cycle; Arginine and Proline Metabolism	-1.23081851319797	0.139792347452817	0.373888148318207	0.038488432104132	0.0	single_dataset	PDAC	0.0419921875	0.25783203125	11	-1.3651722049335453	-1.5330214872412	NOMINAL_EXPLORATORY	L-Ornithine;; (S)-2,5-Diaminovaleric acid;; (S)-2,5-Diaminopentanoic acid;; (S)-2,5-Diaminopentanoate	L-ornithine	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	AGMAT;ARG1;ARG2;GATM;LACC1;OAT;ODC1;OTC;PM20D2;SLC25A15;SLC25A2;SLC25A29;SLC7A3	13	5
PDAC	PDAC	pentadecanoate (15:0)	pentadecanoate (15:0)	C16537	HMDB00826	KEGG:C16537	HIGH_ID	Lipid	Long Chain Fatty Acid	-0.852310951103452	0.129683626234099	0.360116128816941	0.051758400114163	0.0	single_dataset	PDAC	0.0419921875	0.25783203125	11	-1.2743006078958723	-1.1776054932210975	NOMINAL_EXPLORATORY	Pentadecanoic acid;; Pentadecylic acid;; n-Pentadecanoic acid	pentadecanoate	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	NO_RELIABLE_EXACT_RELATION_FOUND_IN_SCOPE	NA	0	0
PDAC	PDAC	pipecolate	pipecolate	C00408	HMDB00070	KEGG:C00408	HIGH_ID	Amino acid	Lysine Metabolism	0.485392109934915	0.123390953708666	0.351270485108934	0.194603202166174	0.583333333333333	single_dataset	PDAC	0.015625	0.228422619047619	11	0.5486745272419905	0.3726403870628978	NOMINAL_EXPLORATORY	L-Pipecolate;; Pipecolinic acid;; Pipecolic acid;; 2-Piperidinecarboxylic acid;; (S)-Piperidine-2-carboxylic acid	L-pipecolate	NA	D/L unspecified in measured feature; database enantiomer cannot establish measured stereochemistry.	HOLD	IDENTITY_REVIEW_REQUIRED	NA	0	5
PDAC	PDAC	pro-hydroxy-pro	pro-hydroxy-pro	NA	HMDB06695	HMDB:HMDB06695	HIGH_ID	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1.23946473751556	0.140066175954275	0.374254159568434	0.0393227498525208	0.166666666666667	single_dataset	PDAC	0.009765625	0.1873779296875	11	1.629373159933155	0.7873357577249003	NOMINAL_EXPLORATORY	NA	NA	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	NO_EXACT_ID_BRIDGE	CONDITIONAL_ONLY	NA	0	3
PDAC	PDAC	propionylcarnitine	propionylcarnitine	C03017	HMDB00824	KEGG:C03017	HIGH_ID	Lipid	Fatty acid metabolism (also BCAA metabolism)	-0.288337752761001	0.121436250622515	0.348477044613436	0.542961478829904	0.0	single_dataset	PDAC	0.0244140625	0.25783203125	11	-0.883982547437464	-1.0989268990963978	NOMINAL_EXPLORATORY	O-Propanoylcarnitine;; O-Propionylcarnitine	NA	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	NO_RELIABLE_EXACT_RELATION_FOUND_IN_SCOPE	NA	0	0
PDAC	PDAC	putrescine	putrescine	C00134	HMDB01414	KEGG:C00134	HIGH_ID	Amino acid	Polyamine metabolism	-0.170852952311747	0.120744610515417	0.347483252136584	0.961217007290224	0.185185185185185	single_dataset	PDAC	0.0244140625	0.25783203125	11	-1.155923189985391	-1.3084099045021027	NOMINAL_EXPLORATORY	Putrescine;; 1,4-Butanediamine;; 1,4-Diaminobutane;; Tetramethylenediamine;; Butane-1,4-diamine	putrescine	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	AOC1;ATP13A3;HDAC10;ODC1;PAOX;SLC22A1;SLC22A2;SLC45A4;SRM	9	1
PDAC	PDAC	pyruvate	pyruvate	C00022	HMDB00243	KEGG:C00022	HIGH_ID	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	0.942499237518513	0.131758893610409	0.362986079086249	0.0700756635453659	0.416666666666667	single_dataset	PDAC	0.037109375	0.25783203125	11	1.991138633630236	1.5120811629597988	NOMINAL_EXPLORATORY	Pyruvate;; Pyruvic acid;; 2-Oxopropanoate;; 2-Oxopropanoic acid;; Pyroracemic acid	pyruvate	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	AGXT;AGXT2;CLYBL;CTH;DAO;FAHD1;GPT;GPT2;HOGA1;KYAT1;LDHA;LDHAL6A;LDHB;LDHD;ME1;ME2;ME3;MPC1;MPC1L;MPC2;NPL;PC;PDHA1;PDHA2;PDHB;PKLR;PKM;RIDA;SDS;SDSL;SLC16A11;SLC16A3;SLC16A7;SLC5A8	34	11
PDAC	PDAC	stearidonate (18:4n3)	stearidonate (18:4n3)	C16300	HMDB06547	KEGG:C16300	HIGH_ID	Lipid	Long Chain Fatty Acid	-1.10536764106938	0.136034955266823	0.368829168134548	0.0608523808303738	0.333333333333333	single_dataset	PDAC	0.0322265625	0.25783203125	11	-0.7383484645898815	-0.5806935937174984	NOMINAL_EXPLORATORY	Stearidonic acid;; 6,9,12,15-Octadecatetraenoic acid;; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid;; 6Z,9Z,12Z,15Z-Octadecatetraenoic acid;; (6Z,9Z,12Z,15Z)-Octadeca-6,9,12,15-tetraenoic acid	(6Z,9Z,12Z,15Z)-octadecatetraenoate	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	NO_RELIABLE_EXACT_RELATION_FOUND_IN_SCOPE	NA	0	0
PDAC	PDAC	succinylcarnitine	succinylcarnitine	NA	NA	NAME:succinylcarnitine	MODERATE_NAME_ONLY	Energy	TCA Cycle	-0.941466816122303	0.131733957112158	0.362951728349871	0.0696770012219702	0.296296296296296	single_dataset	PDAC	0.0419921875	0.25783203125	11	-1.4549602806924178	-1.5768673208641992	NOMINAL_EXPLORATORY	NA	NA	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	NO_EXACT_ID_BRIDGE	CONDITIONAL_ONLY	NA	0	2
PDAC	PDAC	taurine	taurine	C00245	HMDB00251	KEGG:C00245	HIGH_ID	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2.09553989193048	0.176668927276422	0.42032002959224	0.0113146499716752	0.0	single_dataset	PDAC	0.001953125	0.1748860677083333	11	1.754625643003237	2.0934400180113	NOMINAL_EXPLORATORY	Taurine;; 2-Aminoethanesulfonic acid;; Aminoethylsulfonic acid	taurine	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	AGMAT;BAAT;FAAH;FMO1;FMO3;GATM;LRRC8A;MTO1;SLC6A6	9	11
PDAC	PDAC	thymidine	thymidine	C00214	HMDB00273	KEGG:C00214	HIGH_ID	Nucleotide	Pyrimidine Metabolism, Thymine containing	-1.78527752078779	0.161232111732296	0.401537185989413	0.0113146499716752	0.703703703703704	single_dataset	PDAC	0.00390625	0.1748860677083333	11	-1.3636904444775453	-1.3686213087094998	NOMINAL_EXPLORATORY	Thymidine;; Deoxythymidine	thymidine	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	NT5E;NT5M;SAMHD1;SLC28A1;SLC28A3;SLC29A1;SLC29A2;SLC29A3;TK1;TK2;TYMP	11	1
PDAC	PDAC	thymidine 3'-monophosphate	thymidine 3'-monophosphate	NA	NA	NAME:thymidine 3'-monophosphate	MODERATE_NAME_ONLY	Nucleotide	Pyrimidine Metabolism, Thymine containing	-1.54116688222222	0.150821592919839	0.388357558082547	0.0113146499716752	0.666666666666667	single_dataset	PDAC	0.0048828125	0.1748860677083333	11	-1.2464732515328545	-1.4889963022245	NOMINAL_EXPLORATORY	NA	thymidine 3'-phosphate	thymidine 3'-phosphate	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	NT5M	1	1
PDAC	PDAC	tryptophan	tryptophan	C00078	HMDB00929	KEGG:C00078	HIGH_ID	Amino acid	Tryptophan Metabolism	-1.22234650105532	0.139525895609373	0.373531652754318	0.038488432104132	0.0	single_dataset	PDAC	0.0068359375	0.1748860677083333	11	-0.5530916823890554	-0.3679988509477034	NOMINAL_EXPLORATORY	L-Tryptophan;; Tryptophan;; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid	L-tryptophan	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	AADAT;IDO1;IDO2;IL4I1;SLC16A10;SLC36A4;SLC6A14;SLC6A19;SLC7A5;SLC7A8;SLCO3A1;TDO2;TPH2;WARS1;WARS2	15	4
PDAC	PDAC	tryptophan betaine 	tryptophan betaine	C09213	HMDB61115	KEGG:C09213	HIGH_ID	Amino Acid	Tryptophan Metabolism	0.542536049221387	0.124144028892226	0.352340785167182	0.341103196517132	0.166666666666667	single_dataset	PDAC	0.037109375	0.25783203125	11	0.5012709282889642	0.3406863231387014	NOMINAL_EXPLORATORY	Hypaphorine;; Lenticin	N(alpha),N(alpha),N(alpha)-trimethyl-L-tryptophan	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	NO_RELIABLE_EXACT_RELATION_FOUND_IN_SCOPE	NA	0	0
PDAC	PDAC	uridine	uridine	C00299	HMDB00296	KEGG:C00299	HIGH_ID	Nucleotide	Pyrimidine Metabolism, Uracil containing	0.0488821045150279	0.120401004474753	0.346988478878986	0.898497970966782	0.0	single_dataset	PDAC	0.0244140625	0.25783203125	11	-0.1761761726509179	-0.228724112322098	NOMINAL_EXPLORATORY	Uridine	uridine	NA	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	ANNOTATION_COMPATIBLE	DIRECT_RELATION_FOUND	CDA;NT5C2;NT5E;NT5M;SLC28A1;SLC28A2;SLC28A3;SLC29A1;SLC29A2;SLC29A3;UCK1;UCK2;UCKL1;UPP1;UPP2;USB1	16	1
