cancer	collection_id	dataset_id	title	portal_cell_count	format	declared_bytes	url	downloaded	note
BRCA	48259aa8-f168-4bf5-b797-af8e88da6637	be35c935-ee4f-475c-9d3c-97630d59a735	HBCA - stroma	416825	H5AD	3485434018	https://datasets.cellxgene.cziscience.com/5bfb270a-9e69-4f52-8872-bd19ac44fbe3.h5ad	NO	Portal version count;not patients;subsets/integrated atlases can overlap
BRCA	48259aa8-f168-4bf5-b797-af8e88da6637	975e13b6-bec1-4eed-b46a-9be1f1357373	HBCA - epithelial	352496	H5AD	4513946508	https://datasets.cellxgene.cziscience.com/5f7a4238-88af-4984-aa28-9c68f8902470.h5ad	NO	Portal version count;not patients;subsets/integrated atlases can overlap
BRCA	48259aa8-f168-4bf5-b797-af8e88da6637	55003f67-c494-46f1-83fb-902745646379	Integrated HBCA	2122065	H5AD	19351694183	https://datasets.cellxgene.cziscience.com/3b82d7c6-0048-44bf-a2e7-442b7acc1c09.h5ad	NO	Portal version count;not patients;subsets/integrated atlases can overlap
BRCA	48259aa8-f168-4bf5-b797-af8e88da6637	24ec2dc5-3573-4d66-a9e1-25b7dcf43e27	HBCA - immune	25382	H5AD	148450519	https://datasets.cellxgene.cziscience.com/ef77cde8-9a2a-4362-ab08-510d2ec80f60.h5ad	NO	Portal version count;not patients;subsets/integrated atlases can overlap
BRCA	48259aa8-f168-4bf5-b797-af8e88da6637	0ba636a1-4754-4786-a8be-7ab3cf760fd6	HBCA - global	803283	H5AD	8336712858	https://datasets.cellxgene.cziscience.com/ed8cdda6-9985-4a62-933a-eee60b11cb18.h5ad	NO	Portal version count;not patients;subsets/integrated atlases can overlap
