cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	statistics_reused	previous_p	previous_q	previous_effect	previous_run	bootstrap_mean_lower	bootstrap_mean_upper	positive_pairs	negative_pairs	equal_pairs	positive_pair_fraction	median_paired_difference	seed	RNA_retained_P005	RNA_evidence_tier	RNA_direction	fraction_pairs_in_mean_direction	retention_view_version	retention_view_run
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	BCAT1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.3231692490913656	0.0116660464423623	0.6346724517403689	0.042350661756496	0.0746178326185882	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|BCAT1	True	0.042350661756496	0.076760574433649	0.3231692490913656	20260921T103911Z_camp_pair_sensitivity_v1	0.0244315388302106	0.6229100016299262	27.0	18.0	0.0	0.6	0.24795565560916	NA	YES	P_ONLY_EXPLORATORY	UP	0.6	pairedRNA_p005_view_v1	20260922T020919Z_pairedRNA_p005_view_v1
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	CKM	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0663747890742598	-0.1297389502403522	-0.0030106279081674	0.0404784370930427	0.07305864255817462	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|CKM	True	0.0404784370930427	0.074531725441158	-0.0663747890742598	20260921T103911Z_camp_pair_sensitivity_v1	-0.1294970374060826	-0.0059545999354	18.0	27.0	0.0	0.4	-0.05909371241283967	NA	YES	P_ONLY_EXPLORATORY	DOWN	0.6	pairedRNA_p005_view_v1	20260922T020919Z_pairedRNA_p005_view_v1
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	CMPK1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.1057462018908428	-0.2057482015084669	-0.0057442022732187	0.0387027688728927	0.07071617028627308	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|CMPK1	True	0.0387027688728927	0.0724116320847671	-0.1057462018908428	20260921T103911Z_camp_pair_sensitivity_v1	-0.2025981297432514	-0.0116297128423811	15.0	30.0	0.0	0.3333333333333333	-0.09093571688736013	NA	YES	P_ONLY_EXPLORATORY	DOWN	0.6666666666666666	pairedRNA_p005_view_v1	20260922T020919Z_pairedRNA_p005_view_v1
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	PNP	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2501597841576832	0.0054546112612168	0.4948649570541495	0.0453144278863574	0.07890041561389288	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|PNP	True	0.0453144278863574	0.0808688251510379	0.2501597841576832	20260921T103911Z_camp_pair_sensitivity_v1	0.0070986863075026	0.4723738415368272	29.0	16.0	0.0	0.6444444444444445	0.31035634835128967	NA	YES	P_ONLY_EXPLORATORY	UP	0.6444444444444445	pairedRNA_p005_view_v1	20260922T020919Z_pairedRNA_p005_view_v1
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	SLC13A3	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.13605912154772826	0.005453746315108199	0.2666644967803483	0.041540272603439926	0.07407181138926637	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|SLC13A3	False	NA	NA	NA	NA	0.011148660671859472	0.2673798383384757	27.0	18.0	0.0	0.6	0.06072602598309018	1440827150.0	YES	P_ONLY_EXPLORATORY	UP	0.6	pairedRNA_p005_view_v1	20260922T020919Z_pairedRNA_p005_view_v1
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	paired_RNA150	NA	NA	SOAT1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2400752232621015	0.0205429976680356	0.4596074488561675	0.0328047383462456	0.06068876594055436	paired_RNA150	148.0	DONE	paired_t_on_author_scale;not_protein_or_flux	CAMP_GSE37751_original_author_case_table	NA|SOAT1	True	0.0328047383462456	0.0623827811174506	0.2400752232621015	20260921T103911Z_camp_pair_sensitivity_v1	0.0367826961118286	0.4541814363556656	28.0	17.0	0.0	0.6222222222222222	0.11623082581504995	NA	YES	P_ONLY_EXPLORATORY	UP	0.6222222222222222	pairedRNA_p005_view_v1	20260922T020919Z_pairedRNA_p005_view_v1
