gene	subtype	scope	status	reason	top	second	effect	gap	n	detection
HPRT1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2766954437958031	0.05622907424363119	4	0.4122950035696627
HPRT1	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.2204663695521719	0.005771598132734673	9	0.2759312364163883
HPRT1	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.2897891738428949	0.00661358817128227	5	0.3769418064096586
HPRT1	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.2897891738428949	0.00661358817128227	5	0.3769418064096586
HPRT1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.36306251052133	0.12972845466033947	8	0.4321080768528005
HPRT1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.36306251052133	0.12972845466033947	8	0.4321080768528005
IDNK	ER+	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.0565038372971475	0.004626619132473399	11	0.0547419988904913
IDNK	ER+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.0565038372971475	0.007935800884054801	11	0.0547419988904913
IDNK	HER2+	all_evaluable_celltypes	DONE		Myeloid	T_NK_cells	0.0413929477581833	0.0024165921458934037	5	0.0868746017788425
IDNK	HER2+	shared_celltypes	DONE		Myeloid	T_NK_cells	0.0413929477581833	0.0024165921458934037	5	0.0868746017788425
IDNK	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	T_NK_cells	0.0700358789439316	0.018963400570587693	4	0.0756255537535102
IDNK	TNBC	shared_celltypes	DONE		T_NK_cells	B_cells	0.0510724783733439	0.011309859484047502	10	0.0328555716896404
IMPA1	ER+	all_evaluable_celltypes	DONE		Endothelial	Perivascular	0.1078016959758906	0.014593933427093794	11	0.1161343717301614
IMPA1	ER+	shared_celltypes	DONE		Endothelial	Perivascular	0.1078016959758906	0.014593933427093794	11	0.1161343717301614
IMPA1	HER2+	all_evaluable_celltypes	DONE		T_NK_cells	B_cells	0.1052251404645238	0.0020616509505373	5	0.0742645478484964
IMPA1	HER2+	shared_celltypes	DONE		T_NK_cells	B_cells	0.1052251404645238	0.0020616509505373	5	0.0742645478484964
IMPA1	TNBC	all_evaluable_celltypes	DONE		Endothelial	Fibroblasts	0.0984254951179325	0.0126165029182507	9	0.0939821662184116
IMPA1	TNBC	shared_celltypes	DONE		Endothelial	Fibroblasts	0.0984254951179325	0.0126165029182507	9	0.0939821662184116
IMPA2	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Perivascular	0.0668499947255858	0.005459941342408396	4	0.1433010142804026
IMPA2	ER+	shared_celltypes	DONE		Perivascular	Myeloid	0.0613900533831774	0.006925475597441798	11	0.0571582708821612
IMPA2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.1043371974581219	0.0324157030091662	3	0.2209215605415484
IMPA2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.1043371974581219	0.0324157030091662	3	0.2209215605415484
IMPA2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2635339569652223	0.1864614693225205	8	0.3055628622726168
IMPA2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.2635339569652223	0.1896646918115766	8	0.3055628622726168
KHK	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0509482656850435	0.0157200726531311	4	0.1241601837127788
KHK	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0352281930319124	0.0015464116788928006	9	0.0569212263561585
KHK	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.0365521794952563	0.014680497505112997	3	0.0916399822987353
KHK	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0365521794952563	0.014680497505112997	3	0.0916399822987353
KHK	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Plasma_cells	0.0522180967224327	0.0045993428648425025	4	0.0647240242675436
KHK	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0388062865470228	0.0199421825748227	8	0.0741054443523929
KMO	ER+	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.0999174817410102	0.030289044583062003	11	0.1004659989801395
KMO	ER+	shared_celltypes	DONE		Myeloid	B_cells	0.0999174817410102	0.030289044583062003	11	0.1004659989801395
KMO	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.1766454093601568	0.04769502499004499	5	0.23450513171033
KMO	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.1766454093601568	0.04769502499004499	5	0.23450513171033
KMO	TNBC	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.1198876477030197	0.014604038901702893	10	0.1140301190827909
KMO	TNBC	shared_celltypes	DONE		Myeloid	B_cells	0.1198876477030197	0.014604038901702893	10	0.1140301190827909
KYNU	ER+	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.3149084475916996	0.0909701195727543	11	0.2695629641567952
KYNU	ER+	shared_celltypes	DONE		Myeloid	B_cells	0.3149084475916996	0.0909701195727543	11	0.2695629641567952
KYNU	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.415287933934017	0.19455176422949488	5	0.4216968618199808
KYNU	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.415287933934017	0.19455176422949488	5	0.4216968618199808
KYNU	TNBC	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.322515813491983	0.0770813417819955	10	0.2857964167596156
KYNU	TNBC	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.322515813491983	0.0770813417819955	10	0.2857964167596156
LDHA	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Perivascular	1.374679930763422	0.09869063697365599	4	0.8521578049028373
LDHA	ER+	shared_celltypes	DONE		Perivascular	Endothelial	1.275989293789766	0.025598586416779368	11	0.6150625599652593
LDHA	HER2+	all_evaluable_celltypes	DONE		Perivascular	Malignant_epithelial	1.635142593334316	0.00567365148339527	4	0.7825107996785212
LDHA	HER2+	shared_celltypes	DONE		Perivascular	Malignant_epithelial	1.635142593334316	0.00567365148339527	4	0.7825107996785212
LDHA	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.6680735211940534	0.2965187611465816	8	0.830386103863097
LDHA	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	1.6680735211940534	0.39169440114961107	8	0.830386103863097
LDHB	ER+	all_evaluable_celltypes	DONE		Perivascular	T_NK_cells	1.0508936466490426	0.14413465893452304	11	0.5776019686659744
LDHB	ER+	shared_celltypes	DONE		Perivascular	T_NK_cells	1.0508936466490426	0.14413465893452304	11	0.5776019686659744
LDHB	HER2+	all_evaluable_celltypes	DONE		Perivascular	T_NK_cells	1.0919998572574436	0.08217686558061099	4	0.6766726943942134
LDHB	HER2+	shared_celltypes	DONE		Perivascular	T_NK_cells	1.0919998572574436	0.08217686558061099	4	0.6766726943942134
LDHB	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.4359108556523643	0.2237712076639089	8	0.5717662094007534
LDHB	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	1.4359108556523643	0.3126848940606246	8	0.5717662094007534
LPCAT1	ER+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.087969591135748	0.005953653182048699	11	0.082702705156337
LPCAT1	ER+	shared_celltypes	DONE		Myeloid	Endothelial	0.087969591135748	0.005953653182048699	11	0.082702705156337
LPCAT1	HER2+	all_evaluable_celltypes	DONE		B_cells	Myeloid	0.1298423610422185	0.000581821860407894	5	0.0868857853632999
LPCAT1	HER2+	shared_celltypes	DONE		B_cells	Myeloid	0.1298423610422185	0.000581821860407894	5	0.0868857853632999
LPCAT1	TNBC	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.1413651113871316	0.032580418382039886	10	0.1131115398959908
LPCAT1	TNBC	shared_celltypes	DONE		Myeloid	Endothelial	0.1413651113871316	0.032580418382039886	10	0.1131115398959908
LPCAT2	ER+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.2789018893661862	0.026251705357649424	11	0.2403355809261367
LPCAT2	ER+	shared_celltypes	DONE		Myeloid	Endothelial	0.2789018893661862	0.026251705357649424	11	0.2403355809261367
LPCAT2	HER2+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.338397695557605	0.07028652227102039	5	0.3904827094868134
LPCAT2	HER2+	shared_celltypes	DONE		Myeloid	Endothelial	0.338397695557605	0.07028652227102039	5	0.3904827094868134
LPCAT2	TNBC	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.2692241685521799	0.031665202591088404	10	0.2499780670509498
LPCAT2	TNBC	shared_celltypes	DONE		Myeloid	Endothelial	0.2692241685521799	0.031665202591088404	10	0.2499780670509498
LPCAT3	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2678781920931827	0.06765129231797579	4	0.4192798152276367
LPCAT3	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.2002268997752069	0.0738467498555457	9	0.2638675920792561
LPCAT3	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.2618449965237749	0.16211799336943722	3	0.4224592533833207
LPCAT3	HER2+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.2618449965237749	0.16211799336943722	3	0.4224592533833207
LPCAT3	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1982853584617016	0.0019482381438769014	8	0.3039792805648636
LPCAT3	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.1982853584617016	0.09070543970023538	8	0.3039792805648636
LPCAT4	ER+	all_evaluable_celltypes	DONE		Endothelial	T_NK_cells	0.2793250456311702	0.19224005086340812	11	0.2256946197689021
LPCAT4	ER+	shared_celltypes	DONE		Endothelial	T_NK_cells	0.2793250456311702	0.19224005086340812	11	0.2256946197689021
LPCAT4	HER2+	all_evaluable_celltypes	DONE		Endothelial	T_NK_cells	0.3256652862077525	0.20058621814240388	4	0.2797763463725723
LPCAT4	HER2+	shared_celltypes	DONE		Endothelial	T_NK_cells	0.3256652862077525	0.20058621814240388	4	0.2797763463725723
LPCAT4	TNBC	all_evaluable_celltypes	DONE		Endothelial	T_NK_cells	0.2531611873365855	0.13178527578492127	9	0.2093197433457354
LPCAT4	TNBC	shared_celltypes	DONE		Endothelial	T_NK_cells	0.2531611873365855	0.13178527578492127	9	0.2093197433457354
LYPLA1	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.7946105550845289	0.246671673073815	9	0.6271850095132405
LYPLA1	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.7946105550845289	0.42798435023195064	9	0.6271850095132405
LYPLA1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.7208008895175548	0.28518940613126825	3	0.7019426352619383
LYPLA1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.7208008895175548	0.28518940613126825	3	0.7019426352619383
LYPLA1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.5802062905090406	0.2483144399636284	8	0.5462366228992297
LYPLA1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.5802062905090406	0.2483144399636284	8	0.5462366228992297
LYPLA2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.2478746446604238	0.05805904220629782	9	0.3007976683878884
LYPLA2	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.2478746446604238	0.05805904220629782	9	0.3007976683878884
LYPLA2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.5509762956440497	0.3652649393341184	3	0.6562167951056559
LYPLA2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.5509762956440497	0.3652649393341184	3	0.6562167951056559
LYPLA2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.3829246514117609	0.16283438235278122	8	0.4548817898371142
LYPLA2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.3829246514117609	0.16283438235278122	8	0.4548817898371142
MAT1A	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.001102309062887	0.0008243314410313	9	0.0025215507954925
MAT1A	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.001102309062887	0.0009911963408896	9	0.0025215507954925
MAT1A	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0003513240001525	0.0003513240001525	3	0.001640016400164
MAT1A	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0003513240001525	0.0003513240001525	3	0.001640016400164
MAT1A	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0026147895782592	0.0023122242055285	8	0.0064487725981014
MAT1A	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0026147895782592	0.0023122242055285	8	0.0064487725981014
MAT2A	ER+	all_evaluable_celltypes	DONE		Myeloid	Perivascular	0.6154626185659813	0.02914959774347259	11	0.442825431276195
MAT2A	ER+	shared_celltypes	DONE		Myeloid	Perivascular	0.6154626185659813	0.02914959774347259	11	0.442825431276195
MAT2A	HER2+	all_evaluable_celltypes	DONE		Perivascular	Myeloid	0.8765949920624376	0.23005400543202337	4	0.572978199718706
MAT2A	HER2+	shared_celltypes	DONE		Perivascular	Myeloid	0.8765949920624376	0.23005400543202337	4	0.572978199718706
MAT2A	TNBC	all_evaluable_celltypes	DONE		Myeloid	Perivascular	0.526924387455547	0.031615801011790456	10	0.4022405938874224
MAT2A	TNBC	shared_celltypes	DONE		Myeloid	Perivascular	0.526924387455547	0.031615801011790456	10	0.4022405938874224
MDH1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.6884199302459832	0.12684005106315077	4	0.7093687398856428
MDH1	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.5615798791828325	0.008128048762817364	9	0.4878927121162227
MDH1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.5615847182894943	0.11543376080443629	3	0.6663205451958681
MDH1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.5615847182894943	0.11543376080443629	3	0.6663205451958681
MDH1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.8904780934464716	0.31888250714955335	8	0.6616326989675237
MDH1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.8904780934464716	0.40786583841592594	8	0.6616326989675237
MDH2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.9604470242246868	0.028950353444855192	9	0.7022545750073957
MDH2	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.9604470242246868	0.4475427672361961	9	0.7022545750073957
MDH2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	1.098206164273671	0.5296754350894395	3	0.8115935413992655
MDH2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	1.098206164273671	0.5296754350894395	3	0.8115935413992655
MDH2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.3501190338088591	0.5426193833677694	8	0.8023023284040374
MDH2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	1.3501190338088591	0.7999938230250625	8	0.8023023284040374
MGAM	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0094920236574629	0.007476635877145801	11	0.0064241576611137
MGAM	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0094920236574629	0.007476635877145801	11	0.0064241576611137
MGAM	HER2+	all_evaluable_celltypes	DONE		Myeloid	T_NK_cells	0.0068056013905087	0.005571054031684499	5	0.0115837564661094
MGAM	HER2+	shared_celltypes	DONE		Myeloid	T_NK_cells	0.0068056013905087	0.005571054031684499	5	0.0115837564661094
MGAM	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0036940216633638	0.0016315381673845	10	0.0037991416597797
MGAM	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0036940216633638	0.0016315381673845	10	0.0037991416597797
MGLL	ER+	all_evaluable_celltypes	DONE		Endothelial	Perivascular	0.6173995815629145	0.039595179038201644	11	0.4103715576883022
MGLL	ER+	shared_celltypes	DONE		Endothelial	Perivascular	0.6173995815629145	0.039595179038201644	11	0.4103715576883022
MGLL	HER2+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.4649519384977515	0.015748497031966624	4	0.3863574753255686
MGLL	HER2+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.4649519384977515	0.015748497031966624	4	0.3863574753255686
MGLL	TNBC	all_evaluable_celltypes	DONE		Endothelial	Perivascular	0.7654866254593767	0.28573630563153024	9	0.4500772073068507
MGLL	TNBC	shared_celltypes	DONE		Endothelial	Perivascular	0.7654866254593767	0.28573630563153024	9	0.4500772073068507
MPI	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0998620708807683	0.03621527929164001	4	0.2029593354804098
MPI	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.0636467915891283	0.0022504729539824936	9	0.0976791367070528
MPI	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.0878484158339035	0.0371093013054684	3	0.210937165451668
MPI	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.0878484158339035	0.0371093013054684	3	0.210937165451668
MPI	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Fibroblasts	0.0704922571415175	0.009571932126139694	4	0.110782050126894
MPI	TNBC	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.0609203250153778	0.00046822154369290103	9	0.067582719408621
NAGK	ER+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.5326078604444539	0.22036243339457168	11	0.400226452805215
NAGK	ER+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.5326078604444539	0.22036243339457168	11	0.400226452805215
NAGK	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.5073422396120221	0.23100790777332098	5	0.4968947271163413
NAGK	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.5073422396120221	0.23100790777332098	5	0.4968947271163413
NAGK	TNBC	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.5365867196396249	0.24020621226825428	10	0.4107077948980507
NAGK	TNBC	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.5365867196396249	0.24020621226825428	10	0.4107077948980507
NAMPT	ER+	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	1.1948415506846446	0.2763719179192242	11	0.620316034371471
NAMPT	ER+	shared_celltypes	DONE		Myeloid	Endothelial	1.1948415506846446	0.44204395156779963	11	0.620316034371471
NAMPT	HER2+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	1.5241016289105231	0.7547846698985154	5	0.8012184492526488
NAMPT	HER2+	shared_celltypes	DONE		Myeloid	Endothelial	1.5241016289105231	0.7547846698985154	5	0.8012184492526488
NAMPT	TNBC	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	1.2529122867143008	0.5282104531621017	10	0.6435575090208874
NAMPT	TNBC	shared_celltypes	DONE		Myeloid	Malignant_epithelial	1.2529122867143008	0.6656730285075518	10	0.6435575090208874
NNMT	ER+	all_evaluable_celltypes	DONE		Fibroblasts	Endothelial	1.8086893759768612	0.6383066004557583	9	0.7638979040109461
NNMT	ER+	shared_celltypes	DONE		Fibroblasts	Endothelial	1.8086893759768612	0.6383066004557583	9	0.7638979040109461
NNMT	HER2+	all_evaluable_celltypes	DONE		Fibroblasts	Perivascular	1.6058618099036948	0.5554330323425258	5	0.7302165880047843
NNMT	HER2+	shared_celltypes	DONE		Fibroblasts	Perivascular	1.6058618099036948	0.5554330323425258	5	0.7302165880047843
NNMT	TNBC	all_evaluable_celltypes	DONE		Fibroblasts	Perivascular	1.652455248167758	0.649024621201973	9	0.686016379075685
NNMT	TNBC	shared_celltypes	DONE		Fibroblasts	Perivascular	1.652455248167758	0.649024621201973	9	0.686016379075685
NPL	ER+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.3387750531590808	0.3103891103719779	11	0.262784380461814
NPL	ER+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.3387750531590808	0.3103891103719779	11	0.262784380461814
NPL	HER2+	all_evaluable_celltypes	DONE		Myeloid	Perivascular	0.3319417476421534	0.2995484233685248	5	0.3439132023003431
NPL	HER2+	shared_celltypes	DONE		Myeloid	Perivascular	0.3319417476421534	0.2995484233685248	5	0.3439132023003431
NPL	TNBC	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.3556290654939522	0.3175167911218624	10	0.2784963776179602
NPL	TNBC	shared_celltypes	DONE		Myeloid	B_cells	0.3556290654939522	0.3175167911218624	10	0.2784963776179602
NT5C2	ER+	all_evaluable_celltypes	DONE		Endothelial	Nonmalignant_epithelial	0.1043674272508318	0.016254616317536205	11	0.1090202071380529
NT5C2	ER+	shared_celltypes	DONE		Endothelial	Myeloid	0.1043674272508318	0.0260167739810354	11	0.1090202071380529
NT5C2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.1550785174731486	0.021137185859459007	3	0.3146073501812485
NT5C2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.1550785174731486	0.021137185859459007	3	0.3146073501812485
NT5C2	TNBC	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.1339764737191313	0.0368834502680431	10	0.1299537220779273
NT5C2	TNBC	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.1339764737191313	0.0368834502680431	10	0.1299537220779273
OAT	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.7167533407568021	0.1297367573778193	4	0.6755884223742334
OAT	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.5870165833789828	0.06639249337583242	9	0.5292248131760621
OAT	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.704416485737319	0.10601492680589719	3	0.7122697470331931
OAT	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.704416485737319	0.10601492680589719	3	0.7122697470331931
OAT	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.7733830979612438	0.13947369909925122	4	0.6179053851121021
OAT	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.6339093988619926	0.22652452680688911	8	0.5470135153503084
ODC1	ER+	all_evaluable_celltypes	DONE		B_cells	T_NK_cells	0.3981178492086077	0.0734614629542773	8	0.2048221220911287
ODC1	ER+	shared_celltypes	DONE		B_cells	T_NK_cells	0.3981178492086077	0.0734614629542773	8	0.2048221220911287
ODC1	HER2+	all_evaluable_celltypes	DONE		B_cells	T_NK_cells	0.6959297262217816	0.14832331383728747	5	0.3711232061875523
ODC1	HER2+	shared_celltypes	DONE		B_cells	T_NK_cells	0.6959297262217816	0.14832331383728747	5	0.3711232061875523
ODC1	TNBC	all_evaluable_celltypes	DONE		T_NK_cells	Malignant_epithelial	0.3767619563874425	0.027102973254867768	10	0.2060960861476193
ODC1	TNBC	shared_celltypes	DONE		T_NK_cells	Malignant_epithelial	0.3767619563874425	0.027102973254867768	10	0.2060960861476193
OTC	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0043537436050167	0.004271460396836229	11	0.0036298305941544
OTC	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0043537436050167	0.0043537436050167	11	0.0036298305941544
OTC	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0014578457200934	0.0014578457200934	4	0.0075757575757575
OTC	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0014578457200934	0.0014578457200934	4	0.0075757575757575
OTC	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.003581496658506	0.003581496658506	9	0.0026994053278402
OTC	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.003581496658506	0.003581496658506	9	0.0026994053278402
PAH	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0057986492896613	0.0028166502215125995	9	0.008349836812563
PAH	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0057986492896613	0.0057986492896613	9	0.008349836812563
PAH	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0008472300487267	0.0005420462278713	3	0.0029691851621011
PAH	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0008472300487267	0.0005420462278713	3	0.0029691851621011
PAH	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0019803673820413	0.0014795044642392998	8	0.0037095085857669
PAH	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0019803673820413	0.0014795044642392998	8	0.0037095085857669
PANK1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Perivascular	0.0194975191589741	0.0033440795031424997	4	0.0280297259905371
PANK1	ER+	shared_celltypes	DONE		Perivascular	Malignant_epithelial	0.0161534396558316	0.0022424501499899996	11	0.0157254676610603
PANK1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.0255427964851023	0.007509051888999703	3	0.0704386797612084
PANK1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.0255427964851023	0.007509051888999703	3	0.0704386797612084
PANK1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.0170396065723497	6.913975616760007e-05	8	0.0399660354883996
PANK1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.0170396065723497	6.913975616760007e-05	8	0.0399660354883996
PANK2	ER+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.1496507352794807	0.03192806135237179	11	0.1564911140606841
PANK2	ER+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.1496507352794807	0.03192806135237179	11	0.1564911140606841
PANK2	HER2+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.1786759293148972	0.03376562326232821	4	0.2016422398364776
PANK2	HER2+	shared_celltypes	DONE		Endothelial	Myeloid	0.1786759293148972	0.03376562326232821	4	0.2016422398364776
PANK2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.1711905266838438	0.030038045280535497	8	0.2806465475194851
PANK2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.1711905266838438	0.030038045280535497	8	0.2806465475194851
PANK3	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1851772236974182	0.012072677514326502	9	0.2326157444627568
PANK3	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.1851772236974182	0.0965315278947675	9	0.2326157444627568
PANK3	HER2+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.1597748491030999	0.01724571034512759	4	0.1821502572603828
PANK3	HER2+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.1597748491030999	0.01724571034512759	4	0.1821502572603828
PANK3	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Endothelial	0.1610952808124151	0.06912346428769829	4	0.194777353546275
