gene	subtype	scope	status	reason	top	second	effect	gap	n	detection
CMPK1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.7313176010527993	0.3180037467443173	3	0.73765386014548
CMPK1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.4707506921675429	0.1385194151204947	8	0.5020328501429856
CMPK1	TNBC	shared_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.4707506921675429	0.21029628235476222	8	0.5020328501429856
CMPK2	ER+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.1073857797608023	0.012184632302526102	11	0.0870344045490246
CMPK2	ER+	shared_celltypes	DONE		Myeloid	Endothelial	0.1073857797608023	0.012184632302526102	11	0.0870344045490246
CMPK2	HER2+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.0880652020348071	0.015200791815941597	5	0.1302655974803717
CMPK2	HER2+	shared_celltypes	DONE		Myeloid	Endothelial	0.0880652020348071	0.015200791815941597	5	0.1302655974803717
CMPK2	TNBC	all_evaluable_celltypes	DONE		Endothelial	Fibroblasts	0.1401776911412612	0.010111821999337384	9	0.1210360927713403
CMPK2	TNBC	shared_celltypes	DONE		Endothelial	Fibroblasts	0.1401776911412612	0.010111821999337384	9	0.1210360927713403
CPT1A	ER+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.1224885949683811	0.025303076850354503	11	0.1300328428500816
CPT1A	ER+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.1224885949683811	0.025303076850354503	11	0.1300328428500816
CPT1A	HER2+	all_evaluable_celltypes	DONE		Endothelial	Fibroblasts	0.1716158793736804	0.07717612479365049	4	0.1952640278612062
CPT1A	HER2+	shared_celltypes	DONE		Endothelial	Fibroblasts	0.1716158793736804	0.07717612479365049	4	0.1952640278612062
CPT1A	TNBC	all_evaluable_celltypes	DONE		Endothelial	Perivascular	0.1458042861679213	0.05475982190834089	9	0.1390747234609636
CPT1A	TNBC	shared_celltypes	DONE		Endothelial	Perivascular	0.1458042861679213	0.05475982190834089	9	0.1390747234609636
CPT1B	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0123613312432459	0.0033556281391813013	9	0.0166082740937183
CPT1B	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.0123613312432459	0.0038251190274157	9	0.0166082740937183
CPT1B	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.0089222099033313	0.005419235237101101	3	0.0261347299908033
CPT1B	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0089222099033313	0.005419235237101101	3	0.0261347299908033
CPT1B	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Myeloid	0.0087230558327807	0.004934014052331001	4	0.0150884691624994
CPT1B	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0037890417804497	0.00010983785597409998	10	0.0029766999923986
CPT2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.052621821537879	0.007661022307286394	9	0.0853009789967397
CPT2	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.052621821537879	0.018094687043443095	9	0.0853009789967397
CPT2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.0767495069537502	0.022088143898870198	3	0.2000727125972866
CPT2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0767495069537502	0.022088143898870198	3	0.2000727125972866
CPT2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0628677703138821	0.011637668903810301	8	0.1230981477658669
CPT2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0628677703138821	0.0174200798911001	8	0.1230981477658669
CRAT	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2263289358469642	0.1242790674047827	9	0.2611845560827783
CRAT	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2263289358469642	0.1242790674047827	9	0.2611845560827783
CRAT	HER2+	all_evaluable_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.1626803173730168	0.012321384390950207	5	0.2355343124563963
CRAT	HER2+	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.1626803173730168	0.012321384390950207	5	0.2355343124563963
CRAT	TNBC	all_evaluable_celltypes	DONE		Fibroblasts	Perivascular	0.1074641757864744	0.017901479789296695	9	0.1178365453086522
CRAT	TNBC	shared_celltypes	DONE		Fibroblasts	Perivascular	0.1074641757864744	0.017901479789296695	9	0.1178365453086522
CROT	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1729916284517206	0.07207746778203641	9	0.1927649175227116
CROT	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1729916284517206	0.11421860128617581	9	0.1927649175227116
CROT	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.0777318643945308	0.0128742454062101	3	0.1724120373589127
CROT	HER2+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.0777318643945308	0.0128742454062101	3	0.1724120373589127
CROT	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0657326804738742	0.012894722389469704	8	0.1158059658266986
CROT	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.0657326804738742	0.013864094284122108	8	0.1158059658266986
CS	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1582318241447264	0.003956833054865494	9	0.2195965906253479
CS	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.1582318241447264	0.02464299662465319	9	0.2195965906253479
CS	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.217904362046911	0.03787794362063909	3	0.4375936601493269
CS	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.217904362046911	0.03787794362063909	3	0.4375936601493269
CS	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2119783864892538	0.0855582506651685	8	0.3095644836347996
CS	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.2119783864892538	0.0873430100555824	8	0.3095644836347996
CTNS	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Myeloid	0.0556911360365773	0.005691840750626398	4	0.0986387798749454
CTNS	ER+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.0499992952859509	0.012899692257364002	11	0.0517463502547249
CTNS	HER2+	all_evaluable_celltypes	DONE		Myeloid	Perivascular	0.0826316482000875	0.013300689312459507	5	0.1546852630491481
CTNS	HER2+	shared_celltypes	DONE		Myeloid	Perivascular	0.0826316482000875	0.013300689312459507	5	0.1546852630491481
CTNS	TNBC	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.0673421136346894	0.01374463029228419	10	0.0783747777985333
CTNS	TNBC	shared_celltypes	DONE		Myeloid	Fibroblasts	0.0673421136346894	0.03884193920103199	10	0.0783747777985333
CYP4F2	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0009320152485022	0.0004937724313423999	9	0.0010875371678758
CYP4F2	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0009320152485022	0.0004937724313423999	9	0.0010875371678758
CYP4F2	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0	0.0	5	0.0
CYP4F2	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0	0.0	5	0.0
CYP4F2	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0003823866051821	0.00034533972541141535	9	0.000903342366757
CYP4F2	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0003823866051821	0.00034533972541141535	9	0.000903342366757
DPYD	ER+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.2213094886277124	0.08610974750216771	11	0.2060383075062052
DPYD	ER+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.2213094886277124	0.08610974750216771	11	0.2060383075062052
DPYD	HER2+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.306231392045824	0.11394363491014681	5	0.3800509893109072
DPYD	HER2+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.306231392045824	0.11394363491014681	5	0.3800509893109072
DPYD	TNBC	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.2387738263314936	0.1202580874918089	10	0.230083473376631
DPYD	TNBC	shared_celltypes	DONE		Myeloid	Fibroblasts	0.2387738263314936	0.1202580874918089	10	0.230083473376631
DPYS	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0053788735235133	0.0024314809998524	9	0.0038175928547022
DPYS	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0053788735235133	0.0024314809998524	9	0.0038175928547022
DPYS	HER2+	all_evaluable_celltypes	DONE		Fibroblasts	Myeloid	0.008129859959942	0.006062639491062	5	0.0101543460142157
DPYS	HER2+	shared_celltypes	DONE		Fibroblasts	Myeloid	0.008129859959942	0.006062639491062	5	0.0101543460142157
DPYS	TNBC	all_evaluable_celltypes	DONE		Fibroblasts	Myeloid	0.0225856038425114	0.0197555836809583	9	0.0222649418997777
DPYS	TNBC	shared_celltypes	DONE		Fibroblasts	Myeloid	0.0225856038425114	0.0197555836809583	9	0.0222649418997777
ENPP2	ER+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.4431380893585474	0.33195564405010636	11	0.2845849130803947
ENPP2	ER+	shared_celltypes	DONE		Endothelial	Myeloid	0.4431380893585474	0.33195564405010636	11	0.2845849130803947
ENPP2	HER2+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.380294856811177	0.2559899686619492	4	0.2602142237388383
ENPP2	HER2+	shared_celltypes	DONE		Endothelial	Myeloid	0.380294856811177	0.2559899686619492	4	0.2602142237388383
ENPP2	TNBC	all_evaluable_celltypes	DONE		Endothelial	Fibroblasts	0.4907280106336805	0.3516196536766047	9	0.3096903052746136
ENPP2	TNBC	shared_celltypes	DONE		Endothelial	Fibroblasts	0.4907280106336805	0.3516196536766047	9	0.3096903052746136
ETNK1	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.3098503947696755	0.06330519981599733	9	0.3565720437783698
ETNK1	ER+	shared_celltypes	DONE		Malignant_epithelial	B_cells	0.3098503947696755	0.07026063577961442	9	0.3565720437783698
ETNK1	HER2+	all_evaluable_celltypes	DONE		B_cells	Endothelial	0.3416539444164749	0.05054839372973391	5	0.2162132448101023
ETNK1	HER2+	shared_celltypes	DONE		B_cells	Endothelial	0.3416539444164749	0.05054839372973391	5	0.2162132448101023
ETNK1	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2568047489610087	0.028855690105896892	4	0.2926104879037707
ETNK1	TNBC	shared_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.2279490588551118	0.0343452810378162	8	0.323825033731892
ETNK2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.15861364555794	0.0643168499589404	9	0.2112153925987527
ETNK2	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.15861364555794	0.1230376852392624	9	0.2112153925987527
ETNK2	HER2+	all_evaluable_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.0451744708829884	0.0291393203268486	5	0.0514182423285807
ETNK2	HER2+	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.0451744708829884	0.0291393203268486	5	0.0514182423285807
ETNK2	TNBC	all_evaluable_celltypes	DONE		Fibroblasts	Nonmalignant_epithelial	0.0305530442107668	0.005238527141187003	9	0.0301471574117199
ETNK2	TNBC	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.0305530442107668	0.007651563234498303	9	0.0301471574117199
FDFT1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.6806600536254145	0.1488416861315175	4	0.6717115641736201
FDFT1	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.531818367493897	0.2523306787543973	9	0.5056176662862921
FDFT1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.4872406530524926	0.0915934063704914	3	0.6018724960644568
FDFT1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.4872406530524926	0.0915934063704914	3	0.6018724960644568
FDFT1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.5360443987151639	0.042924653339200036	8	0.5006184445234679
FDFT1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.5360443987151639	0.21728229650315106	8	0.5006184445234679
FH	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2499404623890789	0.021709184446496416	4	0.4068349353351423
FH	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.2282312779425825	0.0992856266741671	9	0.288716479287421
FH	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.3478526247248483	0.181780656118356	3	0.5321156842732986
FH	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.3478526247248483	0.181780656118356	3	0.5321156842732986
FH	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.3507396700911442	0.1670769284091164	8	0.418132602479213
FH	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.3507396700911442	0.2137286455509701	8	0.418132602479213
FOLH1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Endothelial	0.0513976914459846	0.019412241171462397	4	0.0961606160189361
FOLH1	ER+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.0319854502745222	0.027320917225154402	11	0.0291194482109254
FOLH1	HER2+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.0702485155904698	0.05072927480673679	4	0.0660742900504195
FOLH1	HER2+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.0702485155904698	0.05072927480673679	4	0.0660742900504195
FOLH1	TNBC	all_evaluable_celltypes	DONE		Endothelial	Nonmalignant_epithelial	0.0806254381316122	0.0269403153230049	9	0.0687603644111625
FOLH1	TNBC	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.0806254381316122	0.0654220814075813	9	0.0687603644111625
GAMT	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.514266976449828	0.17313692367372951	9	0.4934320673634783
GAMT	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.514266976449828	0.3121071562476375	9	0.4934320673634783
GAMT	HER2+	all_evaluable_celltypes	DONE		Perivascular	Malignant_epithelial	0.2131581545665573	0.0362308699059444	4	0.2352283001808318
GAMT	HER2+	shared_celltypes	DONE		Perivascular	Malignant_epithelial	0.2131581545665573	0.0362308699059444	4	0.2352283001808318
GAMT	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Perivascular	0.2325844153341352	0.04351472124328101	4	0.2611854454806205
GAMT	TNBC	shared_celltypes	DONE		Perivascular	Malignant_epithelial	0.1890696940908542	0.0966717422950409	9	0.1589576144708132
GCLC	ER+	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.0763914504606125	0.00538446240639831	11	0.0882062316516808
GCLC	ER+	shared_celltypes	DONE		Myeloid	B_cells	0.0763914504606125	0.00538446240639831	11	0.0882062316516808
GCLC	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.0760023587668682	0.012144125729893707	5	0.1490709594567323
GCLC	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.0760023587668682	0.012144125729893707	5	0.1490709594567323
GCLC	TNBC	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.0572033388733096	0.0109717691870952	10	0.0657186814531967
GCLC	TNBC	shared_celltypes	DONE		Myeloid	Endothelial	0.0572033388733096	0.011884751101104499	10	0.0657186814531967
GDA	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0012940653569681	0.001077574247283	8	0.0011904761904761
GDA	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0012940653569681	0.001077574247283	8	0.0011904761904761
GDA	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0007378619426513	0.0004282956255666	3	0.001921719897471
GDA	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0007378619426513	0.0004282956255666	3	0.001921719897471
GDA	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0002699492858777	0.00017916363546345094	9	0.0005941770647653
GDA	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0002699492858777	0.0002564498970991361	9	0.0005941770647653
GDPD5	ER+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.054042035381591	0.007900972987192598	11	0.0556296003885362
GDPD5	ER+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.054042035381591	0.007900972987192598	11	0.0556296003885362
GDPD5	HER2+	all_evaluable_celltypes	DONE		Endothelial	T_NK_cells	0.0921768614289129	0.0639155559362851	4	0.0978455951519824
GDPD5	HER2+	shared_celltypes	DONE		Endothelial	T_NK_cells	0.0921768614289129	0.0639155559362851	4	0.0978455951519824
GDPD5	TNBC	all_evaluable_celltypes	DONE		Endothelial	B_cells	0.0536623616715067	0.016934660399653606	9	0.0615095753020997
GDPD5	TNBC	shared_celltypes	DONE		Endothelial	B_cells	0.0536623616715067	0.016934660399653606	9	0.0615095753020997
GLS	ER+	all_evaluable_celltypes	DONE		Endothelial	Fibroblasts	0.2979884080084939	0.023133840769420322	11	0.2473328148841654
GLS	ER+	shared_celltypes	DONE		Endothelial	Fibroblasts	0.2979884080084939	0.023133840769420322	11	0.2473328148841654
GLS	HER2+	all_evaluable_celltypes	DONE		Endothelial	T_NK_cells	0.4329713986595603	0.007535110885629914	4	0.3606559072479662
GLS	HER2+	shared_celltypes	DONE		Endothelial	T_NK_cells	0.4329713986595603	0.007535110885629914	4	0.3606559072479662
GLS	TNBC	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.225249194825304	0.0075663722210962125	9	0.2026536768753383
GLS	TNBC	shared_celltypes	DONE		Endothelial	Myeloid	0.225249194825304	0.0075663722210962125	9	0.2026536768753383
GLS2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0089329861295277	0.0012169245790784999	9	0.0133038281761726
GLS2	ER+	shared_celltypes	DONE		Malignant_epithelial	B_cells	0.0089329861295277	0.0025082631131213996	9	0.0133038281761726
GLS2	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0033310519894376	0.0004893800272778	5	0.0033294352706117
GLS2	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0033310519894376	0.0004893800272778	5	0.0033294352706117
GLS2	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0101563532755963	0.006453740631548999	4	0.0121547956931116
GLS2	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0037026126440473	0.0007877767027182998	8	0.008143891108313
GLUL	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	1.9152181426198995	0.3129530652443153	9	0.8958070377398294
GLUL	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	1.9152181426198995	0.3129530652443153	9	0.8958070377398294
GLUL	HER2+	all_evaluable_celltypes	DONE		Myeloid	Perivascular	1.626959933305174	0.9394325890932373	5	0.7244369237077856
GLUL	HER2+	shared_celltypes	DONE		Myeloid	Perivascular	1.626959933305174	0.9394325890932373	5	0.7244369237077856
GLUL	TNBC	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	1.812887113600565	0.9763619271101779	10	0.7565614793455944
GLUL	TNBC	shared_celltypes	DONE		Myeloid	Malignant_epithelial	1.812887113600565	0.9763619271101779	10	0.7565614793455944
GNPNAT1	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.179166967858389	0.03243046643156311	9	0.2334975391531019
GNPNAT1	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.179166967858389	0.09652134474529181	9	0.2334975391531019
GNPNAT1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2483675584167241	0.1507667926324171	3	0.4458375654303763
GNPNAT1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2483675584167241	0.1507667926324171	3	0.4458375654303763
GNPNAT1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1903618056204729	0.060371864534255804	8	0.28088573362853
GNPNAT1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1903618056204729	0.0798793014928116	8	0.28088573362853
GOT1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	B_cells	0.1953125826244309	0.044247888103195104	4	0.3324652325646615
GOT1	ER+	shared_celltypes	DONE		B_cells	Malignant_epithelial	0.1510646945212358	0.008531822889484009	8	0.0806081720413018
GOT1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	B_cells	0.2424849416377783	0.054280133622911814	3	0.4211886619891177
GOT1	HER2+	shared_celltypes	DONE		Malignant_epithelial	B_cells	0.2424849416377783	0.054280133622911814	3	0.4211886619891177
GOT1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2076388753539904	0.10547232957153219	8	0.2944629860723893
GOT1	TNBC	shared_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.2076388753539904	0.1257320823180673	8	0.2944629860723893
GOT2	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1872388063981729	0.029790818408137604	4	0.3062093542215413
GOT2	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.1574479879900353	0.04773247833045578	9	0.2041511640526485
GOT2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2194357203469673	0.10023640891481539	3	0.4082181113244404
GOT2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2194357203469673	0.10023640891481539	3	0.4082181113244404
GOT2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1838786849983758	0.0077666999561151195	8	0.275073647147561
GOT2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.1838786849983758	0.05831510348361882	8	0.275073647147561
GPCPD1	ER+	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.2477849570084614	0.05820747257429221	11	0.2136051309583509
GPCPD1	ER+	shared_celltypes	DONE		Myeloid	T_NK_cells	0.2477849570084614	0.06529672906444409	11	0.2136051309583509
GPCPD1	HER2+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.4536044246349629	0.15861861337701283	5	0.4554020085730071
GPCPD1	HER2+	shared_celltypes	DONE		Myeloid	Endothelial	0.4536044246349629	0.15861861337701283	5	0.4554020085730071
GPCPD1	TNBC	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.2837982152692359	0.11397130062352928	10	0.2423835303893551
GPCPD1	TNBC	shared_celltypes	DONE		Myeloid	B_cells	0.2837982152692359	0.11397130062352928	10	0.2423835303893551
GPI	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.3638157588891232	0.08626783399675791	9	0.388671120282982
GPI	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.3638157588891232	0.08626783399675791	9	0.388671120282982
GPI	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.6896564824320044	0.2457928765924624	3	0.695222217998356
GPI	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.6896564824320044	0.2457928765924624	3	0.695222217998356
GPI	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.5823135976541374	0.1572027792350349	8	0.538835877811355
GPI	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.5823135976541374	0.1572027792350349	8	0.538835877811355
GSR	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.072836635797165	0.030293048500830595	9	0.0937653306653831
GSR	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.072836635797165	0.030293048500830595	9	0.0937653306653831
GSR	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1841788912444589	0.12314138134840921	3	0.3648138075646102
GSR	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1841788912444589	0.12314138134840921	3	0.3648138075646102
GSR	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.1082170026896607	0.0560003318088435	8	0.154320485923819
GSR	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.1082170026896607	0.0560003318088435	8	0.154320485923819
GSS	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.197337996602487	0.006218056648299081	4	0.3301218850979352
GSS	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.1911199399541879	0.0927516948881165	9	0.2447965308523284
GSS	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.2812566614608364	0.15232716995586468	3	0.4469754878127731
GSS	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.2812566614608364	0.15232716995586468	3	0.4469754878127731
GSS	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2117418315473636	0.015495361337706903	8	0.306311330818806
GSS	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.2117418315473636	0.0878988760533649	8	0.306311330818806
HAL	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0031538023962594	0.0016672159497906002	9	0.0027932948868647
HAL	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0031538023962594	0.0016672159497906002	9	0.0027932948868647
HAL	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.0041971492495438	0.0001537625316784001	5	0.0041026526375363
HAL	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.0041971492495438	0.0001537625316784001	5	0.0041026526375363
HAL	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0030063719640472	0.00048244343421259984	10	0.0029498135414005
HAL	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0030063719640472	0.00048244343421259984	10	0.0029498135414005
HPD	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0025580066710643	0.0006101266176906999	11	0.001505715041574
HPD	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0025580066710643	0.0014667236068575998	11	0.001505715041574
HPD	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.5145469214950495	0.49442790370668793	3	0.2464124641246412
HPD	HER2+	shared_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.5145469214950495	0.49442790370668793	3	0.2464124641246412
HPD	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0070696550884733	0.0052161442746096	8	0.0137422416398187
HPD	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0070696550884733	0.0065000415353818	8	0.0137422416398187
