cancer	cohort	feature_name	metabolite_key	gene	relation_id	relation_type	original_effect	original_q	compartment	reaction_roles	source_urls	rhea_ids	has_human_experimental_annotation	identity_note	cosubstrate_context	mapping_version	status
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	MGLL	737e3a9ae152f232	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Cytoplasm, cytosol; Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q99685/entry	RHEA:38491	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	MOGAT2	755eaf5f6543be5e	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane; Cytoplasm, perinuclear region	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q3SYC2/entry	RHEA:39951;RHEA:77271;RHEA:77275;RHEA:77279;RHEA:77283;RHEA:77287;RHEA:77291;RHEA:77539;RHEA:77543;RHEA:77547	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	MOGAT3	a733c79073beacbe	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane; Cytoplasm, perinuclear region	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q86VF5/entry	RHEA:37911;RHEA:38071	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	PNPLA2	b4b9c0be4d82d8f5	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Lipid droplet; Cell membrane; Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q96AD5/entry	RHEA:75031	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	PNPLA6	2f38cfa616343aa5	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8IY17/entry	RHEA:38491	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-palmitoylglycerol (16:0)	HMDB:HMDB11533	ABHD12	3a21ef7f5e98a9d1	DIRECT_REACTION	-1.16446341254789	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	RHEA:39963	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-palmitoylglycerol (16:0)	HMDB:HMDB11533	ABHD16A	d9433a9629b44f38	DIRECT_REACTION	-1.16446341254789	0.038488432104132	Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O95870/entry	RHEA:39963	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-palmitoylglycerol (16:0)	HMDB:HMDB11533	ABHD6	7c6464d839b541c3	DIRECT_REACTION	-1.16446341254789	0.038488432104132	Late endosome membrane; Lysosome membrane; Mitochondrion membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9BV23/entry	RHEA:39963	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-palmitoylglycerol (16:0)	HMDB:HMDB11533	MGLL	d47762fd25c589b8	DIRECT_REACTION	-1.16446341254789	0.038488432104132	Cytoplasm, cytosol; Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q99685/entry	RHEA:39963	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-palmitoylglycerol (16:0)	HMDB:HMDB11533	PNPLA6	5d1b54b441d9298e	DIRECT_REACTION	-1.16446341254789	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8IY17/entry	RHEA:39963	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-stearoylglycerol (2-monostearin)	NAME:2-stearoylglycerol (2-monostearin)	DAGLA	fc5dc13daa680846	DIRECT_REACTION	-1.05559683069442	0.0393227498525208	Cell membrane; Postsynaptic density membrane; Early endosome membrane; Cell projection, dendritic spine membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9Y4D2/entry	RHEA:38519	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-stearoylglycerol (2-monostearin)	NAME:2-stearoylglycerol (2-monostearin)	DAGLB	ba91bf4e7128b91e	DIRECT_REACTION	-1.05559683069442	0.0393227498525208	Cell membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q8NCG7/entry	RHEA:38519	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	4-hydroxybutyrate (GHB)	KEGG:C00989	ADHFE1	9ec6e3b50fcbd57b	DIRECT_REACTION	-0.904158817335611	0.0696770012219702	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8IWW8/entry	RHEA:24734	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	4-hydroxybutyrate (GHB)	KEGG:C00989	AKR7A2	357d610144c2402d	DIRECT_REACTION	-0.904158817335611	0.0696770012219702	Mitochondrion; Golgi apparatus; Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O43488/entry	RHEA:26381	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	AHCY	42ea49090aac8083	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm; Melanosome; Nucleus; Endoplasmic reticulum	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P23526/entry	RHEA:21708	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	ASMT	e5c7a9eed564585c	DIRECT_REACTION	-0.373229048972083	0.458392588054548	NOT_SPECIFIED	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P46597/entry	RHEA:15573	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	CARNMT1	06562dc7b3ac48d7	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm, cytosol; Nucleus	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q8N4J0/entry	RHEA:14205	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	COMT	7359f8e6e2c9e3ae	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm; Cell membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P21964/entry	RHEA:17877;RHEA:53088;RHEA:53092;RHEA:53096;RHEA:53100;RHEA:53104;RHEA:53108	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	COQ3	e60871ee6ef377a7	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Mitochondrion inner membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9NZJ6/entry	RHEA:44412;RHEA:44492	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	GNMT	ae43177141eb6ce7	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q14749/entry	RHEA:19937	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	HEMK2	e1e09edc11d0a320	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Nucleus	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9Y5N5/entry	RHEA:11684	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	HNMT	0c3391aa73891fd6	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P50135/entry	RHEA:19301	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	INMT	8b88a9f7d0ba7353	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/O95050/entry	RHEA:19613;RHEA:23136;RHEA:53924;RHEA:53928	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	NNMT	c639e8979d28e210	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P40261/entry	RHEA:23884	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	PEMT	40fec9bc4fca898d	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Endoplasmic reticulum; Endoplasmic reticulum membrane; Mitochondrion membrane; Endoplasmic reticulum membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9UBM1/entry	RHEA:32735	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	PNMT	bafa7cfef084f1eb	DIRECT_REACTION	-0.373229048972083	0.458392588054548	NOT_SPECIFIED	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P11086/entry	RHEA:12176;RHEA:25269;RHEA:70519	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	SLC25A26	d3897972e8cbdb64	DIRECT_TRANSPORT	-0.373229048972083	0.458392588054548	Mitochondrion inner membrane	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q70HW3/entry	RHEA:75479	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	TMT1A	81d794ddabc9ec71	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Lipid droplet; Endoplasmic reticulum; Membrane; Microsome; Cytoplasm, cytosol	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9H8H3/entry	RHEA:18277	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	TMT1B	75fa2387123e12cc	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Endoplasmic reticulum membrane; Lipid droplet; Microsome; Cytoplasm, cytosol	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q6UX53/entry	RHEA:18277	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	S-adenosylhomocysteine (SAH)	KEGG:C00021	TPMT	fe71867a57c0d97f	DIRECT_REACTION	-0.373229048972083	0.458392588054548	Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P51580/entry	RHEA:12609;RHEA:56580	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	AADAT	f72a2f6ff7d3130e	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	RHEA:12601;RHEA:14089;RHEA:65560	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	AASS	3b65c5b363143034	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9UDR5/entry	RHEA:19373	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	ABAT	3d4d43494780d265	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion matrix	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P80404/entry	RHEA:23352	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	ADHFE1	1371633759b6d3c7	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8IWW8/entry	RHEA:23048;RHEA:24734	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	BBOX1	b0a4ee2ebcadcbdf	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O75936/entry	RHEA:24028	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	BCAT2	f8edf148eb5bf92a	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O15382/entry	RHEA:18321;RHEA:24801;RHEA:24813	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	CISD1	d47b19ddb32a7de1	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion outer membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9NZ45/entry	RHEA:17441	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	D2HGDH	70eda58273058959	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q8N465/entry	RHEA:38295	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	DDO	6aa229fb3605a4aa	DIRECT_REACTION	0.575483713252453	0.378371843032888	Peroxisome matrix; Cytoplasm, cytosol; Peroxisome matrix; Peroxisome matrix	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q99489/entry	RHEA:10028	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GLUD1	091b1e1447ba3a92	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion; Endoplasmic reticulum	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P00367/entry	RHEA:11612;RHEA:15133	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GLUD2	a0a5a2d4411b47c6	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion matrix	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P49448/entry	RHEA:11612	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GOT1	c82d18e45b4c8c49	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P17174/entry	RHEA:21824;RHEA:70223	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GOT1L1	9589226f22a2db84	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8NHS2/entry	RHEA:21824	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GOT2	e4e7497b87a1a8d7	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion matrix; Cell membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P00505/entry	RHEA:21824	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GPT	b9df3a1ca6d3934f	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P24298/entry	RHEA:19453	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	GPT2	cd6d339003f57a0a	DIRECT_REACTION	0.575483713252453	0.378371843032888	NOT_SPECIFIED	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8TD30/entry	RHEA:19453	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	IDH1	803e1de2119cc4f5	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm, cytosol; Peroxisome	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/O75874/entry	RHEA:19629	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	IDH2	98e2b2ca44d05531	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P48735/entry	RHEA:19629	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	IDH3A	448b258499ec8aa1	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P50213/entry	RHEA:23632	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	KYAT1	eebe6d926bb065ac	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm, cytosol	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q16773/entry	RHEA:65560	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	L2HGDH	8160d22a1c43e7bc	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9H9P8/entry	RHEA:21252	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	MDH1	2bbcb44d8301cb01	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm, cytosol	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P40925/entry	RHEA:57172	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	NIT2	9ccf3b6722bfc9a1	DIRECT_REACTION	0.575483713252453	0.378371843032888	Cytoplasm	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9NQR4/entry	RHEA:32963	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	OAT	e702ffb32031b93c	DIRECT_REACTION	0.575483713252453	0.378371843032888	Mitochondrion matrix	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P04181/entry	RHEA:25160	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	PHGDH	9327af5cd1f32892	DIRECT_REACTION	0.575483713252453	0.378371843032888	NOT_SPECIFIED	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/O43175/entry	RHEA:49612	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	PHYH	b92a6c1d5b3db947	DIRECT_REACTION	0.575483713252453	0.378371843032888	Peroxisome	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O14832/entry	RHEA:16065;RHEA:44000;RHEA:54596;RHEA:54600;RHEA:54604;RHEA:54612;RHEA:54616;RHEA:54620;RHEA:54624;RHEA:54628;RHEA:54632;RHEA:55172;RHEA:55176;RHEA:55180;RHEA:55184;RHEA:55192	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	PSAT1	3bfea331adfcc725	DIRECT_REACTION	0.575483713252453	0.378371843032888	NOT_SPECIFIED	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9Y617/entry	RHEA:14329	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	alpha-ketoglutarate	KEGG:C00026	SLC13A2	b7c8692ec630427b	DIRECT_TRANSPORT	0.575483713252453	0.378371843032888	Apical cell membrane	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q13183/entry	RHEA:71939	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	True	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
