cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	same_cohort_postselection	stable_gene_id	expression_scale	model_formula	ci_method	ci_estimand	p_method	seed	bootstrap_valid	n_pairs_total	n_up	n_down	n_equal	up_fraction	mean_delta	median_delta	t_statistic	degrees_freedom	bootstrap_mean_lower	bootstrap_mean_upper	family_n_planned	evidence_label
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	SLC6A6	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.22576247708083277	-0.38167983151185864	-0.06984512264980691	0.005788344419978987	0.032146348004449606	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:11052	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	536727207	4000	36	10	26	0	0.2777777777777778	-0.22576247708083277	-0.26385393177567495	-2.939520082903829	35	-0.3753630630901228	-0.08297022607313825	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ABHD6	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.10104915412989768	-0.19282892721228104	-0.009269381047514319	0.03173274798778731	0.1089072485238525	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:21398	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2737270109	4000	43	16	27	0	0.37209302325581395	-0.10104915412989768	-0.07866335910792976	-2.2218996801563193	42	-0.18896749991930564	-0.011871727038797873	101.0	NOMINAL_EXPLORATORY
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	ABHD6	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.10979154887714418	-0.2148451153081397	-0.004737982446148661	0.04101977674620182	0.1377818295118814	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:21398	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2855600283	4000	36	13	23	0	0.3611111111111111	-0.10979154887714418	-0.07635406661453015	-2.1216670828284534	35	-0.21207425193415444	-0.012554860658573476	101.0	NOMINAL_EXPLORATORY
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL1	author_case	43	43	mean_paired_RNA_difference_author_scale	0.016733413000513873	-0.21539011536929623	0.24885694137032396	0.8850276477497366	0.9716064393774282	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:3569	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	857627162	4000	43	20	23	0	0.46511627906976744	0.016733413000513873	-0.0859383779693399	0.14548027398792268	42	-0.199792477051813	0.23992712215214554	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	ACSL1	author_case	36	36	mean_paired_RNA_difference_author_scale	0.022033358046188025	-0.24285360762990857	0.2869203237222846	0.8668751004482931	0.9216251067923958	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:3569	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3896876222	4000	36	17	19	0	0.4722222222222222	0.022033358046188025	-0.08716557198034991	0.16886483916404058	35	-0.2213383703547075	0.2786818595592036	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL3	author_case	43	43	mean_paired_RNA_difference_author_scale	0.22937818882963884	0.0070619054240560475	0.45169447223522163	0.043455152181893664	0.12539915343917887	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:3570	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	187109160	4000	43	29	14	0	0.6744186046511628	0.22937818882963884	0.15617901518020005	2.082186322562788	42	0.012466311888629825	0.4437172224858538	101.0	NOMINAL_EXPLORATORY
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	ACSL3	author_case	36	36	mean_paired_RNA_difference_author_scale	0.16518816448359447	-0.07861108546898249	0.4089874144361714	0.17771162942873384	0.35897749144604235	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:3570	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3668465362	4000	36	23	13	0	0.6388888888888888	0.16518816448359447	0.16631752631546526	1.3755161364790824	35	-0.06976066991373496	0.39210334541113845	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ACSL5	author_case	43	43	mean_paired_RNA_difference_author_scale	0.32081013329287233	-0.0010719050427243082	0.642692171628469	0.05073338708270537	0.14233533598203452	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:16526	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2346825033	4000	43	27	16	0	0.627906976744186	0.32081013329287233	0.3041393779383599	2.011361247707241	42	0.03332541288878394	0.63893842714829	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	ACSL5	author_case	36	36	mean_paired_RNA_difference_author_scale	0.34243725084300386	-0.016502970330477873	0.7013774720164856	0.06087946557280987	0.16618448710415668	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:16526	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3538450152	4000	36	24	12	0	0.6666666666666666	0.34243725084300386	0.33078432157625004	1.9367697930086225	35	0.01375954431403372	0.6813520923704015	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	LYPLA1	author_case	43	43	mean_paired_RNA_difference_author_scale	0.44986044516204854	0.26142189581422115	0.6382989945098759	1.9194008316607436e-05	0.00048464870999433775	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:6737	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1990895018	4000	43	33	10	0	0.7674418604651163	0.44986044516204854	0.41028063158561956	4.817778176338963	42	0.27303048894314286	0.6291913421179486	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	LYPLA1	author_case	36	36	mean_paired_RNA_difference_author_scale	0.47908359951469176	0.2746469684831835	0.6835202305462	3.3309567950485255e-05	0.0008445970027610837	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:6737	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1309144679	4000	36	29	7	0	0.8055555555555556	0.47908359951469176	0.4139612676384745	4.757422428466792	35	0.28941087916331987	0.6736219532905349	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	MGLL	author_case	43	43	mean_paired_RNA_difference_author_scale	0.0016576310624360478	-0.1469016084842678	0.1502168706091399	0.982141515649398	0.991962930805892	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:17038	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2390290694	4000	43	21	22	0	0.4883720930232558	0.0016576310624360478	-0.005448455325259616	0.022517851584640865	42	-0.1430091083864534	0.14500725674693218	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	MGLL	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.018409816783144153	-0.1917287214172683	0.15490908785097998	0.8305226990276837	0.8923701340616601	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:17038	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3143831826	4000	36	17	19	0	0.4722222222222222	-0.018409816783144153	-0.034642043933585054	-0.21563669057333026	35	-0.18642692471917793	0.14803021869914343	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	PLA2G6	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.036757454694970645	-0.11558717582090901	0.04207226643096772	0.3520809098819129	0.5417490486080606	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:9039	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	981019961	4000	43	20	23	0	0.46511627906976744	-0.036757454694970645	-0.022356524493040375	-0.94100988170746	42	-0.1120277641930081	0.037747267690886044	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	PLA2G6	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.030996682006384352	-0.11489183342266521	0.05289846940989651	0.45822974357183033	0.6339890972706146	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:9039	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1509029915	4000	36	18	18	0	0.5	-0.030996682006384352	-0.01112701637187996	-0.7500625343457447	35	-0.11025352096020198	0.04503314213426766	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	GCAT	author_case	43	43	mean_paired_RNA_difference_author_scale	0.13613640684674086	-0.01602538414908214	0.28829819784256383	0.07816108842393894	0.19777566172936664	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:4188	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	560556477	4000	43	30	13	0	0.6976744186046512	0.13613640684674086	0.2057092491119903	1.8055412542649938	42	-0.016592454642094318	0.2818947271136236	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	GCAT	author_case	36	36	mean_paired_RNA_difference_author_scale	0.13887172551044438	-0.04220750205714105	0.3199509530780298	0.1284884928822776	0.2821160387197834	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:4188	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	271248864	4000	36	25	11	0	0.6944444444444444	0.13887172551044438	0.2068776008335953	1.5569129311827545	35	-0.03474848386147912	0.309666142710217	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	PEPD	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.05934575346352546	-0.1575831674065586	0.03889166047950767	0.229596209370704	0.4294299471563167	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:8840	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2186196109	4000	43	21	22	0	0.4883720930232558	-0.05934575346352546	-0.0012464125009099547	-1.2191340758883928	42	-0.15539519536227137	0.036390950138638335	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	PEPD	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.049216721821808945	-0.15008639768848042	0.051652954044862545	0.32871006601446917	0.5192826710608951	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:8840	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	407879241	4000	36	18	18	0	0.5	-0.049216721821808945	0.025874283504395024	-0.9905381009156107	35	-0.14646595428380715	0.04726877285647723	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	SHMT2	author_case	43	43	mean_paired_RNA_difference_author_scale	0.19117213592083832	0.09539396086249635	0.2869503109791803	0.0002308806725262541	0.0025909942139057405	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:10852	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1700487289	4000	43	34	9	0	0.7906976744186046	0.19117213592083832	0.14864825269151005	4.028067858482002	42	0.10183687152856843	0.28333011049041956	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	SHMT2	author_case	36	36	mean_paired_RNA_difference_author_scale	0.2233606340856363	0.11555922066590375	0.3311620475053689	0.00017118150573672164	0.002456071077574269	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:10852	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	596979301	4000	36	29	7	0	0.8055555555555556	0.2233606340856363	0.1861370588046003	4.206310286032601	35	0.12122611585158287	0.3277939346908145	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	SUGCT	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.12909152331928186	-0.2358995778407395	-0.022283468797824238	0.019029377854679338	0.07687868653290453	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:16001	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1956402117	4000	43	14	29	0	0.32558139534883723	-0.12909152331928186	-0.20165583019301003	-2.439116053822806	42	-0.2307234894112814	-0.026790592741892813	101.0	NOMINAL_EXPLORATORY
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	SUGCT	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.1503042927748544	-0.265505463946199	-0.03510312160350981	0.012039868407440861	0.0561279974446833	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:16001	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2224986408	4000	36	9	27	0	0.25	-0.1503042927748544	-0.2048673275922046	-2.648705159068663	35	-0.2587707106844207	-0.03747893422809881	101.0	NOMINAL_EXPLORATORY
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	SLC22A2	author_case	43	43	mean_paired_RNA_difference_author_scale	0.043503020259877644	-0.019962593663900248	0.10696863418365554	0.17387911988627563	0.35123582217027677	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:10966	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	959964679	4000	43	26	17	0	0.6046511627906976	0.043503020259877644	0.030444998599719497	1.3833104814882784	42	-0.02046328537531554	0.10288156123808712	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	SLC22A2	author_case	36	36	mean_paired_RNA_difference_author_scale	0.038001515595643034	-0.03281852622778991	0.10882155741907598	0.2834473579139531	0.5095203004760085	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:10966	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2285206816	4000	36	23	13	0	0.6388888888888888	0.038001515595643034	0.03464931255681458	1.0893410411785085	35	-0.029060130952463032	0.1057842647034763	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	SLC47A1	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.33154121208374865	-0.5937930163827998	-0.06928940778469744	0.014463887714076737	0.0608688607967396	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:25588	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	112016690	4000	43	15	28	0	0.3488372093023256	-0.33154121208374865	-0.43267963491772043	-2.5512779739590816	42	-0.5715954210216999	-0.06686147668288471	101.0	NOMINAL_EXPLORATORY
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	SLC47A1	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.4483117470631497	-0.7338780869698032	-0.16274540715649627	0.0030214516536125596	0.019072913563429283	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:25588	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3380533402	4000	36	10	26	0	0.2777777777777778	-0.4483117470631497	-0.5107674840968648	-3.1870746122885665	35	-0.704609174921067	-0.16463522946510237	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	SLC47A2	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.0030324753521588353	-0.08201920934399998	0.0759542586396823	0.9386107348418848	0.9874967106148997	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:26439	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3293762523	4000	43	24	19	0	0.5581395348837209	-0.0030324753521588353	0.04527548736909992	-0.07747861819072388	42	-0.08207273832894711	0.07381755305949053	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	SLC47A2	author_case	36	36	mean_paired_RNA_difference_author_scale	-0.012515452001009762	-0.09674966391755938	0.07171875991553986	0.7647177260580968	0.8717963138645197	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:26439	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	4126348290	4000	36	19	17	0	0.5277777777777778	-0.012515452001009762	0.02521519866809996	-0.3016318162750525	35	-0.09153175742132251	0.06836100175914281	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ADHFE1	author_case	43	43	mean_paired_RNA_difference_author_scale	-0.0025659638466122344	-0.12525254539382816	0.12012061770060369	0.9665331043999497	0.991962930805892	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:16354	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1241114985	4000	43	19	24	0	0.4418604651162791	-0.0025659638466122344	-0.03989845635068967	-0.042207750912556116	42	-0.11648566618112689	0.11395396651108916	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	ADHFE1	author_case	36	36	mean_paired_RNA_difference_author_scale	0.008701971855398153	-0.12863469376985345	0.14603863748064974	0.8983848707006443	0.9279828117297265	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:16354	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	3572725546	4000	36	17	19	0	0.4722222222222222	0.008701971855398153	-0.021186120292514765	0.1286323792311946	35	-0.12239243168272282	0.13903054905581977	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	AKR7A2	author_case	43	43	mean_paired_RNA_difference_author_scale	0.038621053674230285	-0.06520511908621734	0.14244722643467791	0.4570293688727499	0.6293431573629357	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:389	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1294005839	4000	43	20	23	0	0.46511627906976744	0.038621053674230285	-0.008106194432369485	0.7506820242940999	42	-0.06098016404703787	0.13640741080765667	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	AKR7A2	author_case	36	36	mean_paired_RNA_difference_author_scale	0.04256496043930672	-0.07149835766891682	0.15662827854753025	0.45377631664169626	0.6339890972706146	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:389	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1827216445	4000	36	16	20	0	0.4444444444444444	0.04256496043930672	-0.01030924662224475	0.7575745216486808	35	-0.0594494150265461	0.15376188546132005	101.0	NOT_SUPPORTED_THIS_TEST
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	APRT	author_case	43	43	mean_paired_RNA_difference_author_scale	0.2621651468375962	0.1620762463869545	0.36225404728823785	4.187317030880524e-06	0.00014097300670631096	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:626	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	283203800	4000	43	35	8	0	0.813953488372093	0.2621651468375962	0.30447239262232006	5.286007559952319	42	0.16616145832124207	0.3573282766965168	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	APRT	author_case	36	36	mean_paired_RNA_difference_author_scale	0.27754657660062576	0.1661448013667063	0.38894835183454524	1.3471035387014554e-05	0.000680287287044235	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:626	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	1419558646	4000	36	29	7	0	0.8055555555555556	0.27754657660062576	0.3093102460981654	5.057814423805636	35	0.16882675212086015	0.38311489190618847	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CURRENT	NA	NA	ASNS	author_case	43	43	mean_paired_RNA_difference_author_scale	0.25457793947614066	0.12859372359251903	0.3805621553597623	0.0001981100381227586	0.0025011392312998273	RNA_PAIRED_CURRENT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:753	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2328837906	4000	43	29	14	0	0.6744186046511628	0.25457793947614066	0.25493113505655973	4.0779638666463525	42	0.1389679216301593	0.379109575725055	101.0	FDR_SUPPORTED
PRAD	CAMP_PRAD	03_PATIENT	20260922T142000Z_discovery_v1	prad_patient_v1	RNA_PAIRED_CAPT	NA	NA	ASNS	author_case	36	36	mean_paired_RNA_difference_author_scale	0.2879196800634858	0.1475012375343053	0.42833812259266624	0.00019454028337221932	0.002456071077574269	RNA_PAIRED_CAPT	101.0	DONE	NA	CAMP_v0.3.4_PRAD	True	HGNC:753	author_RMA_BatchAdj_continuous	RNA_T-RNA_N ~ intercept	paired_t_analytic95	mean_paired_RNA_difference	two_sided_paired_t	2496743859	4000	36	26	10	0	0.7222222222222222	0.2879196800634858	0.32088010610025464	4.162615783711726	35	0.15365313561384047	0.4228586662121223	101.0	FDR_SUPPORTED
