cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	original_effect	original_q	family_n_planned	up_pairs	down_pairs	equal_pairs	up_percent	down_percent	both_observed_pairs	tumor_only_missing_pairs	normal_only_missing_pairs	both_missing_pairs	n_nonzero_differences	bootstrap_valid	random_seed
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00946	adenosine 2'-monophosphate (2'-AMP)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.2060589901518295	0.06134904401343988	0.5696433622614805	0.04833683244085745	0.07685556358096335	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.204733660018642	0.172918355303496	159	24	9	0	72.72727272727273	27.27272727272727	33	0	0	0	33	4000	4287680315
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00183	valine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.11532805515482991	-0.06488167699385983	0.3288062608767799	0.059422281027878526	0.08998231127078749	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.367717780392191	0.248368955996083	159	18	15	0	54.54545454545454	45.45454545454545	33	0	0	0	33	4000	3609474474
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00140	N-acetylglucosamine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.2762349814673901	-0.02833740047449984	0.7136791981765902	0.10781134723402	0.15583640191099254	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.408972159000264	0.133869593570965	159	19	13	1	57.57575757575758	39.39393939393939	25	2	5	1	32	4000	3840617021
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00037	glycine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.1583326140737995	-0.09809580150300157	0.2737231195233001	0.1951762053243511	0.2607816524922002	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.249779039675655	0.338008097447384	159	19	14	0	57.57575757575758	42.42424242424242	33	0	0	0	33	4000	3777950152
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C02630	2-hydroxyglutarate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.42786719273864016	0.12275385059131017	0.8403187165016699	0.03577549632825887	0.05864230841436247	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.302010203733919	0.170970135184171	159	24	9	0	72.72727272727273	27.27272727272727	33	0	0	0	33	4000	1241876789
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C01672	cadaverine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.0	0.0	0.2420245021548606	0.4140400034242331	0.4840614745915667	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.113438061039415	0.604140297351027	159	12	9	12	36.36363636363637	27.27272727272727	16	1	4	12	21	4000	987119376
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00346	phosphoethanolamine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.08669891293129872	-0.09418354792876246	0.390736702269999	0.20778411760699356	0.27080061229108177	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.327960993824218	0.560245149769853	159	19	14	0	57.57575757575758	42.42424242424242	33	0	0	0	33	4000	1322660648
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00134	putrescine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.1794031586972693	-0.25701812953241987	0.5174664349109497	0.16072881574779385	0.22222505829477585	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.295031285155746	0.341075036067847	159	18	15	0	54.54545454545454	45.45454545454545	33	0	0	0	33	4000	2066903062
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00093	glycerol 3-phosphate (G3P)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.1308025211478201	-0.3401612364662405	0.4874349708879899	0.879284305885663	0.8980308790698314	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.159417539744643	0.899362766790787	159	17	16	0	51.515151515151516	48.484848484848484	33	0	0	0	33	4000	1235868036
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00078	tryptophan	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.010812742607510195	-0.15626969118919032	0.11978110895385008	0.6745629021199344	0.7103013340203282	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.131027316394432	0.464735018892266	159	15	18	0	45.45454545454545	54.54545454545454	33	0	0	0	33	4000	3892312898
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	NAME:Butanoate	Butanoate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.48726448473038975	0.0	1.58041014216208	0.11695534472429554	0.1675306289293963	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.245426492650899	0.340045076615972	159	19	10	4	57.57575757575758	30.303030303030305	18	4	7	4	29	4000	1694178735
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00186	lactate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.17467083233939995	-0.049783289168399136	0.36601988700670063	0.09131339894269486	0.13320027919163746	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.381210710154525	0.225170546576447	159	21	12	0	63.63636363636363	36.36363636363637	33	0	0	0	33	4000	2330689914
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00624	N-acetylglutamate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.46244916474946507	0.07536659468655982	0.687029627467299	0.0006645017384850796	0.0019609938677247972	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.396255826342602	0.127599886571314	159	25	8	0	75.75757575757575	24.242424242424242	30	0	3	0	33	4000	321981781
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00062	arginine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.0984340337471501	-0.26915188276609037	0.11406877738247978	0.6105888230253922	0.6649563209660093	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.15773851619423	0.921511123241085	159	14	19	0	42.42424242424242	57.57575757575758	33	0	0	0	33	4000	4037548910
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00153	nicotinamide	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.1031669476745396	-0.45696309107307975	0.08290221292330013	0.18313858346106204	0.24888063906246893	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.234433423237569	0.520910815457932	159	12	21	0	36.36363636363637	63.63636363636363	33	0	0	0	33	4000	1831248282
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00588	phosphocholine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.19857390553418064	-0.2462036360361992	0.4840073144538408	0.1554643746373847	0.21683189094161548	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.343644380770675	0.135476998216188	159	18	15	0	54.54545454545454	45.45454545454545	33	0	0	0	33	4000	1074419186
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00135	histidine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.051300316503390064	-0.16774126401696954	0.23298697416298975	0.39603606581187456	0.4664424775117634	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.0981949210123386	0.750811448774356	159	17	16	0	51.515151515151516	48.484848484848484	33	0	0	0	33	4000	4113770807
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	NAME:S7P	S7P	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.02420953049454999	-0.3072039689121997	0.11522569855683007	0.44762363615246936	0.519504804001771	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.190785763552638	0.541926741990423	159	16	17	0	48.484848484848484	51.515151515151516	33	0	0	0	33	4000	2340240878
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00047	lysine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.06521445651540958	-0.19513269912911113	0.09101491320697086	0.6486563230628954	0.6875757024466692	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.0455983972069536	0.919001463236155	159	14	19	0	42.42424242424242	57.57575757575758	33	0	0	0	33	4000	252194254
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00015	uridine 5'-diphosphate (UDP)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.6083718023733402	0.06623273834092025	0.7528958603567597	0.02167496397100788	0.03872268844258711	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.400708300009171	0.0458478582879108	159	24	9	0	72.72727272727273	27.27272727272727	32	1	0	0	33	4000	2060424339
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00041	alanine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.032796959256000235	-0.1337715266966999	0.07794557091489906	0.5614396639119171	0.6242580878461177	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0138895194123145	0.932445515622828	159	15	18	0	45.45454545454545	54.54545454545454	33	0	0	0	33	4000	2155359067
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00993	alanylalanine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.39313040491327	0.0	1.3182876429074002	0.0529563739506483	0.08254964174659882	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.320022545283237	0.232747619539446	159	19	10	4	57.57575757575758	30.303030303030305	14	3	12	4	29	4000	3496030143
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C02571	acetylcarnitine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.09087630694990967	-0.06418352522622062	0.29691364724363023	0.3042320687118558	0.3749837125983339	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.256028297603105	0.248368955996083	159	21	12	0	63.63636363636363	36.36363636363637	33	0	0	0	33	4000	1522237423
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C01026	dimethylglycine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.0	-0.1853930262608099	0.21322664006358005	0.5480897994315235	0.6137061838705087	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0304806475286412	0.706510481735015	159	13	14	6	39.39393939393939	42.42424242424242	16	1	10	6	27	4000	301905804
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00334	gamma-aminobutyrate (GABA)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.3085181234857002	-0.11893994484850978	0.7768512885291203	0.059422281027878526	0.08998231127078749	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.544534782625098	0.0807523280020274	159	20	13	0	60.60606060606061	39.39393939393939	33	0	0	0	33	4000	2361347061
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00096	GDP-mannose	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.0	-0.34706881258235	0.48194609839893987	0.7812637101499429	0.8119015027048426	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.145191617002731	0.566694491507178	159	16	14	3	48.484848484848484	42.42424242424242	20	4	6	3	30	4000	3683952317
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00114	choline	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.022701614683219518	-0.33377374838155127	0.1351243127008699	0.5735461429159542	0.6289230118871498	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0312572880863205	0.964626161697931	159	16	17	0	48.484848484848484	51.515151515151516	33	0	0	0	33	4000	1745759802
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00065	serine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.17906505539884954	-0.34373718806306996	-0.07924923629695968	0.02493472093799953	0.043567259660900276	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.356571543699527	0.159943053674959	159	8	25	0	24.242424242424242	75.75757575757575	33	0	0	0	33	4000	1485875359
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00149	malate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.11265103073090987	-0.1670522322882304	0.05390556769215049	0.16612685711403719	0.2277083644925165	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.150214090275675	0.506852324773136	159	13	20	0	39.39393939393939	60.60606060606061	33	0	0	0	33	4000	3939383029
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00354	fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.9121225278024903	-0.20500175512870022	1.1445694404084503	0.04634221458528061	0.07442840524302644	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.336260528935214	0.133869593570965	159	19	14	0	57.57575757575758	42.42424242424242	32	1	0	0	33	4000	3568593900
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00127	glutathione, oxidized (GSSG)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.045323720369390585	-0.35070843317555145	0.29516585998611866	0.8371970949247649	0.8643788187859586	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.059523131236803	0.991708285518034	159	17	16	0	51.515151515151516	48.484848484848484	33	0	0	0	33	4000	3887375538
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C02356	2AB	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.05378221906049063	-0.17036824919532023	0.09085642332658939	0.6231681011032775	0.6740389664994634	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0385003868227048	0.964626161697931	159	14	19	0	42.42424242424242	57.57575757575758	33	0	0	0	33	4000	567206865
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00008	adenosine 5'-diphosphate (ADP)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.012805106406980293	-0.21074375036309068	0.41924890717012	0.376449272036509	0.45172843108662664	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.0785818716609976	0.541926741990423	159	17	16	0	51.515151515151516	48.484848484848484	33	0	0	0	33	4000	1287347930
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00122	fumarate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.08328408693393019	-0.3362447104106394	0.10496803841223024	0.20778411760699356	0.27080061229108177	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.180688241394585	0.338008097447384	159	12	21	0	36.36363636363637	63.63636363636363	33	0	0	0	33	4000	2674963925
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00431	5-aminovalerate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.010750073517169945	-0.5550208322263597	0.9861493834522106	0.5376040906609355	0.6062344001070125	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.119226583275157	0.719846845069486	159	16	17	0	48.484848484848484	51.515151515151516	32	0	1	0	33	4000	679208878
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00213	sarcosine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.09604813657341005	-0.46985111778777977	0.02589841956470984	0.23141097273990163	0.29672858601326096	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.123782837786962	0.604140297351027	159	12	20	1	36.36363636363637	60.60606060606061	30	1	1	1	32	4000	1895355809
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00006	nicotinamide adenine dinucleotide phosphate (NADP+)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.14271963587715986	-0.48955729596163033	0.21120153510958017	0.7681320131051164	0.8035065137086415	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.109797120751975	0.681824622237587	159	15	18	0	45.45454545454545	54.54545454545454	24	3	6	0	33	4000	588713510
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	HMDB:HMDB06341	NADPH	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.0	-0.28381976876069004	0.2152827236378001	0.8810869002194571	0.8980308790698314	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0650747348205219	0.716290315840259	159	16	16	1	48.484848484848484	48.484848484848484	26	2	4	1	32	4000	1230388946
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00719	betaine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.33948666394863025	-0.7243895434816601	-0.011176303310659996	0.026111816620290225	0.04464278325404458	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.296275896426128	0.296348707671649	159	11	22	0	33.33333333333333	66.66666666666666	33	0	0	0	33	4000	1001601310
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00003	nicotinamide adenine dinucleotide (NAD+)	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.22991565501232003	-0.23455807606246015	0.43251384256475056	0.6486563230628954	0.6875757024466692	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.218080702953548	0.383007040227836	159	17	16	0	51.515151515151516	48.484848484848484	33	0	0	0	33	4000	255744459
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00408	pipecolate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.08453632509592501	-0.38441030273797017	0.0	0.07879850977147487	0.11600891716356022	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.224320470836316	0.232790476988489	159	11	21	1	33.33333333333333	63.63636363636363	27	3	2	1	32	4000	1834034058
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00327	citrulline	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.23247037779572022	-0.41537117961715975	0.08948319698976004	0.330157497691709	0.40160123961467387	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.208429668744069	0.275489855979451	159	13	20	0	39.39393939393939	60.60606060606061	33	0	0	0	33	4000	3952416253
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00077	ornithine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.11907492620649052	-0.3685289337415396	0.06235153045743047	0.14045577106998597	0.19763245663829881	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.219277082886942	0.427817882228958	159	13	20	0	39.39393939393939	60.60606060606061	33	0	0	0	33	4000	1513242151
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C02129	4-Acetylbutyrate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.0	0.0	0.21229750999553298	0.9611595909257591	0.9611595909257591	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0625147698793676	0.706510481735015	159	13	9	11	39.39393939393939	27.27272727272727	12	5	5	11	22	4000	641837155
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C01104	trimethylamine N-oxide	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.02645180236807998	-0.61043855853864	0.29586657563592	0.9531196641542745	0.9591520670919598	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.0460768070269532	0.802953410696133	159	14	17	2	42.42424242424242	51.515151515151516	23	1	7	2	31	4000	55595508
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00029	UDP-glucose	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.2919003897316701	-0.8042635994832406	0.040799429094080075	0.02993561432435854	0.050102765027084294	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.479570976201485	0.118950274477379	159	12	21	0	36.36363636363637	63.63636363636363	32	1	0	0	33	4000	3399018011
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C01152	3-methylhistidine	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	-0.12588561484682015	-0.27111625756843005	-0.03835756860709005	0.0027637524655597713	0.006580946070312909	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.284211103884199	0.355731040548491	159	8	25	0	24.242424242424242	75.75757575757575	33	0	0	0	33	4000	1743121854
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00956	2-aminoadipate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.017349534229130104	-0.3288326214278303	0.21614616103452056	0.5376040906609355	0.6062344001070125	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	-0.233771639191166	0.541926741990423	159	17	16	0	51.515151515151516	48.484848484848484	32	1	0	0	33	4000	965986659
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	KEGG:C00112	cytidine diphosphate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.3196361779589819	0.0	0.893990999551927	0.198610209945546	0.26315852817784846	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.133496323804633	0.464735018892266	159	19	11	3	57.57575757575758	33.33333333333333	23	1	6	3	30	4000	476823289
COAD	CAMP_COAD	03_PATIENT	20260921T123200Z_paired_metabolites33_v1	paired_metabolites33_v1	primary33	NAME:Isethionate	Isethionate	NA	GEO_annotated_patient_pair	33	33	median_paired_T_minus_N_author_normalized_log_scale	0.0	-0.18746121487727008	0.14770795467539988	0.927424500241308	0.9392388250851463	COAD_paired_metabolites33_v1_primary33	159	DONE	COMPUTED	PreprocessedData_COAD.xlsx	0.00614891561085994	0.942682547493891	159	13	15	5	39.39393939393939	45.45454545454545	22	2	4	5	28	4000	2228820339
