figure_id	title	format	source_commit	sources	source_run	relation_keys	filter	transform	data_tsv	caption	configured_analysis_families
appendix_heat_Pal2021_reprocessed_4	全候选来源热图 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Pal2021_reprocessed_4.tsv	figures/appendix_heat_Pal2021_reprocessed_4_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Pal2021_reprocessed_5	全候选来源热图 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Pal2021_reprocessed_5.tsv	figures/appendix_heat_Pal2021_reprocessed_5_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Pal2021_reprocessed_6	全候选来源热图 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Pal2021_reprocessed_6.tsv	figures/appendix_heat_Pal2021_reprocessed_6_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
12_subtype	已有分型背景：描述性排名	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_comparison.tsv			config examples	原统计值；仅布局与选择	figure_data/12_subtype.tsv	figures/12_subtype_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
reused_1	LYPLA1表达与同坐标细胞类型参照。使用已有栅格图与原色标，不重新计算坐标或恢复矢量。	REUSED_.png	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260922T085000Z_sc156_umap_pairs_v1/LYPLA1_expression_celltype_pair.png;results/BRCA/06_EXTERNAL/20260922T085000Z_sc156_umap_pairs_v1/gene_page_index.tsv	20260922T085000Z_sc156_umap_pairs_v1		EXACT_EXISTING_ASSET	字节复用；不重算嵌入；不伪造矢量	figure_data/reused_1.tsv	figures/reused_1_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
reused_2	全156基因表达图；原全细胞坐标	REUSED_.pdf	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260922T082327Z_sc156_umap_v1/all156_expression_UMAP.pdf;results/BRCA/06_EXTERNAL/20260922T082327Z_sc156_umap_v1/gene_scales_and_pages.tsv	20260922T082327Z_sc156_umap_v1		EXACT_EXISTING_ASSET	字节复用；不重算嵌入；不伪造矢量	figure_data/reused_2.tsv	figures/reused_2_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
reused_3	全156基因表达与类型对照	REUSED_.pdf	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260922T085000Z_sc156_umap_pairs_v1/all156_expression_celltype_pairs.pdf;results/BRCA/06_EXTERNAL/20260922T085000Z_sc156_umap_pairs_v1/gene_page_index.tsv	20260922T085000Z_sc156_umap_pairs_v1		EXACT_EXISTING_ASSET	字节复用；不重算嵌入；不伪造矢量	figure_data/reused_3.tsv	figures/reused_3_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
reused_4	全156基因上皮三联图；此前单独计算的探索嵌入，非全细胞坐标子集	REUSED_.pdf	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260922T092000Z_epithelial_umap_v1/all156_epithelial_triptychs.pdf;results/BRCA/06_EXTERNAL/20260922T092000Z_epithelial_umap_v1/gene_page_index.tsv	20260922T092000Z_epithelial_umap_v1		EXACT_EXISTING_ASSET	字节复用；不重算嵌入；不伪造矢量	figure_data/reused_4.tsv	figures/reused_4_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
14_evidence	候选证据矩阵：支持与缺项并列	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/07_INTEGRATION/20260922T112000Z_sop_record_v1/candidate_relations262_history_preserved.tsv;results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv		KEGG:C04102|LYPLA1;KEGG:C00064|ASNS;KEGG:C00668|GPI;KEGG:C00670|GPCPD1;KEGG:C02918|NNMT;KEGG:C04102|LYPLA2;KEGG:C00219|ABHD12;KEGG:C04102|LPCAT1;KEGG:C00491|SLC7A11;KEGG:C00148|PYCR1;KEGG:C00047|AASS;KEGG:C00189|ETNK1	config examples	原统计值；仅布局与选择	figure_data/14_evidence.tsv	figures/14_evidence_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
15_discussion	候选解释：不是最终靶点名单	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/07_INTEGRATION/20260922T112000Z_sop_record_v1/candidate_relations262_history_preserved.tsv;results/BRCA/07_INTEGRATION/20260922T112000Z_sop_record_v1/candidate_genes156_reader.tsv		KEGG:C04102|LYPLA1;KEGG:C00064|ASNS;KEGG:C00668|GPI;KEGG:C00670|GPCPD1;KEGG:C02918|NNMT;KEGG:C04102|LYPLA2;KEGG:C00219|ABHD12;KEGG:C04102|LPCAT1;KEGG:C00491|SLC7A11;KEGG:C00148|PYCR1;KEGG:C00047|AASS;KEGG:C00189|ETNK1	config examples	原统计值；仅布局与选择	figure_data/15_discussion.tsv	figures/15_discussion_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
