logFC	logCPM	F	PValue	gene	site	construct	author_n_treated	author_n_control	gene_identity	q_within_contrast	ci_lower	ci_upper	ci_reason	q_global4
0.524169774686448	7.60315180726578	25.4798637719859	0.000107738375645162	0610007P14Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.000926580251691631	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.00208392931933293
-0.751640121612249	7.08089061101732	27.3007890501077	7.50157339722446e-05	0610009B22Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.000710968285498924	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.00159577746660784
-0.249893649416801	8.33648552452651	4.98808005301383	0.0396577666823721	0610009D07Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.0900171850069612	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.163334145524805
-0.588275046308111	0.329376703137735	4.55181519653367	0.0481850650834262	0610009L18Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.104332916345893	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.185951078684931
0.120272202755817	0.571223473868978	0.318361582522898	0.58016821289932	0610009O20Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.687590158774378	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.791499022779951
-0.262394260973755	-0.94391021084811	0.7734106104439	0.39176685215467	0610010B08Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.517238526733219	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.650404557907456
-0.134508177047235	6.29502334728156	0.983545132233965	0.335618119816328	0610010F05Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.46257018410539	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.600074426477685
-0.874524148376493	4.31020188231875	29.8312912768838	4.65215729257901e-05	0610010K14Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.00048973439516042	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.00111919950185806
-0.414536640566789	4.0279480454739	9.0132435336863	0.00820677459950104	0610011F06Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.0264375843678174	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.0536435919733247
-0.558830076607294	3.88981364625529	8.73719787989879	0.00904904193803945	0610012G03Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.028382979623559	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.0574953210463553
0.183946874231571	3.39930219242045	1.55598679496124	0.229633760534316	0610030E20Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.347553799727614	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.489462611291245
0.287157465239485	5.23087822575677	4.58876209135615	0.0473857409136518	0610031J06Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.103038568807544	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.183976521368156
-0.503863773025993	5.44459755605825	26.7026504351829	8.43389868877529e-05	0610037L13Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.000772467016573116	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.00172303397038585
0.0201726821312778	-0.824892729601203	0.00456425049170672	0.994472756129748	0610038B21Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.996666983833883	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.997925286297613
0.230047322272796	-0.11403994257047	0.63067051357746	0.438359909622905	0610040B10Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.561927097677697	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.689051754945689
-0.773343516698471	5.66838677243705	64.9356856203685	4.01603380441116e-07	1110001A16Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	1.32399566068007e-05	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	3.14926115815338e-05
-0.315222525388905	6.47379772851117	8.19930866109788	0.0109880042208943	1110001J03Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.0329720782395517	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.0661025233156805
0.90984550332444	0.700034840840538	21.060113220702	0.000279207031314144	1110002L01Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.00188823676111378	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.00426348195475031
0.144911640492914	5.67812446186722	1.58099666691936	0.226088446580805	1110004E09Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.343429299729153	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.484945601469632
-0.0645524017360705	8.51158081201287	0.276852722991715	0.605758272518683	1110004F10Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.708200138624321	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.807623030794462
-0.936975080892271	-0.136031391005232	14.2620544066491	0.00157097728094477	1110006O24Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.00727310886127093	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.0158274032687001
-1.46961993095752	4.2472141595719	80.2817269237736	9.47721709977358e-08	1110007C09Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	4.25745752789828e-06	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	1.03714451843433e-05
-0.467319494136934	4.94969664389331	5.10076907189675	0.0377476520359157	1110008F13Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.0865303186109289	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.157856731671255
-0.207889204122894	0.841390673548185	0.968064363620642	0.339343214684861	1110008J03Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.466245259342946	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.603731790114547
0.446166822919134	4.71070518248172	7.52144262852806	0.0141400940967716	1110008L16Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.0402259601027156	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.0794821451763057
-1.27326552698045	4.75375356194796	61.5174300572064	5.75189239279411e-07	1110008P14Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	1.7037030241318e-05	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	4.06432550696671e-05
-0.693071863086195	4.6584258601909	39.2538677077547	9.7006871553329e-06	1110012L19Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.000142478116494614	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.000332905950976672
-0.161356831095518	2.68659067442701	1.52856016074759	0.233604732596061	1110019D14Rik	Tumor	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.352091512728582	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.494226002552976
