logFC	logCPM	F	PValue	gene	site	construct	author_n_treated	author_n_control	gene_identity	q_within_contrast	ci_lower	ci_upper	ci_reason	q_global4
0.344978820200221	7.0302835098158	8.33282222978982	0.0115005862062452	0610007P14Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.381932178642181	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.0682988433459811
0.332910606985437	7.23226924963963	3.46273723806853	0.0829269328478486	0610009B22Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.473829848851855	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.265752569468677
0.131108140441378	8.25448354924791	1.39307327224014	0.256625840221787	0610009D07Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.61588490613005	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.519389944417315
-0.319626925157052	0.32334702514868	1.10467644384928	0.310247210341512	0610009L18Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.655491811359667	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.575588988866715
-0.136134471325857	0.969633704174743	0.311148918231922	0.585387822583262	0610009O20Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.821111607016336	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.794838807547363
0.317419656114288	-1.27547607545176	0.681589374010979	0.422262430367202	0610010B08Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.733278260068604	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.675799465778851
0.340158102918473	6.22647802611664	4.99999123651696	0.0413378729752573	0610010F05Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.429213250653798	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.16767357652084
-0.21063490198059	4.35100816727328	0.846327830508704	0.37247271430566	0610010K14Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.701138039769852	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.633867580113032
-0.0346729783543924	3.84668473005446	0.039437689841704	0.845309817394547	0610011F06Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.944734729795604	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.935104311238374
-0.306017995179157	3.70623721960348	3.01322446915686	0.103534378032793	0610012G03Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.493584401707931	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.305454947316256
0.0952575448086023	3.23976196238178	0.147074624793266	0.706846986969288	0610030E20Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.883382107672393	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.86671025428177
0.123574254923476	5.62952006670111	0.461038636718878	0.507709940006478	0610031J06Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.781217853050269	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.741391403912911
-0.0863111685520501	5.47866334890402	0.74645159745326	0.401420850507756	0610037L13Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.719106234499176	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.65862436067721
0.072844741116866	-1.00013721170893	0.0284920067453285	0.868262454468964	0610038B21Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.954321051338196	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.945816068677637
0.406939506424815	-0.248028775997174	3.22115326486465	0.0931859350283916	0610040B10Rik	Lung	shAsns2	4	4	author_mouse_gene_symbol;no_human_ortholog_inference	0.483665379602501	NA	NA	edgeR_QLF_does_not_supply_corresponding_effect_CI;not_fabricated	0.286117248981119
