gene	site	control	shAsns1	shAsns2
Asns	Tumor	169.653589471914	36.1031613681423	81.9412860988454
Gls	Tumor	748.734144317947	878.788200077637	788.133245825931
Gls2	Tumor	7.09921308885935	10.130382390333	9.04312853488071
Glul	Tumor	10.899731916736	10.4100421224683	10.2184310239156
Asns	Lung	196.221361936279	45.1464476549133	64.1713885470815
Gls	Lung	600.206539365232	644.725585704148	691.263926597168
Gls2	Lung	5.88637881266824	6.05728025757992	5.98355340693833
Glul	Lung	12.3753710445954	10.7156941790667	10.3552421514653
