cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	external_feature	statistics_reused	previous_p	previous_q	previous_effect	seed
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB00721	glycylproline	PEPD	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	HMDB:HMDB00721|PEPD	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB00736	isobutyrylcarnitine	CRAT	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	HMDB:HMDB00736|CRAT	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB00848	stearoylcarnitine	CPT2	author_patient_identifier	258.0	NA	Spearman_rho	-0.051727529331366	-0.1700401807707852	0.0670508341241925	0.4042	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	HMDB:HMDB00848|CPT2	M428T136_POS	False	NA	NA	NA	1693249923.0
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB05065	oleoylcarnitine	CPT2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	HMDB:HMDB05065|CPT2	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	ENPP2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	multiple_features_unresolved	10.1038/s41422-022-00614-0	HMDB:HMDB10384|ENPP2	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT1	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	multiple_features_unresolved	10.1038/s41422-022-00614-0	HMDB:HMDB10384|LPCAT1	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	multiple_features_unresolved	10.1038/s41422-022-00614-0	HMDB:HMDB10384|LPCAT2	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	multiple_features_unresolved	10.1038/s41422-022-00614-0	HMDB:HMDB10384|LPCAT3	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LYPLA2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	multiple_features_unresolved	10.1038/s41422-022-00614-0	HMDB:HMDB10384|LYPLA2	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	HMDB:HMDB61702	2-palmitoyl-GPC (16:0)	LPCAT4	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NEEDS_REVIEW	historical_gene_symbol_ambiguity_requires_stable_ID	10.1038/s41422-022-00614-0	HMDB:HMDB61702|LPCAT4	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00009	phosphate	PPA1	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	KEGG:C00009|PPA1	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00009	phosphate	PPA2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	KEGG:C00009|PPA2	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00013	pyrophosphate (PPi)	PPA1	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	KEGG:C00013|PPA1	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00013	pyrophosphate (PPi)	PPA2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	NOT_EVALUABLE	no_exact_author_identifier	10.1038/s41422-022-00614-0	KEGG:C00013|PPA2	NA	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00021	S-adenosylhomocysteine (SAH)	AHCY	author_patient_identifier	258.0	NA	Spearman_rho	0.0806299913568887	-0.0376414502645576	0.1962422283415454	0.1994	0.916540350877193	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00021|AHCY	M385T401_POS	True	0.1994	0.6032950819672132	0.0806299913568887	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00021	S-adenosylhomocysteine (SAH)	NNMT	author_patient_identifier	258.0	NA	Spearman_rho	-0.0941929943358185	-0.2112842811245607	0.0335879483215949	0.133	0.7519957446808511	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00021|NNMT	M385T401_POS	True	0.133	0.4994170212765957	-0.0941929943358185	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	ASNS	author_patient_identifier	258.0	NA	Spearman_rho	-0.2358091250499177	-0.3466603966203251	-0.1214539607397501	0.0003	0.0112285714285714	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|ASNS	M146T388_NEG	True	0.0003	0.0074571428571428	-0.2358091250499177	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	BCAT1	author_patient_identifier	258.0	NA	Spearman_rho	0.1213863138575834	0.0004490204112965	0.2406792991227169	0.0587	0.4660424242424243	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|BCAT1	M146T388_NEG	True	0.0587	0.3095090909090909	0.1213863138575834	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	BCAT2	author_patient_identifier	258.0	NA	Spearman_rho	-0.0771316839545959	-0.1954351162450419	0.041904323609044	0.2204	0.931367741935484	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|BCAT2	M146T388_NEG	True	0.2204	0.6087238095238096	-0.0771316839545959	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	FOLH1	author_patient_identifier	258.0	NA	Spearman_rho	-0.1883360020180217	-0.3012361793775123	-0.077554538245229	0.0029	0.0506533333333333	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|FOLH1	M146T388_NEG	True	0.0029	0.0336399999999999	-0.1883360020180217	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	GCLC	author_patient_identifier	258.0	NA	Spearman_rho	0.0477543743311547	-0.072794499669328	0.17201961564303	0.4501	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|GCLC	M146T388_NEG	True	0.4501	0.8606307692307693	0.0477543743311547	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	GLS	author_patient_identifier	258.0	NA	Spearman_rho	-0.1029439149971228	-0.2169987809270529	0.0276839294314912	0.098	0.6583589743589744	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|GLS	M146T388_NEG	True	0.098	0.4372307692307692	-0.1029439149971228	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	GLS2	author_patient_identifier	258.0	NA	Spearman_rho	-0.1280086024615536	-0.2571157887300557	-0.0122592034663436	0.0397	0.3422903225806452	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|GLS2	M146T388_NEG	True	0.0397	0.2273225806451613	-0.1280086024615536	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	GLUL	author_patient_identifier	258.0	NA	Spearman_rho	0.1275333143037423	0.0157005498524869	0.2458427684122497	0.0364	0.3422903225806452	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|GLUL	M146T388_NEG	True	0.0364	0.2273225806451613	0.1275333143037423	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	GOT1	author_patient_identifier	258.0	NA	Spearman_rho	0.0938677084727215	-0.0288245290481013	0.2045200508521456	0.1285	0.7519957446808511	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|GOT1	M146T388_NEG	True	0.1285	0.4994170212765957	0.0938677084727215	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	GOT2	author_patient_identifier	258.0	NA	Spearman_rho	-0.0645497935335959	-0.1833431946907004	0.0666260036850114	0.2952	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|GOT2	M146T388_NEG	True	0.2952	0.6932883116883117	-0.0645497935335959	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	OAT	author_patient_identifier	258.0	NA	Spearman_rho	-0.1892485838735046	-0.3092042043145038	-0.0636871980417037	0.0024	0.0483692307692307	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|OAT	M146T388_NEG	True	0.0024	0.0321230769230769	-0.1892485838735046	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	SLC7A11	author_patient_identifier	258.0	NA	Spearman_rho	-0.1237257656586224	-0.2500349443847937	-0.0027561878868116	0.0474	0.3880875	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|SLC7A11	M146T388_NEG	True	0.0474	0.2577375	-0.1237257656586224	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00025	glutamate	TAT	author_patient_identifier	258.0	NA	Spearman_rho	0.0934910044744028	-0.0271532318679888	0.2168722986124437	0.1349	0.7519957446808511	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00025|TAT	M146T388_NEG	True	0.1349	0.4994170212765957	0.0934910044744028	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00037	glycine	GSS	author_patient_identifier	258.0	NA	Spearman_rho	0.0672721844605192	-0.0515882423004066	0.1816495981989699	0.2867	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00037|GSS	M74T364_NEG	True	0.2867	0.6932883116883117	0.0672721844605192	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00037	glycine	PEPD	author_patient_identifier	258.0	NA	Spearman_rho	-0.0711451085288921	-0.1957133153899165	0.0518332010789885	0.2557	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00037|PEPD	M74T364_NEG	True	0.2557	0.6640567164179104	-0.0711451085288921	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00037	glycine	SHMT1	author_patient_identifier	258.0	NA	Spearman_rho	-0.0886995692317632	-0.2052366261509647	0.0373174685513953	0.1531	0.7713884615384616	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00037|SHMT1	M74T364_NEG	True	0.1531	0.5122961538461539	-0.0886995692317632	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00037	glycine	SHMT2	author_patient_identifier	258.0	NA	Spearman_rho	-0.0780395073237682	-0.205417035850526	0.0397833612693675	0.2087	0.92355	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00037|SHMT2	M74T364_NEG	True	0.2087	0.6032950819672132	-0.0780395073237682	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SDHA	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SDHA	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SDHB	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SDHB	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SDHC	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SDHC	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SDHD	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SDHD	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SLC13A3	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SLC13A3	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SLC25A10	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SLC25A10	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SUCLA2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SUCLA2	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SUCLG1	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SUCLG1	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00042	succinate	SUCLG2	author_patient_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	FUSCC_PRIMARY262	126.0	ACCESS_BLOCKED	RNA_API_connection_refused;not_biological_negative	10.1038/s41422-022-00614-0	KEGG:C00042|SUCLG2	M117T364_NEG	False	NA	NA	NA	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00047	lysine	AASS	author_patient_identifier	258.0	NA	Spearman_rho	0.1756120620286201	0.041745755125504	0.2937237517714642	0.0062	0.0835904761904762	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00047|AASS	M188T505_POS	True	0.0062	0.0555142857142857	0.1756120620286201	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00049	aspartate	ASNS	author_patient_identifier	258.0	NA	Spearman_rho	-0.1859308666837397	-0.2960995910028169	-0.0600888750051545	0.0027	0.0505285714285714	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00049|ASNS	M134T396_POS	True	0.0027	0.0335571428571428	-0.1859308666837397	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00049	aspartate	ASS1	author_patient_identifier	258.0	NA	Spearman_rho	0.0176370768172415	-0.1092578745095755	0.1423747278172505	0.779	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00049|ASS1	M134T396_POS	True	0.779	1.0	0.0176370768172415	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00049	aspartate	GOT1	author_patient_identifier	258.0	NA	Spearman_rho	-0.0764000811960272	-0.2000149369722114	0.0468704766849379	0.2317	0.948521875	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00049|GOT1	M134T396_POS	True	0.2317	0.6202430769230769	-0.0764000811960272	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00049	aspartate	GOT2	author_patient_identifier	258.0	NA	Spearman_rho	-0.1704582020390544	-0.2924856851518738	-0.0462992290085202	0.0061	0.0835904761904762	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00049|GOT2	M134T396_POS	True	0.0061	0.0555142857142857	-0.1704582020390544	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00051	glutathione, reduced (GSH)	GSR	author_patient_identifier	258.0	NA	Spearman_rho	-0.03015915861416	-0.1482875572544235	0.0857447520390281	0.6217	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00051|GSR	M308T256_POS	True	0.6217	1.0	-0.03015915861416	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00051	glutathione, reduced (GSH)	GSS	author_patient_identifier	258.0	NA	Spearman_rho	-0.0432492774477695	-0.1705346676757214	0.0846883438475948	0.4793	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00051|GSS	M308T256_POS	True	0.4793	0.9065021739130436	-0.0432492774477695	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CEPT1	author_patient_identifier	258.0	NA	Spearman_rho	-0.0342571166951424	-0.1550189478453353	0.0900510851617427	0.592	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00055|CEPT1	M324T256_POS	True	0.592	1.0	-0.0342571166951424	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CHPT1	author_patient_identifier	258.0	NA	Spearman_rho	-0.1300687343525509	-0.2548952937580663	-0.0048481819965929	0.0395	0.3422903225806452	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00055|CHPT1	M324T256_POS	True	0.0395	0.2273225806451613	-0.1300687343525509	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK1	author_patient_identifier	258.0	NA	Spearman_rho	-0.0118273525177354	-0.1343521731592025	0.1129310650229036	0.8492	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00055|CMPK1	M324T256_POS	True	0.8492	1.0	-0.0118273525177354	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK2	author_patient_identifier	258.0	NA	Spearman_rho	0.0219249040690491	-0.1016741063561335	0.1396799526552104	0.7234	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00055|CMPK2	M324T256_POS	True	0.7234	1.0	0.0219249040690491	NA
BRCA	FUSCC_TNBC	06_EXTERNAL	20260921T151000Z_mapping262_external_v1	mapping262_external_v1	author_patient_linked_spearman	KEGG:C00062	arginine	ARG1	author_patient_identifier	258.0	NA	Spearman_rho	-0.0537369542829384	-0.1705159666128794	0.0638737080200272	0.3902	1.0	FUSCC_PRIMARY262	126.0	DONE	unadjusted;author_processed_metabolites;same_aliquot_unverified	10.1038/s41422-022-00614-0	KEGG:C00062|ARG1	M175T501_POS	True	0.3902	0.8279853658536586	-0.0537369542829384	NA
