cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	previous_n	previous_effect	previous_p	previous_q	original_CAMP_g	original_CAMP_q	seed	bootstrap_valid	p_origin	design_condition	effect_change	q_threshold_changed
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00064	glutamine	GLS	author_case_row	60.0	NA	partial_rank_correlation	-0.1837456291533546	-0.4154703270336679	0.069317183663208	0.1663	0.4062471428571428	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS	61.0	-0.1845530081486582	0.1617	0.3920957746478873	-1.64592808836308	1.000340954773e-10	1048425050.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0008073789953035	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00064	glutamine	GLS	author_case_row	60.0	NA	partial_rank_correlation	-0.1837456291533546	-0.4208269901974493	0.0837963492182193	0.1681	0.4399363636363637	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS	61.0	-0.1845530081486582	0.1617	0.43498125	-1.64592808836308	1.000340954773e-10	3964308819.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0008073789953035	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00064	glutamine	GLS	author_case_row	60.0	NA	partial_rank_correlation	-0.2667318085634328	-0.5132616121036312	-0.0230719820195725	0.0427	0.3648	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS	61.0	-0.260330009664753	0.0445	0.4317750000000001	-1.64592808836308	1.000340954773e-10	2719691502.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	-0.0064017988986798	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00064	glutamine	GLS	author_case_row	60.0	NA	partial_rank_correlation	-0.2878176837320056	-0.5297408953931912	-0.0252510383746782	0.0266	0.3249	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS	61.0	-0.2782498099293078	0.0296	0.43035	-1.64592808836308	1.000340954773e-10	2996245525.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	-0.0095678738026978	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00114	choline	GPCPD1	author_case_row	60.0	NA	Spearman_rho	0.0287302028341205	-0.2262740011562702	0.2731426996611348	0.8294	0.90915	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00114|GPCPD1	61.0	0.0241671073506081	0.8492	0.899314024390244	-1.03824245330727	7.12176546566802e-06	2108876627.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0045630954835124	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00114	choline	GPCPD1	author_case_row	60.0	NA	Spearman_rho	0.0287302028341205	-0.2208965062016328	0.2784030708016247	0.8262	0.9191805194805196	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00114|GPCPD1	61.0	0.0241671073506081	0.8535	0.9179150943396226	-1.03824245330727	7.12176546566802e-06	2541477982.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0045630954835124	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00114	choline	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	0.0438532458808276	-0.2047901441584856	0.3023698235770278	0.7421	0.8348625000000001	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00114|GPCPD1	61.0	0.0371142082964596	0.7734	0.8601077922077922	-1.03824245330727	7.12176546566802e-06	8410007.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.006739037584368	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00114	choline	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	0.0438532458808276	-0.1824258854245478	0.2723262097208518	0.744	0.8538523489932885	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00114|GPCPD1	61.0	0.0371142082964596	0.7734	0.8704235294117647	-1.03824245330727	7.12176546566802e-06	422629728.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.006739037584368	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00114	choline	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	0.0074117310646991	-0.2630055574813472	0.266438278429844	0.9563	0.9740892857142858	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00114|GPCPD1	61.0	0.0082410960308996	0.9476	0.970297005988024	-1.03824245330727	7.12176546566802e-06	352050726.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	-0.0008293649662004	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00114	choline	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	0.0289502790843962	-0.2331347821766979	0.2840741747229847	0.8334	0.918796153846154	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00114|GPCPD1	61.0	0.0254396982492103	0.8505	0.9382935483870968	-1.03824245330727	7.12176546566802e-06	3978135229.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	0.0035105808351859	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00148	proline	PYCR1	author_case_row	60.0	NA	Spearman_rho	0.3609891636565713	0.1091763834066089	0.5785142866449373	0.0055	0.0627	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PYCR1	61.0	0.3168693812797461	0.0147	0.0966807692307692	1.41525118979714	5.95845595217253e-08	3315256272.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0441197823768252	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00148	proline	PYCR1	author_case_row	60.0	NA	Spearman_rho	0.3609891636565713	0.1081986939578044	0.5764181336213393	0.004	0.0526153846153846	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PYCR1	61.0	0.3168693812797461	0.0143	0.1063173913043478	1.41525118979714	5.95845595217253e-08	1787189222.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0441197823768252	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00148	proline	PYCR1	author_case_row	60.0	NA	partial_rank_correlation	0.3312167166465073	0.1130011313174228	0.5468335722226165	0.0126	0.1224	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PYCR1	61.0	0.2933570167640607	0.0222	0.1512692307692307	1.41525118979714	5.95845595217253e-08	1531809567.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0378596998824466	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00148	proline	PYCR1	author_case_row	60.0	NA	partial_rank_correlation	0.3312167166465073	0.0651309257994295	0.5375595906793756	0.01	0.1380214285714285	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PYCR1	61.0	0.2933570167640607	0.0222	0.19665	1.41525118979714	5.95845595217253e-08	2603831076.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0378596998824466	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00148	proline	PYCR1	author_case_row	60.0	NA	partial_rank_correlation	0.3015448147878551	0.0108842769922502	0.5439890627288422	0.0254	0.3102428571428571	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PYCR1	61.0	0.2638051076295854	0.0473	0.4317750000000001	1.41525118979714	5.95845595217253e-08	872953226.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	0.0377397071582696	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00148	proline	PYCR1	author_case_row	60.0	NA	partial_rank_correlation	0.3046332750326316	0.0287477902486984	0.537104673870361	0.0225	0.320625	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PYCR1	61.0	0.2622782207355422	0.0529	0.452295	1.41525118979714	5.95845595217253e-08	486515581.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	0.0423550542970894	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00149	malate	MDH1	author_case_row	60.0	NA	Spearman_rho	0.2166157265907197	-0.019821509603542	0.4173048863172428	0.0924	0.2530265625	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00149|MDH1	61.0	0.236118455843469	0.0656	0.2100857142857142	1.18834928904435	8.42026335505837e-07	3316475003.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0195027292527492	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00149	malate	MDH1	author_case_row	60.0	NA	Spearman_rho	0.2166157265907197	-0.0219030205659223	0.425113808009416	0.0982	0.28329	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00149|MDH1	61.0	0.236118455843469	0.0644	0.23191875	1.18834928904435	8.42026335505837e-07	953038127.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0195027292527492	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00149	malate	MDH1	author_case_row	60.0	NA	partial_rank_correlation	0.0626218680884184	-0.1709978029896418	0.3182210446666925	0.632	0.7629971830985917	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00149|MDH1	61.0	0.1168887660345078	0.3618	0.5892171428571429	1.18834928904435	8.42026335505837e-07	1502903304.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0542668979460893	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00149	malate	MDH1	author_case_row	60.0	NA	partial_rank_correlation	0.0626218680884184	-0.1964620169805511	0.3186890704081606	0.6287	0.7904977941176472	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00149|MDH1	61.0	0.1168887660345078	0.3618	0.6065470588235294	1.18834928904435	8.42026335505837e-07	4239312649.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0542668979460893	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00149	malate	MDH1	author_case_row	60.0	NA	partial_rank_correlation	0.0905537994250118	-0.2063322605907668	0.3525092371591207	0.5013	0.7872218181818181	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00149|MDH1	61.0	0.13427155060308	0.2991	0.6796758620689655	1.18834928904435	8.42026335505837e-07	3839357821.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	-0.0437177511780681	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00149	malate	MDH1	author_case_row	60.0	NA	partial_rank_correlation	0.0623450361035445	-0.2660423611264337	0.3348940009145241	0.6383	0.8718466666666667	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00149|MDH1	61.0	0.1009590864426018	0.4482	0.7817636363636363	1.18834928904435	8.42026335505837e-07	299224859.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	-0.0386140503390572	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00152	asparagine	ASNS	author_case_row	60.0	NA	Spearman_rho	-0.1115309808280078	-0.3682489910511343	0.1525547121634197	0.3978	0.5910461538461538	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00152|ASNS	61.0	-0.1456901110523532	0.2619	0.4764351063829787	-0.488238055912632	0.0406511739333432	24389089.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0341591302243453	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00152	asparagine	ASNS	author_case_row	60.0	NA	Spearman_rho	-0.1115309808280078	-0.3747946037085281	0.157912234382352	0.3998	0.6215072727272728	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00152|ASNS	61.0	-0.1456901110523532	0.2607	0.4977791208791209	-0.488238055912632	0.0406511739333432	392660014.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0341591302243453	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00152	asparagine	ASNS	author_case_row	60.0	NA	partial_rank_correlation	-0.0744099904385863	-0.3179765927321297	0.1810502219830679	0.571	0.7481571428571429	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00152|ASNS	61.0	-0.1019740066417065	0.424	0.6304695652173913	-0.488238055912632	0.0406511739333432	1643284109.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0275640162031201	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00152	asparagine	ASNS	author_case_row	60.0	NA	partial_rank_correlation	-0.0744099904385863	-0.3337975462944569	0.190646626311574	0.5735	0.754373076923077	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00152|ASNS	61.0	-0.1019740066417065	0.424	0.6651743119266055	-0.488238055912632	0.0406511739333432	580848473.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0275640162031201	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00152	asparagine	ASNS	author_case_row	60.0	NA	partial_rank_correlation	0.0493931147968129	-0.2047851740632978	0.310517993721051	0.714	0.8699475524475525	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00152|ASNS	61.0	0.0200642125996291	0.8811	0.9243441717791412	-0.488238055912632	0.0406511739333432	1302641432.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	0.0293289021971838	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00152	asparagine	ASNS	author_case_row	60.0	NA	partial_rank_correlation	0.0132588642274043	-0.2679590136404436	0.3017958174358651	0.9214	0.96102	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00152|ASNS	61.0	-0.0139011722796836	0.9168	0.9501381818181818	-0.488238055912632	0.0406511739333432	3635914550.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	0.0271600365070879	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00153	nicotinamide	NNMT	author_case_row	60.0	NA	Spearman_rho	-0.3288318333409616	-0.5598760515798441	-0.0601230747242445	0.0102	0.0758347826086956	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00153|NNMT	61.0	-0.3370881595490735	0.0076	0.0693	0.67848523520744	0.0017925985037615	3612222901.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0082563262081118	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00153	nicotinamide	NNMT	author_case_row	57.0	NA	Spearman_rho	-0.3402903811252268	-0.5606074931870083	-0.0906981562322216	0.0086	0.0817	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00153|NNMT	58.0	-0.3495339752068658	0.0073	0.0833624999999999	0.67848523520744	0.0017925985037615	3366274916.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0092435940816389	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00153	nicotinamide	NNMT	author_case_row	60.0	NA	partial_rank_correlation	-0.3270288316234379	-0.5757217043106151	-0.0480403102097158	0.011	0.1224	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00153|NNMT	61.0	-0.3364419254042824	0.0082	0.09918	0.67848523520744	0.0017925985037615	2714790380.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0094130937808444	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00153	nicotinamide	NNMT	author_case_row	57.0	NA	partial_rank_correlation	-0.3427459104172531	-0.5524748580182488	-0.095179479452411	0.0112	0.1380214285714285	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00153|NNMT	58.0	-0.3533495638828474	0.0068	0.109176923076923	0.67848523520744	0.0017925985037615	4005503164.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0	0.0106036534655942	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00153	nicotinamide	NNMT	author_case_row	57.0	NA	partial_rank_correlation	-0.1641102398519429	-0.4030648389106345	0.0854823925412682	0.2435	0.6844170731707317	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00153|NNMT	58.0	-0.1739289964666542	0.2089	0.6415448275862069	0.67848523520744	0.0017925985037615	2767534196.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.7411526322774389	0.0098187566147112	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00153	nicotinamide	NNMT	author_case_row	57.0	NA	partial_rank_correlation	-0.1823056094879608	-0.4148860676538384	0.1193173745465337	0.1853	0.7022152173913044	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00153|NNMT	58.0	-0.203318179384136	0.1405	0.5859878048780489	0.67848523520744	0.0017925985037615	3179484020.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.4018072552690777	0.0210125698961751	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00242	guanine	PNP	author_case_row	60.0	NA	Spearman_rho	0.4753542650736316	0.2326388888679365	0.6800076766897828	0.0002	0.0146571428571428	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00242|PNP	61.0	0.4793231094658909	0.0003	0.0171	1.33232734180974	1.67017337215638e-08	2933646886.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0039688443922592	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00242	guanine	PNP	author_case_row	59.0	NA	Spearman_rho	0.5408533021624782	0.3125853814628083	0.7174063250334637	0.0001	0.0171	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00242|PNP	60.0	0.5440400111141985	0.0001	0.0114	1.33232734180974	1.67017337215638e-08	1653099134.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0031867089517203	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00242	guanine	PNP	author_case_row	60.0	NA	partial_rank_correlation	0.3745646218127752	0.1077208606714656	0.6222060795365197	0.0038	0.06498	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00242|PNP	61.0	0.3921112194390904	0.0032	0.0608	1.33232734180974	1.67017337215638e-08	1376145707.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0175465976263151	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00242	guanine	PNP	author_case_row	59.0	NA	partial_rank_correlation	0.4481694432482647	0.1947860949653901	0.656388248540791	0.0009	0.03135	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00242|PNP	60.0	0.4638239434100776	0.0004	0.0285	1.33232734180974	1.67017337215638e-08	1198817073.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0156545001618128	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00242	guanine	PNP	author_case_row	59.0	NA	partial_rank_correlation	0.3938665498009011	0.1336297000351819	0.6398689560731753	0.002	0.098325	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00242|PNP	60.0	0.3975177521136612	0.0028	0.1368	1.33232734180974	1.67017337215638e-08	608644522.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.7560205077559468	-0.0036512023127601	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00242	guanine	PNP	author_case_row	59.0	NA	partial_rank_correlation	0.3039656709980218	0.0444854910135104	0.5047994686214801	0.0218	0.320625	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00242|PNP	60.0	0.3066719394929129	0.0187	0.3553	1.33232734180974	1.67017337215638e-08	1375313838.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.4910148506570606	-0.002706268494891	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00262	hypoxanthine	PNP	author_case_row	60.0	NA	Spearman_rho	0.2559599888858017	-0.0214826517051389	0.5129067194691428	0.0493	0.1832673913043478	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00262|PNP	61.0	0.2722897937599153	0.0345	0.15705	0.74524822904351	9.36398336908454e-05	338269267.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0163298048741136	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00262	hypoxanthine	PNP	author_case_row	60.0	NA	Spearman_rho	0.2559599888858017	-0.0171102279165295	0.505342681589	0.0504	0.21888	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00262|PNP	61.0	0.2722897937599153	0.0342	0.184359375	0.74524822904351	9.36398336908454e-05	1159248571.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0163298048741136	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00262	hypoxanthine	PNP	author_case_row	60.0	NA	partial_rank_correlation	0.2176008710328413	-0.0631420020888412	0.4921290283913579	0.0962	0.2982	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00262|PNP	61.0	0.2452922034724583	0.0584	0.2699027027027027	0.74524822904351	9.36398336908454e-05	1429872246.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0276913324396169	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00262	hypoxanthine	PNP	author_case_row	60.0	NA	partial_rank_correlation	0.2176008710328413	-0.0723267756253208	0.4821103850572743	0.0967	0.3518234042553191	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00262|PNP	61.0	0.2452922034724583	0.0584	0.3026181818181818	0.74524822904351	9.36398336908454e-05	3646680951.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0276913324396169	False
