cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	previous_unpaired_p	previous_unpaired_q	previous_unpaired_hedges_g	t_statistic	df	median_paired_difference	bootstrap_mean_lower	bootstrap_mean_upper	positive_pair_fraction	seed
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	ASNS	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.484670967461386	0.3171185580752785	0.6522233768474934	6.000560098222248e-07	4.640433142625205e-06	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	1.0123080010643514e-06	9.032902163343445e-06	1.0246838358725487	5.8297589003873655	44.0	0.3876771159362002	0.3242047030875573	0.6503549123562672	0.8	2134566677.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	GLS	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.0628567074973772	-0.0826857341623826	0.2083991491571372	0.3888087314571496	0.4849657295594555	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.7472779530297877	0.8101331079575268	0.0511343238300382	0.8703946999725413	44.0	0.0856243850610596	-0.0696452877130681	0.2115522822268196	0.5555555555555556	2626658168.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	GPCPD1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.1529797052659347	-0.3250661723267194	0.0191067617948499	0.0800760596624146	0.1308284918428182	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.8186516752150641	0.8633054029540677	-0.0858774881345251	-1.7916012927321177	44.0	-0.0924574546125196	-0.3242190029737337	0.0080429088053133	0.4	2562813729.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	GPI	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.0551949935466601	-0.1691158143290909	0.2795058014224113	0.6224253324420936	0.7115728451034556	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.842813641075399	0.8807782195022188	0.0323087603521359	0.4959110132451101	44.0	0.007360593961101	-0.1653715896574416	0.2754356720577779	0.5111111111111111	2251926205.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	MDH1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.3775350218497361	-0.6205804753818984	-0.1344895683175737	0.0030963459941473	0.0081630939845702	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.0114625708208169	0.0241756039129956	-0.7114815631889759	-3.130574254669795	44.0	-0.1969460031480103	-0.6125435668937247	-0.1489083114223165	0.4222222222222222	3786440356.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	NNMT	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.4072852370498553	-0.6581034987141675	-0.1564669753855432	0.0020779891926665	0.0056057382871935	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.0023454300621382	0.0063272066792565	-0.6007706594196949	-3.272606440248587	44.0	-0.4820984043687009	-0.6545552778803859	-0.167116790969336	0.3333333333333333	3971732317.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	PNP	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.2501597841576832	0.0054546112612168	0.4948649570541495	0.0453144278863574	0.0808688251510379	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.0516814732810128	0.0856435842942499	0.3403838238498295	2.060291208069906	44.0	0.3103563483512896	0.0070986863075026	0.4723738415368272	0.6444444444444445	3126319726.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	PYCR1	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	0.7332117350172779	0.5239141754853576	0.9425092945491982	9.329622542576029e-09	1.3527952686735245e-07	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	9.96378830644643e-10	2.3115988870955715e-08	1.3837168172619787	7.060240721096691	44.0	0.7119923728911397	0.5311809223998368	0.9301868774733236	0.8222222222222222	3404716187.0
BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	paired_RNA	NA	NA	SLC6A8	author_case_row	45.0	45.0	mean_tumor_minus_normal_author_expression_scale	-0.0329812243195316	-0.2446791533457017	0.1787167047066383	0.7550187421791332	0.8262469254035797	paired_RNA	116.0	DONE	NA	CAMP_GSE37751_original_author_case_table	NA	0.4028397197118216	0.4768306886384827	-0.1991109158974635	-0.3139817673955198	44.0	-0.0747106548124811	-0.2386162094810496	0.1742861155760313	0.4444444444444444	4152683872.0
