source_id	path_or_url	source_commit	sha256
BRCA_mapping	results/BRCA/02_MAPPING/20260921T124136Z_mapping190_v2/relation_evidence.tsv	f18a215dc8a269e4f16c55011633d557f069f631	5ee9afa58a6bfdd3698c8667809d5b1c8b3923607138628d171f4b3a4f0e74c9
PRAD_mapping	results/PRAD/02_MAPPING/20260922T142000Z_discovery_v1/direct_relations.tsv	37a0d018a2188e373660a1161a6c8c72fc872c7c	384c0f682bba8c1a4c767437cbc07eda3e3d89da10cd29f6529b17e60888b6b1
COAD_mapping	results/COAD/02_MAPPING/20260922T053000Z_paired101_mapping_v1/main_relations.tsv	0720928cafcbdcd864d606eecf873923e25424f9	2fce64d11ff731bbefeaaaae7218a8bed2cddbabc900303f7ba7511477ff043b
PDAC_mapping	results/PDAC/02_MAPPING/20260922T055000Z_paired51_mapping_v2/direct_relations_v2.tsv	adedb6ba47bb7b20bb0780f4a96f9e7d3e1b167e	e128d35f88dcce264e95b858b06a1e04d35beb26b16f23656337b8603243bd02
GBM_workpool	results\GBM\01_CAMP\20260925T103000Z_discovery_v1\metabolite_workpool.tsv	NA	06241608e884297b431d745e6724cce5894bf8937f3000a5a60382b070956c78
