cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	group	n_donors	detected_cells	detection_fraction	mean_CP10K	median_log1p_CP10K	q75_log1p_CP10K	q90_log1p_CP10K	positive_cell_mean_log1p_CP10K
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T142407Z_lypla1_cell_pooled_v1	COAD_LYPLA1_cell_pooled_v1	cell_weighted_expression_description	NA	NA	LYPLA1	cell	4477	NA	cell_equal_mean_log1p_CP10K	0.6900592908276052	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	tumor_CNA	9	2549	0.5693544784453876	1.5882451646833493	0.6982357372738582	1.2433434352619295	1.6213083172949647	1.2120029207670413
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T142407Z_lypla1_cell_pooled_v1	COAD_LYPLA1_cell_pooled_v1	cell_weighted_expression_description	NA	NA	LYPLA1	cell	7885	NA	cell_equal_mean_log1p_CP10K	0.3582686607256959	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	tumor_CNN	11	2289	0.2902980342422321	0.8533811552427668	0.0	0.7103819116312198	1.3652348989391099	1.2341408430852392
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T142407Z_lypla1_cell_pooled_v1	COAD_LYPLA1_cell_pooled_v1	cell_weighted_expression_description	NA	NA	LYPLA1	cell	16138	NA	cell_equal_mean_log1p_CP10K	0.2649152181883893	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	normal_reference	10	3415	0.21161234353699343	0.6364464353197828	0.0	0.0	1.215564844988513	1.2518892506952346
