cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	original_p	original_q	original_q_family	original_ci_lower	original_ci_upper	loo_n	n_leaveouts	loo_rho_min	loo_rho_max	loo_rho_median	max_abs_rho_change	sign_retained	RNA_unique_values	metabolite_unique_values
BRCA	Tang2014	04_ROBUSTNESS	20260921T093756Z_candidate_discussion_v1	tang_three_loo_v1	descriptive_case_leave_one_out	KEGG:C00149	malate	MDH1	author_TCGA_case	20	NA	original_full_sample_Spearman_rho	0.7458646616541353	NA	NA	NA	NA	NA_no_new_inference	0	DONE	post_selection_descriptive;no_P_q_recomputed;20_leaveouts_are_not20_independent_replications	Tang2014;TCGA2015	KEGG:C00149|MDH1	0.0001	0.0163	Tang163_evaluable	0.4407548802886725	0.9196969696969696	19	20	0.7087719298245614	0.8175438596491227	0.7394736842105263	0.07167919799498734	20	20	20
BRCA	Tang2014	04_ROBUSTNESS	20260921T093756Z_candidate_discussion_v1	tang_three_loo_v1	descriptive_case_leave_one_out	KEGG:C00262	hypoxanthine	PNP	author_TCGA_case	20	NA	original_full_sample_Spearman_rho	0.6872180451127818	NA	NA	NA	NA	NA_no_new_inference	0	DONE	post_selection_descriptive;no_P_q_recomputed;20_leaveouts_are_not20_independent_replications	Tang2014;TCGA2015	KEGG:C00262|PNP	0.0006	0.0488999999999999	Tang163_evaluable	0.3605964430588684	0.8594270712087115	19	20	0.6473684210526316	0.7701754385964912	0.6798245614035088	0.08295739348370934	20	20	20
BRCA	Tang2014	04_ROBUSTNESS	20260921T093756Z_candidate_discussion_v1	tang_three_loo_v1	descriptive_case_leave_one_out	KEGG:C00242	guanine	PNP	author_TCGA_case	20	NA	original_full_sample_Spearman_rho	0.6706766917293233	NA	NA	NA	NA	NA_no_new_inference	0	DONE	post_selection_descriptive;no_P_q_recomputed;20_leaveouts_are_not20_independent_replications	Tang2014;TCGA2015	KEGG:C00242|PNP	0.0018	0.07335	Tang163_evaluable	0.3282553398572049	0.8713402271466296	19	20	0.6263157894736843	0.756140350877193	0.6578947368421053	0.08546365914786969	20	20	20
