cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	external_feature_id	n_bootstrap_valid	seed	CAMP_unadjusted_rho	CAMP_unadjusted_q	FUSCC_primary174_rho	FUSCC_primary174_q	interpretation
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00073	methionine	MAT1A	author_case_identifier	20.0	NA	Spearman_rho	0.3894736842105263	-0.1209672414390883	0.727362667929663	0.0919	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00073|MAT1A	237.0	2000.0	20260964.0	-0.0611324845701834	0.7798821428571429	-0.0472982737551924	0.8606307692307693	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00073	methionine	MAT2A	author_case_identifier	20.0	NA	Spearman_rho	-0.2090225563909774	-0.6073747347008913	0.2563763541143548	0.3778	0.7790207317073171	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00073|MAT2A	237.0	2000.0	20260965.0	-0.1406681738379654	0.4857795918367346	-0.0321692091667659	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	ARG1	author_case_identifier	20.0	NA	Spearman_rho	0.0945938148571767	-0.4413569423650885	0.539312780197282	0.6943	0.923316129032258	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00077|ARG1	258.0	2000.0	20260966.0	-0.2700687466948704	0.15705	-0.0914723215516761	0.5049551020408163	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	ARG2	author_case_identifier	20.0	NA	Spearman_rho	0.4796992481203007	-0.0253640706473867	0.8147753786001335	0.0325	0.2788157894736842	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00077|ARG2	258.0	2000.0	20260967.0	0.2056583818085668	0.2667124999999999	0.0941394486314752	0.4994170212765957	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	OAT	author_case_identifier	20.0	NA	Spearman_rho	-0.3849624060150376	-0.7618026658352709	0.1158301417956645	0.0948	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00077|OAT	258.0	2000.0	20260968.0	-0.0392913802221047	0.8638331125827815	-0.0636291329770453	0.6932883116883117	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	ODC1	author_case_identifier	20.0	NA	Spearman_rho	0.0300751879699248	-0.4190155606950956	0.48512490943031	0.9062	0.9777883116883116	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00077|ODC1	258.0	2000.0	20260969.0	0.2122157588577471	0.2554791044776119	-0.0007207793921064	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	OTC	author_case_identifier	20.0	NA	Spearman_rho	-0.5275781495689654	-0.7986649971596873	-0.1144299972125263	0.0167	0.2093923076923076	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00077|OTC	258.0	2000.0	20260970.0	0.1190904283447911	0.54705	-0.033435983390281	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00079	phenylalanine	PAH	author_case_identifier	20.0	NA	Spearman_rho	-0.2500002835140546	-0.6913795633788811	0.2859756067452748	0.2789	0.6993953846153846	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00079|PAH	89.0	2000.0	20260971.0	0.0222104706504494	0.899314024390244	0.0122442336174699	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00082	tyrosine	PAH	author_case_identifier	20.0	NA	Spearman_rho	-0.2334339996667377	-0.6475155066810317	0.2888832163055319	0.3308	0.73024	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00082|PAH	106.0	2000.0	20260972.0	0.0214172395557905	0.9015327272727274	0.0802192729156644	0.6032950819672132	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00082	tyrosine	TAT	author_case_identifier	20.0	NA	Spearman_rho	-0.0030075187969924	-0.4190032214952117	0.4909194528875378	0.9917	0.994	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00082|TAT	106.0	2000.0	20260973.0	0.0465891062929666	0.8569	-0.0319568985125096	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00095	fructose	KHK	author_case_identifier	20.0	NA	Spearman_rho	0.3037593984962406	-0.1053435114503816	0.6178072471703195	0.1857	0.5935117647058823	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00095|KHK	537.0	2000.0	20260974.0	0.1642886108850452	0.3892193181818182	-0.1706380685464431	0.0555142857142857	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00095	fructose	SORD	author_case_identifier	20.0	NA	Spearman_rho	0.1007518796992481	-0.3939209726443769	0.6560789846068887	0.6752	0.923316129032258	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00095|SORD	537.0	2000.0	20260975.0	0.395404674944938	0.0427499999999999	0.0853482226223177	0.5551888888888888	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00097	cysteine	CDO1	author_case_identifier	20.0	NA	Spearman_rho	-0.3323308270676692	-0.6846711846224464	0.1667988428824316	0.1513	0.5465702127659574	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00097|CDO1	224.0	2000.0	20260976.0	-0.3072448439978847	0.1056535714285714	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00097	cysteine	GCLC	author_case_identifier	20.0	NA	Spearman_rho	-0.3022556390977444	-0.7274205625978956	0.2216341505460159	0.1911	0.599025	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00097|GCLC	224.0	2000.0	20260977.0	0.1544685351665785	0.4405548387096774	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00099	beta-alanine	UPB1	author_case_identifier	20.0	NA	Spearman_rho	0.1518796992481203	-0.3359145873859045	0.5703668252388648	0.5191	0.8790237113402062	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00099|UPB1	28.0	2000.0	20260978.0	-0.2249160026678523	0.218655737704918	0.0574460305714023	0.771326582278481	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00106	uracil	DPYD	author_case_identifier	20.0	NA	Spearman_rho	0.0481203007518797	-0.5323838941892673	0.5390534610701404	0.841	0.949109655172414	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00106|DPYD	1277.0	2000.0	20260979.0	-0.2640401903754626	0.1611675	0.0635498665541195	0.6932883116883117	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00106	uracil	UPP1	author_case_identifier	20.0	NA	Spearman_rho	0.3774436090225564	-0.0788379988913525	0.6864074220631751	0.0999	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00106|UPP1	1277.0	2000.0	20260980.0	0.1170809095716551	0.5494112068965517	0.1295010252570654	0.2273225806451613	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00106	uracil	UPP2	author_case_identifier	20.0	NA	Spearman_rho	-0.6280557044377533	-0.8574738766980146	-0.2681202364451251	0.0028	0.09128	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00106|UPP2	1277.0	2000.0	20260981.0	-0.3242728714965626	0.0800590909090909	0.0240036496328716	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	CHKA	author_case_identifier	20.0	NA	Spearman_rho	-0.075187969924812	-0.5634669169333852	0.4468987066535662	0.7507	0.9241860294117648	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00114|CHKA	960.0	2000.0	20260982.0	0.049709148598625	0.8350300699300699	-0.0562680880865256	0.8049674999999998	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	CHKB	author_case_identifier	20.0	NA	Spearman_rho	-0.3097744360902256	-0.6273057498057498	0.0879883677594556	0.1836	0.5935117647058823	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00114|CHKB	960.0	2000.0	20260983.0	NA	NA	0.1747339510730988	0.04785	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	GDPD5	author_case_identifier	20.0	NA	Spearman_rho	0.3218045112781955	-0.1866594175261496	0.7123557969873509	0.1576	0.5465702127659574	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00114|GDPD5	960.0	2000.0	20260984.0	0.1388154415653093	0.4955679611650485	0.1064719778450817	0.4061526315789474	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	GPCPD1	author_case_identifier	20.0	NA	Spearman_rho	-0.0481203007518797	-0.4917228688685323	0.4047230570688654	0.8429	0.949109655172414	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00114|GPCPD1	960.0	2000.0	20260985.0	0.0241671073506081	0.899314024390244	-0.0482861398811449	0.8606307692307693	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00121	ribose	RBKS	author_case_identifier	20.0	NA	Spearman_rho	-0.5142857142857142	-0.7466049049699379	-0.1037864582724479	0.0204	0.2375142857142857	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00121|RBKS	622.0	2000.0	20260986.0	-0.1404204692957006	0.4895090909090909	0.0141080164663765	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00134	putrescine	ODC1	author_case_identifier	20.0	NA	Spearman_rho	0.4270676691729323	-0.0555003353969562	0.7117469355897323	0.0618	0.417932	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00134|ODC1	282.0	2000.0	20260987.0	0.1177015726924269	0.54705	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00135	histidine	HAL	author_case_identifier	20.0	NA	Spearman_rho	-0.0308386633316741	-0.4699462935269993	0.488746084840409	0.9015	0.9777883116883116	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00135|HAL	53.0	2000.0	20260988.0	-0.0670015864621893	0.7550211678832117	-0.0763572405345728	0.6202430769230769	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00140	N-acetylglucosamine	NAGK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Tang2014_original174	163	NOT_EVALUABLE	no_unique_author_name_match	Tang2014	KEGG:C00140|NAGK	NA	NA	NA	0.1975765997466795	0.2960148648648648	-0.0219118226928747	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PEPD	author_case_identifier	20.0	NA	Spearman_rho	0.2285714285714285	-0.2726167922478719	0.668725110934122	0.328	0.73024	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00148|PEPD	261.0	2000.0	20260990.0	0.0323638286620835	0.8839384615384615	0.0396075199260431	0.95265	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PRODH	author_case_identifier	20.0	NA	Spearman_rho	0.0270676691729323	-0.4476392980719348	0.509073421215732	0.908	0.9777883116883116	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00148|PRODH	261.0	2000.0	20260991.0	-0.0285563194077207	0.8987240506329114	-0.0045767110116297	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PYCR1	author_case_identifier	20.0	NA	Spearman_rho	0.3834586466165413	-0.0504298321114141	0.6679302501895376	0.1037	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00148|PYCR1	261.0	2000.0	20260992.0	0.3168693812797461	0.0966807692307692	-0.0131091055894241	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PYCR2	author_case_identifier	20.0	NA	Spearman_rho	0.1248120300751879	-0.3084553402148725	0.5344688065835959	0.6101	0.9172203389830508	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00148|PYCR2	261.0	2000.0	20260993.0	-0.0542041248016922	0.8288042553191489	-0.0161074890058692	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PYCR3	author_case_identifier	20.0	NA	Spearman_rho	0.3097744360902256	-0.1552325379035739	0.6497508232584249	0.1773	0.5935117647058823	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00148|PYCR3	261.0	2000.0	20260994.0	0.2101004759386567	0.263725352112676	-0.0302105821063381	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00149	malate	FH	author_case_identifier	20.0	NA	Spearman_rho	0.2345864661654135	-0.2694436786971457	0.6785040778141201	0.3196	0.73024	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00149|FH	667.0	2000.0	20260995.0	0.304071919619249	0.1056535714285714	0.2073520836528709	0.0174	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00149	malate	MDH1	author_case_identifier	20.0	NA	Spearman_rho	0.7458646616541353	0.4407548802886725	0.9196969696969696	0.0001	0.0163	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00149|MDH1	667.0	2000.0	20260996.0	0.236118455843469	0.2100857142857142	0.0162654089900492	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00149	malate	MDH2	author_case_identifier	20.0	NA	Spearman_rho	0.1142857142857142	-0.3132158536972069	0.5197439095726375	0.6386	0.9172203389830508	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00149|MDH2	667.0	2000.0	20260997.0	0.2641459545214172	0.1622414634146341	0.0477907099027359	0.8606307692307693	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00152	asparagine	ASNS	author_case_identifier	20.0	NA	Spearman_rho	0.3548872180451128	-0.1305322230016861	0.8207033064823694	0.1194	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00152|ASNS	25.0	2000.0	20260998.0	-0.1456901110523532	0.4764351063829787	-0.0115645085581817	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00153	nicotinamide	NAMPT	author_case_identifier	20.0	NA	Spearman_rho	0.0781954887218045	-0.4247810141536485	0.5353102061564138	0.7429	0.9241860294117648	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00153|NAMPT	1324.0	2000.0	20260999.0	-0.0612935639970781	0.7798821428571429	0.2153018874582534	0.009490909090909	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00153	nicotinamide	NNMT	author_case_identifier	20.0	NA	Spearman_rho	-0.0045112781954887	-0.530052645095018	0.501140858960671	0.9889	0.994	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00153|NNMT	1324.0	2000.0	20261000.0	-0.3370881595490735	0.0693	-0.0940703491603862	0.4994170212765957	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00158	citrate	ACLY	author_case_identifier	20.0	NA	Spearman_rho	-0.2541353383458646	-0.6205214899948837	0.2015607325148293	0.2781	0.6993953846153846	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00158|ACLY	648.0	2000.0	20261001.0	-0.3489628392157188	0.0693	0.0419854842607179	0.9308064516129032	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00158	citrate	CS	author_case_identifier	20.0	NA	Spearman_rho	-0.1774436090225564	-0.6030731414308708	0.3227311752679292	0.4502	0.8153622222222222	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00158|CS	648.0	2000.0	20261002.0	-0.188770161886938	0.318288	-0.0232031020855514	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00186	lactate	LDHA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Tang2014_original174	163	NEEDS_REVIEW	CAMP_L_lactate_key;author_unspecified_stereochemistry	Tang2014	KEGG:C00186|LDHA	604.0	NA	NA	0.1252776308831306	0.5252603773584905	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00186	lactate	LDHB	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Tang2014_original174	163	NEEDS_REVIEW	CAMP_L_lactate_key;author_unspecified_stereochemistry	Tang2014	KEGG:C00186|LDHB	604.0	NA	NA	-0.1190904283447911	0.54705	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00187	cholesterol	SOAT1	author_case_identifier	20.0	NA	Spearman_rho	0.3669172932330827	-0.1446164830574693	0.7082287924841115	0.1113	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00187|SOAT1	1102.0	2000.0	20261005.0	0.1415124272871496	0.48556875	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00187	cholesterol	SOAT2	author_case_identifier	20.0	NA	Spearman_rho	0.1977372569452537	-0.3475099891627578	0.6405332042695643	0.4064	0.7793317647058824	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00187|SOAT2	1102.0	2000.0	20261006.0	-0.3189846641988365	0.09234	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00189	ethanolamine	CHKA	author_case_identifier	20.0	NA	Spearman_rho	0.1443609022556391	-0.4093437867534799	0.6341848907252061	0.5479	0.8866554455445544	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00189|CHKA	955.0	2000.0	20261007.0	0.2301956636700158	0.21717	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00189	ethanolamine	CHKB	author_case_identifier	20.0	NA	Spearman_rho	-0.1639097744360902	-0.4644702745614955	0.1680672363814327	0.4817	0.8442698924731182	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00189|CHKB	955.0	2000.0	20261008.0	NA	NA	NA	NA	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
