cancer	cohort	stable_gene_id	gene	source_feature_id	source_symbol	match_method	status	reason	source_id
PDAC	GSE263733	UniProtKB:Q5QJU3	ACER2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q5QJU3	ACER2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q5QJU3	ACER2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P53396	ACLY	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P53396	ACLY	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P53396	ACLY	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P21399	ACO1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P21399	ACO1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P21399	ACO1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q86TX2	ACOT1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q86TX2	ACOT1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q86TX2	ACOT1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q8WXI4	ACOT11	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q8WXI4	ACOT11	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q8WXI4	ACOT11	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q9NPJ3	ACOT13	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q9NPJ3	ACOT13	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q9NPJ3	ACOT13	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P49753	ACOT2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P49753	ACOT2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P49753	ACOT2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q8N9L9	ACOT4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q8N9L9	ACOT4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q8N9L9	ACOT4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:O00154	ACOT7	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:O00154	ACOT7	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:O00154	ACOT7	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:O14734	ACOT8	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:O14734	ACOT8	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:O14734	ACOT8	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q9Y305	ACOT9	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q9Y305	ACOT9	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q9Y305	ACOT9	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:O95573	ACSL3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:O95573	ACSL3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:O95573	ACSL3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q08AH1	ACSM1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q08AH1	ACSM1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q08AH1	ACSM1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q08AH3	ACSM2A	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q08AH3	ACSM2A	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q08AH3	ACSM2A	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q68CK6	ACSM2B	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q68CK6	ACSM2B	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q68CK6	ACSM2B	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P0C7M7	ACSM4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P0C7M7	ACSM4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P0C7M7	ACSM4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q96HD9	ACY3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q96HD9	ACY3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q96HD9	ACY3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P00813	ADA	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P00813	ADA	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P00813	ADA	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q9NZK5	ADA2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q9NZK5	ADA2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q9NZK5	ADA2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P07327	ADH1A	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P07327	ADH1A	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P07327	ADH1A	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P00325	ADH1B	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P00325	ADH1B	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P00325	ADH1B	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P00326	ADH1C	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P00326	ADH1C	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P00326	ADH1C	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P08319	ADH4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P08319	ADH4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P08319	ADH4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P11766	ADH5	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P11766	ADH5	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P11766	ADH5	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P28332	ADH6	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P28332	ADH6	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P28332	ADH6	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P40394	ADH7	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P40394	ADH7	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P40394	ADH7	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q8IWW8	ADHFE1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q8IWW8	ADHFE1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q8IWW8	ADHFE1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q3LIE5	ADPRM	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q3LIE5	ADPRM	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q3LIE5	ADPRM	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q9BSE5	AGMAT	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q9BSE5	AGMAT	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q9BSE5	AGMAT	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P21549	AGXT	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P21549	AGXT	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P21549	AGXT	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q9BYV1	AGXT2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q9BYV1	AGXT2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q9BYV1	AGXT2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P23526	AHCY	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P23526	AHCY	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P23526	AHCY	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:O95831	AIFM1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:O95831	AIFM1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:O95831	AIFM1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q9BRQ8	AIFM2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q9BRQ8	AIFM2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q9BRQ8	AIFM2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P27144	AK4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P27144	AK4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P27144	AK4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q5TCS8	AK9	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q5TCS8	AK9	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q5TCS8	AK9	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P14550	AKR1A1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P14550	AKR1A1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P14550	AKR1A1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P15121	AKR1B1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P15121	AKR1B1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P15121	AKR1B1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:Q04828	AKR1C1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:Q04828	AKR1C1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:Q04828	AKR1C1	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P52895	AKR1C2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P52895	AKR1C2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P52895	AKR1C2	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P42330	AKR1C3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P42330	AKR1C3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
PDAC	GSE242230	UniProtKB:P42330	AKR1C3	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE242230
PDAC	GSE263733	UniProtKB:P17516	AKR1C4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE263733
PDAC	GSE278688	UniProtKB:P17516	AKR1C4	NA	NA	NA	ACCESS_BLOCKED	New cellwise log1p10k source extraction not run;historical pseudobulk not substituted	GSE278688
