module_id	module	gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
M10	半胱氨酸与抗氧化背景	FOLH1	Wu2021	DONE	NA	Endothelial	Endothelial	24	0.05014393209259673	0.728
M10	半胱氨酸与抗氧化背景	FOLH1	Pal2021_reprocessed	DONE	NA	Endothelial	Endothelial	23	0.0378694732058969	1.0
M10	半胱氨酸与抗氧化背景	GLS	Wu2021	DONE	NA	Endothelial	Endothelial	24	0.2494653201914888	0.785
M10	半胱氨酸与抗氧化背景	GLS	Pal2021_reprocessed	DONE	NA	Endothelial	Endothelial	23	0.22559818587289113	0.964
M10	半胱氨酸与抗氧化背景	GLS2	Wu2021	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.013858228594218097	0.847
M10	半胱氨酸与抗氧化背景	GLS2	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.007380267698945014	NA
M10	半胱氨酸与抗氧化背景	GLUL	Wu2021	DONE	NA	Myeloid	Myeloid	26	0.7318867464882862	0.984
M10	半胱氨酸与抗氧化背景	GLUL	Pal2021_reprocessed	DONE	NA	Myeloid	Myeloid	30	0.6081745021829451	1.0
M10	半胱氨酸与抗氧化背景	GOT1	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2690767183910951	0.881
M10	半胱氨酸与抗氧化背景	GOT1	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.10619193402557416	0.995
M10	半胱氨酸与抗氧化背景	GOT2	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.26313019938138227	0.495
M10	半胱氨酸与抗氧化背景	GOT2	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.1562445759136066	0.997
M10	半胱氨酸与抗氧化背景	OAT	Wu2021	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.6293088039029497	0.988
M10	半胱氨酸与抗氧化背景	OAT	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.37393952229495553	0.999
M10	半胱氨酸与抗氧化背景	TAT	Wu2021	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.04619901503519761	0.938
M10	半胱氨酸与抗氧化背景	TAT	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.032195308653484855	0.991
M10	半胱氨酸与抗氧化背景	GSS	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2997292943829862	0.849
M10	半胱氨酸与抗氧化背景	GSS	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.1294909857190932	0.99
M10	半胱氨酸与抗氧化背景	PEPD	Wu2021	DONE	NA	Myeloid	Myeloid	26	0.3122209279984801	0.933
M10	半胱氨酸与抗氧化背景	PEPD	Pal2021_reprocessed	DONE	NA	Myeloid	Myeloid	30	0.15632231468112964	0.608
M10	半胱氨酸与抗氧化背景	SHMT1	Wu2021	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.17002799430317922	0.885
M10	半胱氨酸与抗氧化背景	SHMT1	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.05482723270192949	0.895
M10	半胱氨酸与抗氧化背景	SHMT2	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.3325361491556528	0.995
M10	半胱氨酸与抗氧化背景	SHMT2	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.16337946232255743	0.915
M10	半胱氨酸与抗氧化背景	GSR	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.1586446643036416	1.0
M10	半胱氨酸与抗氧化背景	GSR	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.06483381053741535	0.98
M10	半胱氨酸与抗氧化背景	SLC6A6	Wu2021	DONE	NA	Fibroblasts	Fibroblasts	23	0.15842738760577874	0.795
M10	半胱氨酸与抗氧化背景	SLC6A6	Pal2021_reprocessed	DONE	NA	Endothelial	Endothelial	23	0.12301293057768209	0.933
M11	色氨酸犬尿氨酸与髓系背景	AFMID	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2899685076505993	0.826
M11	色氨酸犬尿氨酸与髓系背景	AFMID	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.20377732635338566	1.0
M11	色氨酸犬尿氨酸与髓系背景	KMO	Wu2021	DONE	NA	Myeloid	Myeloid	26	0.13145972454465749	0.947
M11	色氨酸犬尿氨酸与髓系背景	KMO	Pal2021_reprocessed	DONE	NA	Myeloid	Myeloid	30	0.05056387642772537	0.762
M11	色氨酸犬尿氨酸与髓系背景	KYNU	Wu2021	DONE	NA	Myeloid	Myeloid	26	0.3050631185546465	0.997
M11	色氨酸犬尿氨酸与髓系背景	KYNU	Pal2021_reprocessed	DONE	NA	Myeloid	Myeloid	30	0.15518848634692925	1.0
M12	肌酸肌酐	CKB	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.2439676626229633	0.615
M12	肌酸肌酐	CKB	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.2183288345808745	0.635
M12	肌酸肌酐	CKM	Wu2021	DONE	NA	Myeloid	Myeloid	26	0.015098987503918655	1.0
M12	肌酸肌酐	CKM	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Myeloid	30	0.007759627478631905	NA
M12	肌酸肌酐	GAMT	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.31109696451795477	0.554
M12	肌酸肌酐	GAMT	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.21013230329839883	0.995
M12	肌酸肌酐	SLC6A8	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.09965765814830138	0.974
M12	肌酸肌酐	SLC6A8	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.09802700755550633	0.977
M12	肌酸肌酐	SLC22A2	Wu2021	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Perivascular	24	0.0006621103708613322	NA
M12	肌酸肌酐	SLC22A2	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Perivascular	15	0.0009389939622497761	NA
M12	肌酸肌酐	SLC47A1	Wu2021	DONE		Myeloid	Myeloid	26	0.033327407902098045	0.914
M12	肌酸肌酐	SLC47A1	Pal2021_reprocessed	DONE		Myeloid	Myeloid	30	0.015514644557016545	0.864
M12	肌酸肌酐	SLC47A2	Wu2021	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Nonmalignant_epithelial	10	0.001764270251858474	NA
M12	肌酸肌酐	SLC47A2	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.0011201979640143615	NA
M13	TCA节点不均一变化	SDHA	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.3921243707450345	0.965
M13	TCA节点不均一变化	SDHA	Pal2021_reprocessed	DONE		Malignant_epithelial	Malignant_epithelial	33	0.1996384688523395	0.794
M13	TCA节点不均一变化	SDHB	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.4847934530762072	0.972
M13	TCA节点不均一变化	SDHB	Pal2021_reprocessed	DONE		Myeloid	Myeloid	30	0.19680026115203242	0.828
M13	TCA节点不均一变化	SDHC	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.7157859779729135	1.0
M13	TCA节点不均一变化	SDHC	Pal2021_reprocessed	DONE		Malignant_epithelial	Malignant_epithelial	33	0.4808676288803304	1.0
M13	TCA节点不均一变化	SDHD	Wu2021	DONE		Myeloid	Myeloid	26	0.2982218708899904	0.38
M13	TCA节点不均一变化	SDHD	Pal2021_reprocessed	DONE		Perivascular	Perivascular	15	0.16038125694838995	0.657
M13	TCA节点不均一变化	SLC13A3	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.037542440446787416	0.553
M13	TCA节点不均一变化	SLC13A3	Pal2021_reprocessed	DONE		Fibroblasts	Fibroblasts	30	0.008892264234015413	0.662
M13	TCA节点不均一变化	SLC25A10	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.16263118098752452	1.0
M13	TCA节点不均一变化	SLC25A10	Pal2021_reprocessed	DONE		Malignant_epithelial	Malignant_epithelial	33	0.09699019818563805	1.0
M13	TCA节点不均一变化	SUCLA2	Wu2021	DONE		Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.24746855633805448	0.525
M13	TCA节点不均一变化	SUCLA2	Pal2021_reprocessed	DONE		Perivascular	Perivascular	15	0.12313524413334544	1.0
M13	TCA节点不均一变化	SUCLG1	Wu2021	DONE		Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.5502640827223629	0.965
M13	TCA节点不均一变化	SUCLG1	Pal2021_reprocessed	DONE		Malignant_epithelial	Malignant_epithelial	33	0.2929927606838115	0.938
M13	TCA节点不均一变化	SUCLG2	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.35164528009324697	0.746
M13	TCA节点不均一变化	SUCLG2	Pal2021_reprocessed	DONE		Malignant_epithelial	Malignant_epithelial	33	0.21538757421712038	0.548
M13	TCA节点不均一变化	FH	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.3769928093120195	0.997
M13	TCA节点不均一变化	FH	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.14720893001943275	1.0
M13	TCA节点不均一变化	MDH1	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.5841528818186899	0.871
M13	TCA节点不均一变化	MDH1	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.31407879405543426	0.965
M13	TCA节点不均一变化	MDH2	Wu2021	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.7586745213248328	1.0
M13	TCA节点不均一变化	MDH2	Pal2021_reprocessed	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.4924333123568161	1.0
M14	尿嘧啶降解	DPYD	Wu2021	DONE	NA	Myeloid	Myeloid	26	0.24875042549573476	1.0
M14	尿嘧啶降解	DPYD	Pal2021_reprocessed	DONE	NA	Myeloid	Myeloid	30	0.1293650918313014	1.0
M14	尿嘧啶降解	SLC29A2	Wu2021	DONE		Malignant_epithelial	Malignant_epithelial	20	0.10825403506589722	0.998
M14	尿嘧啶降解	SLC29A2	Pal2021_reprocessed	DONE		Malignant_epithelial	Malignant_epithelial	33	0.05232978542222368	0.961
M14	尿嘧啶降解	UPP1	Wu2021	DONE	NA	Endothelial	Endothelial	24	0.38181024603957764	0.959
M14	尿嘧啶降解	UPP1	Pal2021_reprocessed	DONE	NA	Endothelial	Endothelial	23	0.21125886237321237	0.551
M14	尿嘧啶降解	UPP2	Wu2021	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	20	0.0007532647747341754	NA
M14	尿嘧啶降解	UPP2	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.0003557146398191043	NA
M14	尿嘧啶降解	DPYS	Wu2021	DONE	NA	Fibroblasts	Fibroblasts	23	0.012413675776582575	0.998
M14	尿嘧啶降解	DPYS	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Fibroblasts	30	0.004413763766948887	NA
M14	尿嘧啶降解	UPB1	Wu2021	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Endothelial	24	0.004549859104117124	NA
M14	尿嘧啶降解	UPB1	Pal2021_reprocessed	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Endothelial	23	0.0032938843095243475	NA
M15	赖氨酸与AASS背景	AASS	Wu2021	DONE	NA	Fibroblasts	Fibroblasts	23	0.08610458093909357	0.888
M15	赖氨酸与AASS背景	AASS	Pal2021_reprocessed	DONE	NA	Fibroblasts	Fibroblasts	30	0.05055605690939104	0.726
