module_id	module	gene	n_shared_celltypes	interpretation	ER+_status	ER+_reason	ER+_top	ER+_second	ER+_effect	ER+_gap	ER+_n	ER+_detection	ER+_top_cn	ER+_shared_top	ER+_shared_status	HER2+_status	HER2+_reason	HER2+_top	HER2+_second	HER2+_effect	HER2+_gap	HER2+_n	HER2+_detection	HER2+_top_cn	HER2+_shared_top	HER2+_shared_status	TNBC_status	TNBC_reason	TNBC_top	TNBC_second	TNBC_effect	TNBC_gap	TNBC_n	TNBC_detection	TNBC_top_cn	TNBC_shared_top	TNBC_shared_status	same_top_all3	same_top_shared3	status	pattern	equal_subtype_top	omit_ER+_top	omit_HER2+_top	omit_TNBC_top	omit_one_equal_subtype_top_changes
M03	胆碱与溶血磷脂重塑背景	PCYT1A	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.102364061887208	0.0007238637548632881	11	0.1107687805717737	内皮细胞	Endothelial	DONE	DONE		Endothelial	Fibroblasts	0.1530732781607218	0.0395432218422878	4	0.1787484107785911	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.1110826975031377	0.0083342826564691	9	0.1113362051852834	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
M03	胆碱与溶血磷脂重塑背景	PCYT1B	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0040731491918486	0.0036376978847099005	11	0.0039830687796889	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.001620256571992	0.0007164876832843	4	0.0031645569620253	不可判定	NA	NOT_EVALUABLE	DONE		Nonmalignant_epithelial	Fibroblasts	0.0227969060842012	0.021809412250742	4	0.0117772108843537	非恶性上皮	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
M03	胆碱与溶血磷脂重塑背景	LYPLA1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.7946105550845289	0.246671673073815	9	0.6271850095132405	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.7208008895175548	0.28518940613126825	3	0.7019426352619383	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.5802062905090406	0.2483144399636284	8	0.5462366228992297	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M03	胆碱与溶血磷脂重塑背景	LYPLA2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Endothelial	0.2478746446604238	0.05805904220629782	9	0.3007976683878884	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.5509762956440497	0.3652649393341184	3	0.6562167951056559	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.3829246514117609	0.16283438235278122	8	0.4548817898371142	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M03	胆碱与溶血磷脂重塑背景	ENPP2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.4431380893585474	0.33195564405010636	11	0.2845849130803947	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.380294856811177	0.2559899686619492	4	0.2602142237388383	内皮细胞	Endothelial	DONE	DONE		Endothelial	Fibroblasts	0.4907280106336805	0.3516196536766047	9	0.3096903052746136	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
M03	胆碱与溶血磷脂重塑背景	LPCAT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Endothelial	0.087969591135748	0.005953653182048699	11	0.082702705156337	髓系细胞	Myeloid	DONE	DONE		B_cells	Myeloid	0.1298423610422185	0.000581821860407894	5	0.0868857853632999	B细胞	B_cells	DONE	DONE		Myeloid	Endothelial	0.1413651113871316	0.032580418382039886	10	0.1131115398959908	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
M03	胆碱与溶血磷脂重塑背景	LPCAT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Endothelial	0.2789018893661862	0.026251705357649424	11	0.2403355809261367	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.338397695557605	0.07028652227102039	5	0.3904827094868134	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.2692241685521799	0.031665202591088404	10	0.2499780670509498	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
M03	胆碱与溶血磷脂重塑背景	LPCAT3	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2678781920931827	0.06765129231797579	4	0.4192798152276367	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Endothelial	0.2618449965237749	0.16211799336943722	3	0.4224592533833207	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1982853584617016	0.0019482381438769014	8	0.3039792805648636	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M03	胆碱与溶血磷脂重塑背景	LPCAT4	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	T_NK_cells	0.2793250456311702	0.19224005086340812	11	0.2256946197689021	内皮细胞	Endothelial	DONE	DONE		Endothelial	T_NK_cells	0.3256652862077525	0.20058621814240388	4	0.2797763463725723	内皮细胞	Endothelial	DONE	DONE		Endothelial	T_NK_cells	0.2531611873365855	0.13178527578492127	9	0.2093197433457354	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
M03	胆碱与溶血磷脂重塑背景	ABHD12	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Malignant_epithelial	0.4202161053194692	0.09370797294357736	11	0.3291262555723445	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.5127965792924132	0.268574673797026	5	0.4981955199998976	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.4140318117702651	0.12296530248000781	10	0.3381124540516195	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
M04	嘌呤降解与回收背景	ADA	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	T_NK_cells	0.121653516112504	0.04012105023610009	11	0.1260385680536374	内皮细胞	Endothelial	DONE	DONE		Endothelial	Perivascular	0.1412718283821204	0.035492276625411406	4	0.1577810603719883	内皮细胞	Endothelial	DONE	DONE		Perivascular	T_NK_cells	0.1670439885256212	0.005124286362314184	9	0.1462739700776554	血管周细胞	Perivascular	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Endothelial	Endothelial	Endothelial	Endothelial	False
M04	嘌呤降解与回收背景	ADA2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Plasma_cells	0.4869731475218085	0.3018181687593013	11	0.36874557871448	髓系细胞	Myeloid	DONE	DONE		Myeloid	T_NK_cells	0.6016186082187043	0.5383186675729817	5	0.5398749609789281	髓系细胞	Myeloid	DONE	DONE		Myeloid	Plasma_cells	0.498939924618597	0.3279798758238095	10	0.390386193699137	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
M04	嘌呤降解与回收背景	AHCY	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.4830274672784189	0.011409060462823195	4	0.5875712480263721	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5581727325910968	0.2623542103631681	3	0.6605256203632061	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.5795939284686691	0.02068341311421318	8	0.5617927060827225	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M04	嘌呤降解与回收背景	SLC29A2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0642145222574014	0.023526836893623504	9	0.0957942421098272	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	T_NK_cells	0.0700211168360659	0.0642239438367006	3	0.1732737114019004	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0501654142321865	0.0217120452203704	8	0.0978889235154747	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M04	嘌呤降解与回收背景	NT5C2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Nonmalignant_epithelial	0.1043674272508318	0.016254616317536205	11	0.1090202071380529	内皮细胞	Endothelial	DONE	DONE		Malignant_epithelial	Myeloid	0.1550785174731486	0.021137185859459007	3	0.3146073501812485	恶性上皮	Malignant_epithelial	DONE	DONE		Myeloid	Malignant_epithelial	0.1339764737191313	0.0368834502680431	10	0.1299537220779273	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Endothelial	True
M04	嘌呤降解与回收背景	PNP	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	B_cells	0.6573183870666581	0.3779990649196807	11	0.4338537490516475	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.9279295338709702	0.5174826704303326	4	0.5767416088551275	内皮细胞	Endothelial	DONE	DONE		Endothelial	Myeloid	0.7610148558251013	0.5093144253563778	9	0.4672191434838527	内皮细胞	Endothelial	DONE	True	True	DONE	SAME_TOP	Endothelial	Endothelial	Endothelial	Endothelial	False
M04	嘌呤降解与回收背景	HPRT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2766954437958031	0.05622907424363119	4	0.4122950035696627	非恶性上皮	Malignant_epithelial	DONE	DONE		Myeloid	Malignant_epithelial	0.2897891738428949	0.00661358817128227	5	0.3769418064096586	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Perivascular	0.36306251052133	0.12972845466033947	8	0.4321080768528005	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Myeloid	True
M04	嘌呤降解与回收背景	GDA	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0012940653569681	0.001077574247283	8	0.0011904761904761	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0007378619426513	0.0004282956255666	3	0.001921719897471	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0002699492858777	0.00017916363546345094	9	0.0005941770647653	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
M05	丝氨酸甘氨酸与同工酶相反RNA	SHMT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1259836564389931	0.05156887003583219	4	0.2581975246263115	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.0587462490537079	0.0312803566027646	3	0.1479203966442631	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0827583296909346	0.006694205043402401	8	0.1431216295497235	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M05	丝氨酸甘氨酸与同工酶相反RNA	SHMT2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.1604435277728599	0.00047805969081968214	11	0.1726278741490771	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.3333752114775528	0.15311026441955727	3	0.5212265734628047	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.352168978773678	0.12652908444434496	8	0.4046950821144698	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M05	丝氨酸甘氨酸与同工酶相反RNA	GSS	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.197337996602487	0.006218056648299081	4	0.3301218850979352	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.2812566614608364	0.15232716995586468	3	0.4469754878127731	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2117418315473636	0.015495361337706903	8	0.306311330818806	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M05	丝氨酸甘氨酸与同工酶相反RNA	PEPD	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.3259828749103249	0.05609398828987089	11	0.2898055061430022	髓系细胞	Myeloid	DONE	DONE		Myeloid	Fibroblasts	0.3578120938152013	0.08931843573024278	5	0.4082926383336779	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.3420229741452351	0.03390095060891529	8	0.4103632061463518	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
M06	烟酰胺与甲基化产物	NAMPT	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	1.1948415506846446	0.2763719179192242	11	0.620316034371471	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	1.5241016289105231	0.7547846698985154	5	0.8012184492526488	髓系细胞	Myeloid	DONE	DONE		Myeloid	Nonmalignant_epithelial	1.2529122867143008	0.5282104531621017	10	0.6435575090208874	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
M06	烟酰胺与甲基化产物	NNMT	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Endothelial	1.8086893759768612	0.6383066004557583	9	0.7638979040109461	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Perivascular	1.6058618099036948	0.5554330323425258	5	0.7302165880047843	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Perivascular	1.652455248167758	0.649024621201973	9	0.686016379075685	成纤维细胞	Fibroblasts	DONE	True	True	DONE	SAME_TOP	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	False
M06	烟酰胺与甲基化产物	SLC29A2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0642145222574014	0.023526836893623504	9	0.0957942421098272	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	T_NK_cells	0.0700211168360659	0.0642239438367006	3	0.1732737114019004	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0501654142321865	0.0217120452203704	8	0.0978889235154747	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M06	烟酰胺与甲基化产物	AOX1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Malignant_epithelial	0.067006126242311	0.028941671089502602	9	0.0613843545861588	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Perivascular	0.0528579997815681	0.049291525927620095	5	0.0651723135564898	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Malignant_epithelial	0.0688778863631875	0.06287628343866869	9	0.0730771541609315	成纤维细胞	Fibroblasts	DONE	True	True	DONE	SAME_TOP	Fibroblasts	Fibroblasts	Fibroblasts	Fibroblasts	False
M06	烟酰胺与甲基化产物	SLC22A2	7	descriptive_only;not_subtype_specificity_or_causality	NOT_EVALUABLE	low_detection	NA	NA	0.0011567077115357	0.000581482290749	9	0.001447264992833	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0005565629722442	0.0005565629722442	5	0.0021871280734806	不可判定	NA	NOT_EVALUABLE	NOT_EVALUABLE	low_detection	NA	NA	0.0019311742583814	0.0016481134737729999	9	0.0008680555555555	不可判定	NA	NOT_EVALUABLE	False	False	NOT_EVALUABLE	LOW_DETECTION_OR_COVERAGE	NA	NA	NA	NA	NA
M06	烟酰胺与甲基化产物	AHCY	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.4830274672784189	0.011409060462823195	4	0.5875712480263721	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5581727325910968	0.2623542103631681	3	0.6605256203632061	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.5795939284686691	0.02068341311421318	8	0.5617927060827225	恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M07	糖酵解节点与磷酸戊糖背景	GPI	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Perivascular	0.3638157588891232	0.08626783399675791	9	0.388671120282982	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.6896564824320044	0.2457928765924624	3	0.695222217998356	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Perivascular	0.5823135976541374	0.1572027792350349	8	0.538835877811355	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M07	糖酵解节点与磷酸戊糖背景	MPI	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0998620708807683	0.03621527929164001	4	0.2029593354804098	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.0878484158339035	0.0371093013054684	3	0.210937165451668	恶性上皮	Malignant_epithelial	DONE	DONE		Nonmalignant_epithelial	Fibroblasts	0.0704922571415175	0.009571932126139694	4	0.110782050126894	非恶性上皮	Fibroblasts	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M07	糖酵解节点与磷酸戊糖背景	PFKL	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.3110302582596336	0.015438979400825614	11	0.2676078760652336	内皮细胞	Endothelial	DONE	DONE		Malignant_epithelial	Myeloid	0.4807719494954228	0.11077392851994178	3	0.620479386534892	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.3789689239519548	0.05599754519088013	8	0.4463443526158331	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M07	糖酵解节点与磷酸戊糖背景	PFKM	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Fibroblasts	Perivascular	0.1103008031921818	0.0013472217778576073	9	0.1155281889119047	成纤维细胞	Fibroblasts	DONE	DONE		Fibroblasts	Endothelial	0.0982904851329869	0.0261898587426891	5	0.132861289133236	成纤维细胞	Fibroblasts	DONE	DONE		Perivascular	Fibroblasts	0.1268184840663718	0.03043407919995901	9	0.1146105299681615	血管周细胞	Perivascular	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Perivascular	Perivascular	Perivascular	Fibroblasts	True
M07	糖酵解节点与磷酸戊糖背景	PFKP	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Nonmalignant_epithelial	0.1375633935151123	0.052857338252443695	11	0.1363007231131362	内皮细胞	Endothelial	DONE	DONE		T_NK_cells	Perivascular	0.1308186348757467	0.00022440413977109497	5	0.0990265914900448	T/NK细胞	T_NK_cells	DONE	DONE		Malignant_epithelial	Endothelial	0.2964073039546939	0.1548854404185166	8	0.3255033568451907	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Endothelial	True
M07	糖酵解节点与磷酸戊糖背景	LDHA	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Perivascular	1.374679930763422	0.09869063697365599	4	0.8521578049028373	非恶性上皮	Perivascular	DONE	DONE		Perivascular	Malignant_epithelial	1.635142593334316	0.00567365148339527	4	0.7825107996785212	血管周细胞	Perivascular	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.6680735211940534	0.2965187611465816	8	0.830386103863097	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Perivascular	True
M07	糖酵解节点与磷酸戊糖背景	LDHB	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Perivascular	T_NK_cells	1.0508936466490426	0.14413465893452304	11	0.5776019686659744	血管周细胞	Perivascular	DONE	DONE		Perivascular	T_NK_cells	1.0919998572574436	0.08217686558061099	4	0.6766726943942134	血管周细胞	Perivascular	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.4359108556523643	0.2237712076639089	8	0.5717662094007534	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Perivascular	Malignant_epithelial	Perivascular	Perivascular	True
M07	糖酵解节点与磷酸戊糖背景	IDNK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.0565038372971475	0.004626619132473399	11	0.0547419988904913	髓系细胞	Myeloid	DONE	DONE		Myeloid	T_NK_cells	0.0413929477581833	0.0024165921458934037	5	0.0868746017788425	髓系细胞	Myeloid	DONE	DONE		Nonmalignant_epithelial	T_NK_cells	0.0700358789439316	0.018963400570587693	4	0.0756255537535102	非恶性上皮	T_NK_cells	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	T_NK_cells	Myeloid	Myeloid	True
M07	糖酵解节点与磷酸戊糖背景	PGD	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Nonmalignant_epithelial	0.3298579961706314	0.09732942563222607	11	0.2878683126529173	髓系细胞	Myeloid	DONE	DONE		Malignant_epithelial	Myeloid	0.5387850836931706	0.0783979694080042	3	0.6017073102429616	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.5690157052196667	0.14022748944130953	8	0.4969062454777787	恶性上皮	Malignant_epithelial	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Myeloid	True
M07	糖酵解节点与磷酸戊糖背景	RBKS	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Endothelial	Myeloid	0.2967830915655081	0.0009614743749419841	11	0.1843363380061365	内皮细胞	Endothelial	DONE	DONE		Myeloid	Endothelial	0.4129723897300698	0.041966839011168156	5	0.3055165306341776	髓系细胞	Myeloid	DONE	DONE		Myeloid	Endothelial	0.3284280873724227	0.11976255583695869	10	0.2239158799027013	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Myeloid	False
M08	多元醇与果糖	SORD	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.3240374776612087	0.07238857757183881	9	0.3403338564951967	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.1129626265125192	0.0430958204949195	3	0.2411957324947529	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1758001977710512	0.07073042170486309	8	0.2546290949925132	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M08	多元醇与果糖	KHK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0509482656850435	0.0157200726531311	4	0.1241601837127788	非恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.0365521794952563	0.014680497505112997	3	0.0916399822987353	恶性上皮	Malignant_epithelial	DONE	DONE		Nonmalignant_epithelial	Plasma_cells	0.0522180967224327	0.0045993428648425025	4	0.0647240242675436	非恶性上皮	Malignant_epithelial	DONE	False	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
M09	氨基糖与糖基化前体背景	NAGK	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Myeloid	Fibroblasts	0.5326078604444539	0.22036243339457168	11	0.400226452805215	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.5073422396120221	0.23100790777332098	5	0.4968947271163413	髓系细胞	Myeloid	DONE	DONE		Myeloid	Malignant_epithelial	0.5365867196396249	0.24020621226825428	10	0.4107077948980507	髓系细胞	Myeloid	DONE	True	True	DONE	SAME_TOP	Myeloid	Myeloid	Myeloid	Myeloid	False
M09	氨基糖与糖基化前体背景	AMDHD2	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Myeloid	0.1371363318328202	0.016895398845384907	9	0.1892988411520939	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Myeloid	0.153287801188657	0.03308893116752011	3	0.3290775981649641	恶性上皮	Malignant_epithelial	DONE	DONE		Myeloid	Fibroblasts	0.1332236006142615	0.0614364207238159	10	0.1347766765800915	髓系细胞	Myeloid	DONE	False	False	DONE	DIFFERENT_TOP_DESCRIPTIVE	Myeloid	Myeloid	Myeloid	Malignant_epithelial	True
M09	氨基糖与糖基化前体背景	GNPNAT1	7	descriptive_only;not_subtype_specificity_or_causality	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.179166967858389	0.03243046643156311	9	0.2334975391531019	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Fibroblasts	0.2483675584167241	0.1507667926324171	3	0.4458375654303763	恶性上皮	Malignant_epithelial	DONE	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1903618056204729	0.060371864534255804	8	0.28088573362853	恶性上皮	Malignant_epithelial	DONE	True	True	DONE	SAME_TOP	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	False
