module_id	module	metabolite_name	cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	statistics_reused	in_original117	previous_p	previous_q	previous_effect	previous_run	seed	bootstrap_valid
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00064	ASNS	author_case_row	60.0	NA	Spearman_rho	-0.4397888302306197	-0.6320325827869804	-0.2029944909168789	0.0005	0.019125	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|ASNS	True	True	0.0005	0.0146571428571428	-0.4397888302306197	20260921T103911Z_camp_pair_sensitivity_v1	790026704.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00064	ASNS	author_case_row	60.0	NA	Spearman_rho	-0.4397888302306197	-0.620087771458352	-0.2014354366494602	0.0006	0.0286875	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|ASNS	True	True	0.0006	0.0219857142857142	-0.4397888302306197	20260921T103911Z_camp_pair_sensitivity_v1	92242170.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00064	GLS	author_case_row	60.0	NA	Spearman_rho	-0.2172825784940261	-0.4547115637220345	0.0496103650396853	0.0979	0.2655797872340425	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS	True	True	0.0979	0.2575523076923077	-0.2172825784940261	20260921T103911Z_camp_pair_sensitivity_v1	3194632901.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00064	GLS	author_case_row	60.0	NA	Spearman_rho	-0.2172825784940261	-0.4644165064348806	0.0558689155635353	0.0947	0.2981296296296297	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS	True	True	0.0947	0.2792017241379311	-0.2172825784940261	20260921T103911Z_camp_pair_sensitivity_v1	2032253961.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00064	GLS2	author_case_row	60.0	NA	Spearman_rho	0.2330091692136705	-0.0192321466426456	0.4673925417827133	0.0729	0.22670121951219513	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS2	True	True	0.0729	0.2255431034482758	0.2330091692136705	20260921T103911Z_camp_pair_sensitivity_v1	3942962222.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00064	GLS2	author_case_row	60.0	NA	Spearman_rho	0.2330091692136705	-0.0216484502425841	0.4595604057849877	0.0699	0.2546357142857143	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLS2	True	True	0.0699	0.239058	0.2330091692136705	20260921T103911Z_camp_pair_sensitivity_v1	3527374740.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00064	GLUL	author_case_row	60.0	NA	Spearman_rho	-0.0499027507641011	-0.3174563290067409	0.2235406655363299	0.7025	0.8410211267605634	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLUL	True	True	0.7025	0.8400524475524476	-0.0499027507641011	20260921T103911Z_camp_pair_sensitivity_v1	3382528448.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamine	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00064	GLUL	author_case_row	60.0	NA	Spearman_rho	-0.0499027507641011	-0.3006500523256297	0.2252747864318112	0.7051	0.8586611374407583	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00064|GLUL	True	True	0.7051	0.8321609589041097	-0.0499027507641011	20260921T103911Z_camp_pair_sensitivity_v1	2607631863.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	ASNS	author_case_row	60.0	NA	Spearman_rho	0.2747429841622673	0.011132897496513	0.5037758512120332	0.0345	0.16386111111111112	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|ASNS	True	True	0.0345	0.164825	0.2747429841622673	20260921T103911Z_camp_pair_sensitivity_v1	1211153807.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	ASNS	author_case_row	60.0	NA	Spearman_rho	0.2747429841622673	-0.0039840118934214	0.5112298416865678	0.0378	0.1967142857142857	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|ASNS	True	True	0.0378	0.1958727272727272	0.2747429841622673	20260921T103911Z_camp_pair_sensitivity_v1	2660444489.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	BCAT1	author_case_row	60.0	NA	Spearman_rho	0.2657960544595721	0.0093138292715559	0.4812214153636627	0.0416	0.17222307692307695	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|BCAT1	True	True	0.0416	0.1730357142857143	0.2657960544595721	20260921T103911Z_camp_pair_sensitivity_v1	4286503776.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	BCAT1	author_case_row	60.0	NA	Spearman_rho	0.2657960544595721	0.0223673839466491	0.4857534659930206	0.0361	0.19178125000000001	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|BCAT1	True	True	0.0361	0.192909375	0.2657960544595721	20260921T103911Z_camp_pair_sensitivity_v1	303452984.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	BCAT2	author_case_row	60.0	NA	Spearman_rho	0.3724367879966658	0.1061477680039393	0.6025308610475502	0.0032	0.054400000000000004	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|BCAT2	True	True	0.0032	0.0456	0.3724367879966658	20260921T103911Z_camp_pair_sensitivity_v1	3981153587.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	BCAT2	author_case_row	60.0	NA	Spearman_rho	0.3724367879966658	0.0940606356382282	0.6090959714828389	0.004	0.06375	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|BCAT2	True	True	0.004	0.0526153846153846	0.3724367879966658	20260921T103911Z_camp_pair_sensitivity_v1	1694158977.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	FOLH1	author_case_row	60.0	NA	Spearman_rho	0.1804945818282856	-0.0668334138400838	0.4114776494439678	0.1691	0.37825	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|FOLH1	True	True	0.1691	0.3526353658536585	0.1804945818282856	20260921T103911Z_camp_pair_sensitivity_v1	1952786464.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	FOLH1	author_case_row	60.0	NA	Spearman_rho	0.1804945818282856	-0.0727806480772985	0.416325371797849	0.1655	0.4335	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|FOLH1	True	True	0.1655	0.3902547945205479	0.1804945818282856	20260921T103911Z_camp_pair_sensitivity_v1	2851346769.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	GCLC	author_case_row	60.0	NA	Spearman_rho	0.0991386496248958	-0.1677802774821473	0.3614850992955221	0.4518	0.6565169491525424	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GCLC	True	True	0.4518	0.6233976	0.0991386496248958	20260921T103911Z_camp_pair_sensitivity_v1	2396923519.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	GCLC	author_case_row	60.0	NA	Spearman_rho	0.0991386496248958	-0.1579478168623451	0.3521316406940856	0.4487	0.6848571428571428	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GCLC	True	True	0.4487	0.653505	0.0991386496248958	20260921T103911Z_camp_pair_sensitivity_v1	1596355930.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	GLS	author_case_row	60.0	NA	Spearman_rho	0.1793831619894415	-0.0867625378988067	0.4365048901327072	0.1685	0.37825	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GLS	True	True	0.1685	0.3526353658536585	0.1793831619894415	20260921T103911Z_camp_pair_sensitivity_v1	3801202819.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	GLS	author_case_row	60.0	NA	Spearman_rho	0.1793831619894415	-0.0937131240707679	0.4252965986378194	0.1711	0.4407121212121212	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GLS	True	True	0.1711	0.3953797297297297	0.1793831619894415	20260921T103911Z_camp_pair_sensitivity_v1	1256667972.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	GLS2	author_case_row	60.0	NA	Spearman_rho	-0.278966379549875	-0.5135957784641401	-0.0210206819110444	0.0335	0.16386111111111112	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GLS2	True	True	0.0335	0.164825	-0.278966379549875	20260921T103911Z_camp_pair_sensitivity_v1	3079863525.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	GLS2	author_case_row	60.0	NA	Spearman_rho	-0.278966379549875	-0.5097941153678008	-0.0102173301711655	0.0336	0.19039999999999999	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GLS2	True	True	0.0336	0.192909375	-0.278966379549875	20260921T103911Z_camp_pair_sensitivity_v1	1956436046.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	GLUL	author_case_row	60.0	NA	Spearman_rho	0.0734092803556543	-0.2079714985526608	0.3475562059614324	0.577	0.76978125	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GLUL	True	True	0.577	0.736320895522388	0.0734092803556543	20260921T103911Z_camp_pair_sensitivity_v1	4264989066.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	GLUL	author_case_row	60.0	NA	Spearman_rho	0.0734092803556543	-0.2103551803751166	0.3449201411899685	0.5753	0.7680706806282723	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GLUL	True	True	0.5753	0.7341514925373135	0.0734092803556543	20260921T103911Z_camp_pair_sensitivity_v1	4098976387.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	GOT1	author_case_row	60.0	NA	Spearman_rho	0.3237565990552931	0.0542221721041497	0.5581843553124335	0.0126	0.09736363636363636	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GOT1	True	True	0.0126	0.086184	0.3237565990552931	20260921T103911Z_camp_pair_sensitivity_v1	1477345347.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	GOT1	author_case_row	60.0	NA	Spearman_rho	0.3237565990552931	0.0446843915281624	0.5621735846358689	0.0125	0.11805555555555557	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GOT1	True	True	0.0125	0.106875	0.3237565990552931	20260921T103911Z_camp_pair_sensitivity_v1	3797973619.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	GOT2	author_case_row	60.0	NA	Spearman_rho	0.1922756321200333	-0.0728764189220368	0.4271987399490424	0.1352	0.3211111111111111	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GOT2	True	True	0.1352	0.2952455696202531	0.1922756321200333	20260921T103911Z_camp_pair_sensitivity_v1	473367668.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	GOT2	author_case_row	60.0	NA	Spearman_rho	0.1922756321200333	-0.0755715269959421	0.4273185034837045	0.1339	0.3671451612903226	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|GOT2	True	True	0.1339	0.3318391304347826	0.1922756321200333	20260921T103911Z_camp_pair_sensitivity_v1	1722254657.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	OAT	author_case_row	60.0	NA	Spearman_rho	-0.1270908585718255	-0.3801760694938877	0.1344413768238027	0.324	0.574	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|OAT	True	True	0.324	0.5453	-0.1270908585718255	20260921T103911Z_camp_pair_sensitivity_v1	1596710856.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	OAT	author_case_row	60.0	NA	Spearman_rho	-0.1270908585718255	-0.3678981996342774	0.1363958178068479	0.3366	0.6152553191489362	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|OAT	True	True	0.3366	0.575586	-0.1270908585718255	20260921T103911Z_camp_pair_sensitivity_v1	88525285.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	SLC7A11	author_case_row	60.0	NA	Spearman_rho	0.3416504584606836	0.0784731176294092	0.5526199608535758	0.0074	0.08204347826086957	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|SLC7A11	True	True	0.0074	0.06498	0.3416504584606836	20260921T103911Z_camp_pair_sensitivity_v1	2680133484.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	SLC7A11	author_case_row	60.0	NA	Spearman_rho	0.3416504584606836	0.0878080333671024	0.5520224594154806	0.0078	0.09534782608695652	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|SLC7A11	True	True	0.0078	0.0794647058823529	0.3416504584606836	20260921T103911Z_camp_pair_sensitivity_v1	736254295.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00025	TAT	author_case_row	60.0	NA	Spearman_rho	-0.2636843567657683	-0.4837144564166328	-0.0071443716826104	0.0421	0.17222307692307695	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|TAT	True	True	0.0421	0.1730357142857143	-0.2636843567657683	20260921T103911Z_camp_pair_sensitivity_v1	411690250.0	NA
M01	氨基酸氮分配与谷氨酸分支	glutamate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00025	TAT	author_case_row	60.0	NA	Spearman_rho	-0.2636843567657683	-0.4881060357236023	-0.0006834700492758	0.0433	0.21649999999999997	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00025|TAT	True	True	0.0433	0.2169257142857143	-0.2636843567657683	20260921T103911Z_camp_pair_sensitivity_v1	3004837759.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00049	ASNS	author_case_row	60.0	NA	Spearman_rho	0.124256737982773	-0.1417919991405478	0.3739397618670838	0.3443	0.574	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|ASNS	True	True	0.3443	0.5453	0.124256737982773	20260921T103911Z_camp_pair_sensitivity_v1	3488084602.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00049	ASNS	author_case_row	60.0	NA	Spearman_rho	0.124256737982773	-0.1310690372780737	0.3862511941718747	0.3477	0.61571875	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|ASNS	True	True	0.3477	0.5772495145631068	0.124256737982773	20260921T103911Z_camp_pair_sensitivity_v1	2881730252.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00049	ASS1	author_case_row	60.0	NA	Spearman_rho	-0.163878855237566	-0.4149247503268701	0.1086260880887679	0.2119	0.44290573770491803	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|ASS1	True	True	0.2119	0.4164931034482758	-0.163878855237566	20260921T103911Z_camp_pair_sensitivity_v1	1429679928.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00049	ASS1	author_case_row	60.0	NA	Spearman_rho	-0.163878855237566	-0.4167802835358237	0.1061733241016406	0.2051	0.4934009433962264	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|ASS1	True	True	0.2051	0.4532582278481012	-0.163878855237566	20260921T103911Z_camp_pair_sensitivity_v1	106654327.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00049	GOT1	author_case_row	60.0	NA	Spearman_rho	0.1499861072520145	-0.1291162120967887	0.4071733987197397	0.2557	0.5094023437499999	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|GOT1	True	True	0.2557	0.4752684782608695	0.1499861072520145	20260921T103911Z_camp_pair_sensitivity_v1	3558573912.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00049	GOT1	author_case_row	60.0	NA	Spearman_rho	0.1499861072520145	-0.1107953275235675	0.4129769963255487	0.2559	0.5525702479338843	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|GOT1	True	True	0.2559	0.5037775280898876	0.1499861072520145	20260921T103911Z_camp_pair_sensitivity_v1	2881568041.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00049	GOT2	author_case_row	60.0	NA	Spearman_rho	0.3039733259238678	0.0461550035499768	0.5287434428029267	0.0179	0.11132926829268291	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|GOT2	True	True	0.0179	0.1055482758620689	0.3039733259238678	20260921T103911Z_camp_pair_sensitivity_v1	1787295474.0	NA
M01	氨基酸氮分配与谷氨酸分支	aspartate	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00049	GOT2	author_case_row	60.0	NA	Spearman_rho	0.3039733259238678	0.0306188058009305	0.526940178709205	0.0195	0.15068181818181817	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00049|GOT2	True	True	0.0195	0.13338	0.3039733259238678	20260921T103911Z_camp_pair_sensitivity_v1	620733014.0	NA
M01	氨基酸氮分配与谷氨酸分支	proline	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00148	PEPD	author_case_row	60.0	NA	Spearman_rho	0.0074465129202556	-0.2404893791078404	0.2674026819255419	0.956	0.9891315789473684	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PEPD	True	True	0.956	0.9878	0.0074465129202556	20260921T103911Z_camp_pair_sensitivity_v1	4263365757.0	NA
M01	氨基酸氮分配与谷氨酸分支	proline	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00148	PEPD	author_case_row	60.0	NA	Spearman_rho	0.0074465129202556	-0.2450402575084338	0.2639956056503014	0.9546	0.982464	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PEPD	True	True	0.9546	0.9833530120481928	0.0074465129202556	20260921T103911Z_camp_pair_sensitivity_v1	365828004.0	NA
M01	氨基酸氮分配与谷氨酸分支	proline	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	processed_Spearman262	KEGG:C00148	PRODH	author_case_row	60.0	NA	Spearman_rho	0.0020561267018616	-0.2566664825089257	0.2642062848319844	0.9878	0.9916889763779527	processed_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PRODH	True	True	0.9878	0.9878	0.0020561267018616	20260921T103911Z_camp_pair_sensitivity_v1	1071805823.0	NA
M01	氨基酸氮分配与谷氨酸分支	proline	BRCA	CAMP_BRCA1_Terunuma	03_PATIENT	20260921T150000Z_mapping262_patient_v1	mapping262_patient_v1	available_Spearman262	KEGG:C00148	PRODH	author_case_row	60.0	NA	Spearman_rho	0.0020561267018616	-0.2573741958685946	0.259023863723643	0.9865	0.9919901574803149	available_Spearman262	255.0	DONE	same_cohort_postselection;RNA_not_flux	CAMP_GSE37751_original_author_case_table	KEGG:C00148|PRODH	True	True	0.9865	0.9881	0.0020561267018616	20260921T103911Z_camp_pair_sensitivity_v1	4167188760.0	NA
