cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	pairs_higher	pairs_lower	pairs_equal	higher_fraction	lower_fraction	n_both_author_available	n_pairs_with_at_least_one_author_missing	old_hedges_g	old_p	old_q	old_n_tumor	old_n_normal	old_design	median_paired_difference	w_positive	w_negative	paired_rank_biserial	seed	nonzero_pairs	normal_approximation_warning	same_mean_direction_as_old_g	pairs_in_old_direction	fraction_in_old_direction
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C16533	docosadienoate (22:2n6)	NA	author_paired_case	31	31	mean_paired_difference_author_scale	1.2267798312412128	0.7546856241623251	1.7009347559008827	7.857549579478042e-05	0.000565743569722419	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	25	6	0	0.8064516129032258	0.1935483870967742	31	14	1.14250638638243	8.85727608853462e-08	8.42026335505837e-07	61	47	Unpaired; author supplied processed values; no new transformation	0.9157350900256009	450.0	46.0	0.8145161290322581	3693545626.0	31	False	True	25	0.8064516129032258
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	NA	author_paired_case	45	45	mean_paired_difference_author_scale	0.6582119691255115	0.4115335529102328	0.911768304527287	9.656733313429757e-06	6.397585820147214e-05	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	36	9	0	0.8	0.2	44	1	0.839653093938866	8.76174134776709e-05	0.0002908536818537	61	47	Unpaired; author supplied processed values; no new transformation	0.4977182140391996	910.0	125.0	0.7584541062801933	309281644.0	45	False	True	36	0.8
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	NA	author_paired_case	44	44	mean_paired_difference_author_scale	0.6493994343381732	0.39883489653688675	0.9115657552876102	1.5335992775405813e-05	0.0001472255306438958	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	35	9	0	0.7954545454545454	0.20454545454545456	44	1	0.839653093938866	8.76174134776709e-05	0.0002908536818537	61	47	Unpaired; author supplied processed values; no new transformation	0.49761440341620045	866.0	124.0	0.7494949494949495	1071734975.0	44	False	True	35	0.7954545454545454
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C16534	docosatrienoate (22:3n3)	NA	author_paired_case	45	45	mean_paired_difference_author_scale	1.447362472253262	0.785402419774939	2.0662872161310593	0.0003703418795496358	0.001201721609150859	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	29	8	8	0.6444444444444445	0.17777777777777778	11	34	0.711516997911511	0.0002159579517678	0.0006264726168399	61	47	Unpaired; author supplied processed values; no new transformation	1.557206097149999	588.0	115.0	0.6728307254623044	3309912858.0	37	False	True	29	0.6444444444444445
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C16534	docosatrienoate (22:3n3)	NA	author_paired_case	11	11	mean_paired_difference_author_scale	1.4399763825222	0.4957763919342004	2.3976065643689046	0.03667129456483238	0.07490306974944487	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	8	3	0	0.7272727272727273	0.2727272727272727	11	34	0.711516997911511	0.0002159579517678	0.0006264726168399	61	47	Unpaired; author supplied processed values; no new transformation	1.5354588570000995	57.0	9.0	0.7272727272727273	2625002975.0	11	False	True	8	0.7272727272727273
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	NA	author_paired_case	45	45	mean_paired_difference_author_scale	0.448938299779107	0.1813929221211751	0.7229222579351193	0.004293522812221973	0.009752430387761338	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	30	15	0	0.6666666666666666	0.3333333333333333	45	0	0.539004924227489	0.009419656941428	0.0186550627157244	61	47	Unpaired; author supplied processed values; no new transformation	0.310592607254101	771.0	264.0	0.48985507246376814	3379293108.0	45	False	True	30	0.6666666666666666
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C06428	eicosapentaenoate (EPA; 20:5n3)	NA	author_paired_case	45	45	mean_paired_difference_author_scale	0.448938299779107	0.17855317650463626	0.7347963270342995	0.004293522812221973	0.01670992662053957	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	30	15	0	0.6666666666666666	0.3333333333333333	45	0	0.539004924227489	0.009419656941428	0.0186550627157244	61	47	Unpaired; author supplied processed values; no new transformation	0.310592607254101	771.0	264.0	0.48985507246376814	704112844.0	45	False	True	30	0.6666666666666666
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C16526	eicosenoate (20:1)	NA	author_paired_case	45	45	mean_paired_difference_author_scale	0.914250127915069	0.5454618728338335	1.2943433035256204	4.178503784999405e-05	0.00018982345766140152	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	36	9	0	0.8	0.2	45	0	0.927466072269129	1.43968055097257e-05	6.35037174538584e-05	61	47	Unpaired; author supplied processed values; no new transformation	0.9316066569447976	881.0	154.0	0.702415458937198	3311343749.0	45	False	True	36	0.8
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C16526	eicosenoate (20:1)	NA	author_paired_case	45	45	mean_paired_difference_author_scale	0.914250127915069	0.5437950170760334	1.2933502263331402	4.178503784999405e-05	0.000353943850023479	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	36	9	0	0.8	0.2	45	0	0.927466072269129	1.43968055097257e-05	6.35037174538584e-05	61	47	Unpaired; author supplied processed values; no new transformation	0.9316066569447976	881.0	154.0	0.702415458937198	134206344.0	45	False	True	36	0.8
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	HMDB:HMDB00613	erythronate	NA	author_paired_case	45	45	mean_paired_difference_author_scale	1.582351435767131	1.0357890988285408	2.1228658617108045	1.8925292427020413e-05	0.00010376281020331882	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	31	8	6	0.6888888888888889	0.17777777777777778	11	34	1.09694623866861	2.46025321684893e-07	1.80045803596671e-06	61	47	Unpaired; author supplied processed values; no new transformation	1.8992659377629995	697.0	83.0	0.7871794871794872	626996248.0	39	False	True	31	0.6888888888888889
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	HMDB:HMDB00613	erythronate	NA	author_paired_case	11	11	mean_paired_difference_author_scale	0.8774810224736821	-0.029745136531471764	1.779016612009644	0.23002424506027375	0.30812550035980857	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	6	5	0	0.5454545454545454	0.45454545454545453	11	34	1.09694623866861	2.46025321684893e-07	1.80045803596671e-06	61	47	Unpaired; author supplied processed values; no new transformation	0.22803122393569986	47.0	19.0	0.42424242424242425	435333643.0	11	False	True	6	0.5454545454545454
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C00189	ethanolamine	NA	author_paired_case	45	45	mean_paired_difference_author_scale	1.3048617280472286	0.8854686843285118	1.7402628713878634	2.9676469143085604e-06	2.8597324810609762e-05	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	38	7	0	0.8444444444444444	0.15555555555555556	44	1	0.993418253510911	7.24222937054185e-06	3.53333008684011e-05	61	47	Unpaired; author supplied processed values; no new transformation	1.4133599405707002	932.0	103.0	0.8009661835748793	879936975.0	45	False	True	38	0.8444444444444444
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C00189	ethanolamine	NA	author_paired_case	44	44	mean_paired_difference_author_scale	1.2321096663476794	0.8366747595153253	1.6660826698092188	4.903364928843627e-06	6.139865650030282e-05	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	37	7	0	0.8409090909090909	0.1590909090909091	44	1	0.993418253510911	7.24222937054185e-06	3.53333008684011e-05	61	47	Unpaired; author supplied processed values; no new transformation	1.1587591601344016	887.0	103.0	0.7919191919191919	2455286984.0	44	False	True	37	0.8409090909090909
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C00095	fructose	NA	author_paired_case	45	45	mean_paired_difference_author_scale	0.7775838671169044	0.35797947164513466	1.2161746184915023	0.0017332941908063933	0.004671080954885026	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	28	10	7	0.6222222222222222	0.2222222222222222	14	31	0.53615495468509	0.0027433253953	0.0062648991296924	61	47	Unpaired; author supplied processed values; no new transformation	0.5132797234782984	587.0	154.0	0.5843454790823212	2855963965.0	38	False	True	28	0.6222222222222222
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_author_available	KEGG:C00095	fructose	NA	author_paired_case	14	14	mean_paired_difference_author_scale	0.13345875304812843	-0.40190888469387015	0.607299184723615	0.6603460993504235	0.7428893617692265	paired_author_available	288.0	DONE	NA	CAMP_processed_original_author_pair_table	7	7	0	0.5	0.5	14	31	0.53615495468509	0.0027433253953	0.0062648991296924	61	47	Unpaired; author supplied processed values; no new transformation	0.20555504536169966	60.0	45.0	0.14285714285714285	1061189090.0	14	False	True	7	0.5
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T112611Z_metabolite318_paired_v1	metabolite318_paired_v1	paired_processed	KEGG:C05345	fructose-6-phosphate	NA	author_paired_case	45	45	mean_paired_difference_author_scale	2.020838518061489	1.399535093912956	2.632424108221864	5.1837540758074915e-06	3.924842371682815e-05	paired_processed	318.0	DONE	NA	CAMP_processed_original_author_pair_table	37	7	1	0.8222222222222222	0.15555555555555556	19	26	1.37317657315116	3.7469450373426e-09	6.03258151012159e-08	61	47	Unpaired; author supplied processed values; no new transformation	2.4400705108365006	886.0	104.0	0.7898989898989899	587732319.0	44	False	True	37	0.8222222222222222
