cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	partition	celltype	n_source_labels_total	n_source_labels_eligible	n_cells_total	n_cells_eligible	mean_detection_fraction	median_donor_mean	q25	q75	annotation_origin	normalization	bootstrap_first_frequency	row_scaled
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0051063498607264	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	Acinar	8	4	294	281	0.0091931379791512	0.0013375127667371	0.0	0.0064438626274635	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.08045902409910223
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0107392349395899	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	B/Plasma	21	17	2440	2401	0.0235567186102315	0.0067567134449954	0.0038549574338187	0.0112957151319443	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.1692144851758095
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0330410623170738	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	Endothelial	13	4	494	440	0.0582462081991102	0.0285289913324104	0.0259716331328276	0.0355984205166566	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.5206168205739047
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	18	21	equal_donor_mean_cellwise_log1p10k	0.0634652224272178	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	Ductal (unresolved)	21	18	8598	8585	0.2210377020064248	0.0575178416578507	0.0401631405995733	0.0727036618108815	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.991	1.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	11	21	equal_donor_mean_cellwise_log1p10k	0.0446594862119356	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	Fibroblast/CAF	20	11	1151	1084	0.1292796056694345	0.0454769995522398	0.031329185696231	0.0569836747454489	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.009	0.7036843881411003
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0071464741415101	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	Myeloid	21	20	9381	9363	0.0137801773253451	0.0058802261760723	0.0022328706573452	0.0115046323483997	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.112604570947588
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TOMT	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0085601930812681	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8WZ04	primary_tumor	T/NK	21	20	23790	23783	0.0125021253331708	0.0080386669979624	0.0066355483246602	0.0112059979384643	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.13488006114033504
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	Acinar	8	4	294	281	0.0	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0091020637142562	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	B/Plasma	21	17	2440	2401	0.0094323444327335	0.0049428260524906	0.0	0.0109767309989436	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.24	0.8282428284512569
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0089216573059382	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	Endothelial	13	4	494	440	0.0049225101626016	0.0011738232365967	0.0	0.0100954805425349	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.252	0.8118267366080409
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	18	21	equal_donor_mean_cellwise_log1p10k	0.0109896076387118	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	Ductal (unresolved)	21	18	8598	8585	0.0244855211308877	0.0053638445050069	0.0030064356513952	0.0111425087315979	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.498	1.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	11	21	equal_donor_mean_cellwise_log1p10k	0.0036911378677497	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	Fibroblast/CAF	20	11	1151	1084	0.009854629693268	0.0	0.0	0.0062422672878799	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.003	0.33587530957405265
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0020577590361492	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	Myeloid	21	20	9381	9363	0.0033981351230723	0.0013809522008932	0.0	0.0040358879249884	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.1872459057501356
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH1	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.0060154956924927	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P17752	primary_tumor	T/NK	21	20	23790	23783	0.0054382638743404	0.0050960211504302	0.0030541756323888	0.0075482623742363	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.007	0.547380387931469
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH2	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0003552225843355	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IWU9	primary_tumor	Acinar	8	4	294	281	0.0019083969465648	0.0	0.0	0.0003552225843355	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	NA	0.4424649640954096
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH2	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0006940040258836	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IWU9	primary_tumor	B/Plasma	21	17	2440	2401	0.0008285004142502	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	NA	0.8644508540161779
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	TPH2	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IWU9	primary_tumor	Endothelial	13	4	494	440	0.0	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	NA	0.0
