cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	partition	celltype	n_source_labels_total	n_source_labels_eligible	n_cells_total	n_cells_eligible	mean_detection_fraction	median_donor_mean	q25	q75	annotation_origin	normalization	bootstrap_first_frequency	row_scaled
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0794079162103001	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	Acinar	8	4	294	281	0.0956252349874138	0.0798990645227934	0.0648020984907312	0.0945048822423623	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.24798489361888185
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0861281622952236	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	B/Plasma	21	17	2440	2401	0.1087934168297635	0.0890801250699203	0.0468690103608147	0.12358664635169	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.2689717119362009
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.2497101788837276	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	Endothelial	13	4	494	440	0.3423154912563276	0.3115043069404168	0.216187870939148	0.3450266148849964	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.073	0.7798259304782117
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	18	21	equal_donor_mean_cellwise_log1p10k	0.314401055933824	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	Ductal (unresolved)	21	18	8598	8585	0.5431597527011527	0.3272439380973689	0.2207543727726411	0.3960852323472533	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.391	0.9818506281279334
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	11	21	equal_donor_mean_cellwise_log1p10k	0.2365909229844849	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	Fibroblast/CAF	20	11	1151	1084	0.3989832941899306	0.2566938660487375	0.1541860776115813	0.3223849762773654	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.006	0.738855490328183
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.32021271558718	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	Myeloid	21	20	9381	9363	0.3949099470785583	0.3097395939948087	0.2431996823840703	0.3677676610623889	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.53	1.0
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PARP9	author_source_label	20	21	equal_donor_mean_cellwise_log1p10k	0.1589596415524363	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:Q8IXQ6	primary_tumor	T/NK	21	20	23790	23783	0.141285696356686	0.1586307593203609	0.1293622708465335	0.183554437217175	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.4964188922383955
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PC	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.0052971989369034	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P11498	primary_tumor	Acinar	8	4	294	281	0.0223394701392007	0.004275065797935	0.0	0.0095722647348385	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.15601798826564262
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PC	author_source_label	17	21	equal_donor_mean_cellwise_log1p10k	0.0008649603832008	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P11498	primary_tumor	B/Plasma	21	17	2440	2401	0.0015991080493803	0.0	0.0	0.0	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.02547561088867769
PDAC	GSE263733	06_EXTERNAL	20260922T131800Z_author_identity_v4	PDAC_author_cell_identity_v4	sc_expression_source	NA	NA	PC	author_source_label	4	21	equal_donor_mean_cellwise_log1p10k	0.012413728748824	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	Donor-equal descriptive expression	GSE263733	UniProtKB:P11498	primary_tumor	Endothelial	13	4	494	440	0.0196433022702868	0.0156060298104209	0.0100505528832822	0.0179692056759626	Author labels,predeclared coarse mapping	mean_donor(mean_cell(log1p(10000*counts/all_gene_library)))	0.0	0.3656205872832622
