cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	external_feature_id
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CEPT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00055|CEPT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CHPT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00055|CHPT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00055|CMPK1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00055|CMPK2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00062	arginine	ARG1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00062|ARG1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00062	arginine	ARG2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00062|ARG2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	ASNS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00064|ASNS	Glutamine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	GLS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00064|GLS	Glutamine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	GLS2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00064|GLS2	Glutamine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	GLUL	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00064|GLUL	Glutamine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00065	serine	SHMT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00065|SHMT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00065	serine	SHMT2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00065|SHMT2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00073	methionine	MAT1A	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00073|MAT1A	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00073	methionine	MAT2A	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00073|MAT2A	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	ARG1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00077|ARG1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	ARG2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00077|ARG2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	OAT	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00077|OAT	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	ODC1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00077|ODC1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00077	ornithine	OTC	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00077|OTC	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00079	phenylalanine	PAH	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00079|PAH	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00082	tyrosine	PAH	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00082|PAH	L-Tyrosine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00082	tyrosine	TAT	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00082|TAT	L-Tyrosine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00095	fructose	KHK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00095|KHK	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00095	fructose	SORD	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00095|SORD	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00097	cysteine	CDO1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00097|CDO1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00097	cysteine	GCLC	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00097|GCLC	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00099	beta-alanine	UPB1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00099|UPB1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00106	uracil	DPYD	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00106|DPYD	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00106	uracil	UPP1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00106|UPP1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00106	uracil	UPP2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00106|UPP2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	CHKA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00114|CHKA	Choline
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	CHKB	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00114|CHKB	Choline
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	GDPD5	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00114|GDPD5	Choline
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00114	choline	GPCPD1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00114|GPCPD1	Choline
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00121	ribose	RBKS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00121|RBKS	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00134	putrescine	ODC1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00134|ODC1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00135	histidine	HAL	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00135|HAL	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00140	N-acetylglucosamine	NAGK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00140|NAGK	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PEPD	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00148|PEPD	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PRODH	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00148|PRODH	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PYCR1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00148|PYCR1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PYCR2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00148|PYCR2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00148	proline	PYCR3	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00148|PYCR3	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00149	malate	FH	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00149|FH	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00149	malate	MDH1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00149|MDH1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00149	malate	MDH2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00149|MDH2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00152	asparagine	ASNS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00152|ASNS	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00153	nicotinamide	NAMPT	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00153|NAMPT	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00153	nicotinamide	NNMT	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00153|NNMT	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00158	citrate	ACLY	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00158|ACLY	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00158	citrate	CS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00158|CS	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00186	lactate	LDHA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	stereochemical_or_redox_scope_not_explicit	Oslo2	KEGG:C00186|LDHA	Lactate
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00186	lactate	LDHB	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	stereochemical_or_redox_scope_not_explicit	Oslo2	KEGG:C00186|LDHB	Lactate
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00187	cholesterol	SOAT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00187|SOAT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00187	cholesterol	SOAT2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00187|SOAT2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00189	ethanolamine	CHKA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00189|CHKA	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00189	ethanolamine	CHKB	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00189|CHKB	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00189	ethanolamine	ETNK1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00189|ETNK1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00189	ethanolamine	ETNK2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00189|ETNK2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00208	maltose	MGAM	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00208|MGAM	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00212	adenosine	ADA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00212|ADA	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00212	adenosine	ADA2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00212|ADA2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00212	adenosine	AHCY	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00212|AHCY	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00242	guanine	GDA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00242|GDA	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00242	guanine	HPRT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00242|HPRT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00242	guanine	PNP	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00242|PNP	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00245	taurine	SLC6A6	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00245|SLC6A6	Taurine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00255	riboflavin (Vitamin B2)	RFK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00255|RFK	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00257	gluconate	IDNK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00257|IDNK	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00262	hypoxanthine	HPRT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00262|HPRT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00262	hypoxanthine	PNP	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00262|PNP	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00270	N-acetylneuraminate	CMAS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00270|CMAS	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00270	N-acetylneuraminate	NPL	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00270|NPL	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00275	mannose 6-phosphate	MPI	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00275|MPI	NA
