cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	external_feature_id
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00275	mannose 6-phosphate	PMM1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00275|PMM1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00275	mannose 6-phosphate	PMM2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00275|PMM2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00294	inosine	ADA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00294|ADA	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00294	inosine	ADA2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00294|ADA2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00294	inosine	PNP	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00294|PNP	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00300	creatine	CKB	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00300|CKB	Creatine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00300	creatine	CKM	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00300|CKM	Creatine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00300	creatine	GAMT	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00300|GAMT	Creatine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00300	creatine	SLC6A8	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NEEDS_REVIEW	metabolite_present_but_MCOS_to_OSL2_crosswalk_missing	Oslo2	KEGG:C00300|SLC6A8	Creatine
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00307	cytidine 5'-diphosphocholine	CEPT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00307|CEPT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00307	cytidine 5'-diphosphocholine	CHPT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00307|CHPT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00307	cytidine 5'-diphosphocholine	PCYT1A	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00307|PCYT1A	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00307	cytidine 5'-diphosphocholine	PCYT1B	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00307|PCYT1B	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00319	sphingosine	SPHK1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00319|SPHK1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00319	sphingosine	SPHK2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00319|SPHK2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00327	citrulline	ASS1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00327|ASS1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00327	citrulline	OTC	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00327|OTC	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00328	kynurenine	AFMID	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00328|AFMID	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00328	kynurenine	KMO	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00328|KMO	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00328	kynurenine	KYNU	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00328|KYNU	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00345	6-phosphogluconate	IDNK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00345|IDNK	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00345	6-phosphogluconate	PGD	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00345|PGD	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00346	phosphoethanolamine	CHKA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00346|CHKA	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00346	phosphoethanolamine	CHKB	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00346|CHKB	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00346	phosphoethanolamine	ETNK1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00346|ETNK1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00346	phosphoethanolamine	ETNK2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00346|ETNK2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00346	phosphoethanolamine	PCYT2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00346|PCYT2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00357	N-acetylglucosamine 6-phosphate	AMDHD2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00357|AMDHD2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00357	N-acetylglucosamine 6-phosphate	GNPNAT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00357|GNPNAT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00357	N-acetylglucosamine 6-phosphate	NAGK	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00357|NAGK	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00357	N-acetylglucosamine 6-phosphate	PGM3	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00357|PGM3	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00385	xanthine	GDA	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00385|GDA	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00407	isoleucine	BCAT1	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00407|BCAT1	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00407	isoleucine	BCAT2	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00407|BCAT2	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00429	5,6-dihydrouracil	DPYD	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00429|DPYD	NA
BRCA	Oslo2	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00429	5,6-dihydrouracil	DPYS	author_case_identifier	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	Oslo2_original174	0	NOT_EVALUABLE	not_in_18_metabolite_panel	Oslo2	KEGG:C00429|DPYS	NA
