cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	relation_id	family_n_planned	reused_from	n_up	n_down	n_equal	median_difference	bootstrap_ci_lower	bootstrap_ci_upper	bootstrap_valid	random_seed	proportion_up	proportion_down
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	AOC1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.8583801028755935	-2.425598560679004	-1.291161645072183	1.5675892971464097e-07	7.993153346835653e-07	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26	AOC1	COAD|NA|NA|hsa:26	526	NA	3.0	30.0	0.0	-1.8590089071643998	-2.360676695421488	-1.2942462888346782	4000.0	1240660314.0	0.09090909090909091	0.9090909090909091
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	SLC22A2	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.5013603264328418	-0.9339408611952538	-0.06877979167042975	0.024493314080819072	0.03616114450828556	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6582	SLC22A2	COAD|NA|NA|hsa:6582	526	NA	11.0	22.0	0.0	-0.5466924837934402	-0.8925640563295648	-0.0854190090061881	4000.0	971275670.0	0.3333333333333333	0.6666666666666666
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	ENO1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.7203568495375605	0.4502468682937083	0.9904668307814127	5.646758019683184e-06	1.8761808904108642e-05	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2023	ENO1	COAD|NA|NA|hsa:2023	526	NA	25.0	8.0	0.0	0.7539699912062989	0.45869637214211106	0.9788050305095254	4000.0	3900518672.0	0.7575757575757576	0.24242424242424243
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	ENO4	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.6717769520685147	-1.1132483516909542	-0.2303055524460753	0.004021978096566356	0.007345101843020119	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:387712	ENO4	COAD|NA|NA|hsa:387712	526	NA	9.0	24.0	0.0	-0.8227752610651402	-1.093451732127375	-0.25938658009542803	4000.0	1486086443.0	0.2727272727272727	0.7272727272727273
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGAM4	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.25917034568363045	-0.4107970709523182	-0.10754362041494273	0.0014634730384495474	0.0029790063826146914	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	COAD|NA|NA|hsa:441531	526	NA	10.0	23.0	0.0	-0.2256094407124003	-0.40783945408918876	-0.116231770053109	4000.0	4177317083.0	0.30303030303030304	0.696969696969697
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGAM1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.25783235448779407	-0.43178273653149624	-0.0838819724440919	0.004946172105612767	0.008664213042144814	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	COAD|NA|NA|hsa:5223	526	NA	11.0	22.0	0.0	-0.2569552192321005	-0.43161530283642524	-0.09464973583179134	4000.0	3390629222.0	0.3333333333333333	0.6666666666666666
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGAM2	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.3341736857093744	-0.5044125535799361	-0.16393481783881267	0.00035177483398087124	0.0008234729068188577	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	COAD|NA|NA|hsa:5224	526	NA	10.0	23.0	0.0	-0.33256507733160845	-0.491037260781457	-0.17972804880135865	4000.0	2285149213.0	0.30303030303030304	0.696969696969697
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	MINPP1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.6418622175121502	-0.9651680990429599	-0.3185563359813406	0.0003095032335003877	0.0007345353237451596	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9562	MINPP1	COAD|NA|NA|hsa:9562	526	NA	10.0	23.0	0.0	-0.8569189822442507	-0.9455393940688498	-0.3252494710772641	4000.0	2520874640.0	0.30303030303030304	0.696969696969697
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	ACOT8	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.42401262788466365	-0.6932599451975697	-0.15476531057175757	0.0030340440539112267	0.00568193704641557	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:10005	ACOT8	COAD|NA|NA|hsa:10005	526	NA	10.0	23.0	0.0	-0.3631641712229001	-0.6821430540782254	-0.17387196265448346	4000.0	4057899092.0	0.30303030303030304	0.696969696969697
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	SUGCT	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.2864819046864613	-1.643560833041639	-0.9294029763312837	2.4100408308819562e-08	1.4602012092990675e-07	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:79783	SUGCT	COAD|NA|NA|hsa:79783	526	NA	4.0	29.0	0.0	-1.3722214849855003	-1.6238309577737704	-0.9474735342907742	4000.0	2104710349.0	0.12121212121212122	0.8787878787878788
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	BDH2	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.305188903302543	-1.6830935698656244	-0.9272842367394616	5.635006320768455e-08	3.154378538256255e-07	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:56898	BDH2	COAD|NA|NA|hsa:56898	526	NA	3.0	30.0	0.0	-1.1907334637222204	-1.6746686716053822	-0.9622989219161397	4000.0	3358078647.0	0.09090909090909091	0.9090909090909091
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	BDH1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.356335556253889	-1.7322117318690227	-0.9804593806387554	2.3338693797789343e-08	1.4308842030787512e-07	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:622	BDH1	COAD|NA|NA|hsa:622	526	NA	3.0	30.0	0.0	-1.4151221279418014	-1.705024648415777	-0.995968763122479	4000.0	3162323798.0	0.09090909090909091	0.9090909090909091
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	SLC16A1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.3182043688737257	-1.7659942806304225	-0.870414457117029	1.0970353722651677e-06	4.303869304592628e-06	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6566	SLC16A1	COAD|NA|NA|hsa:6566	526	NA	3.0	30.0	0.0	-1.4830122005927997	-1.7587488598138465	-0.9043764484715192	4000.0	1566715295.0	0.09090909090909091	0.9090909090909091
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	SLC16A7	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.8833166074320539	-1.394312644719736	-0.3723205701443718	0.0013154668093942853	0.002724080759826024	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9194	SLC16A7	COAD|NA|NA|hsa:9194	526	NA	6.0	27.0	0.0	-1.3421269034942398	-1.3336534051943914	-0.3650674891818564	4000.0	2295320187.0	0.18181818181818182	0.8181818181818182
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	L3HYPDH	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.5756930953785869	0.12319384369953346	1.0281923470576404	0.014278189759500322	0.022148396765489957	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:112849	L3HYPDH	COAD|NA|NA|hsa:112849	526	NA	21.0	12.0	0.0	0.4552363275629494	0.17063874727122808	1.018708090499202	4000.0	72329194.0	0.6363636363636364	0.36363636363636365
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	GLYCTK	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.5434695029495177	-0.9560174357501802	-0.1309215701488552	0.011441273074566596	0.018413298854380616	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:132158	GLYCTK	COAD|NA|NA|hsa:132158	526	NA	14.0	19.0	0.0	-0.4098172154746109	-0.9350873192752918	-0.15734459820375032	4000.0	1697741335.0	0.42424242424242425	0.5757575757575758
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PHGDH	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	1.1449699235178425	0.33398867032096	1.955951176714725	0.007112796758070636	0.011931890327056603	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26227	PHGDH	COAD|NA|NA|hsa:26227	526	NA	23.0	10.0	0.0	1.682990747384899	0.38475673196422133	1.9156173088886026	4000.0	642025238.0	0.696969696969697	0.30303030303030304
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGM2L1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.5798011528865217	0.19551760455974349	0.9640847012132998	0.004304218675535565	0.0077506035590937635	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:283209	PGM2L1	COAD|NA|NA|hsa:283209	526	NA	24.0	9.0	0.0	0.7797667905279013	0.20182035757622255	0.9344619291813296	4000.0	57626885.0	0.7272727272727273	0.2727272727272727
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGK1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.5792779756006876	0.3167195395616218	0.8418364116397534	8.588248020887774e-05	0.00022566059850802057	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5230	PGK1	COAD|NA|NA|hsa:5230	526	NA	26.0	7.0	0.0	0.5532368457069996	0.32097764359766967	0.8280691000970599	4000.0	3231282184.0	0.7878787878787878	0.21212121212121213
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGK2	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.3596151787223045	-0.6106550787940616	-0.10857527865054739	0.006398051558888373	0.01091058461201163	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5232	PGK2	COAD|NA|NA|hsa:5232	526	NA	11.0	22.0	0.0	-0.31757168984321993	-0.6049886460271188	-0.1276710282433109	4000.0	1831454494.0	0.3333333333333333	0.6666666666666666
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	LDHD	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-3.0674978460527966	-3.6900402160080192	-2.444955476097574	2.0724622698443608e-11	4.196154321978745e-10	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:197257	LDHD	COAD|NA|NA|hsa:197257	526	NA	1.0	32.0	0.0	-3.1292043359327	-3.638987289148758	-2.468290055129145	4000.0	3369056484.0	0.030303030303030304	0.9696969696969697
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	AADAT	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	1.1175085363728539	0.4530813605546332	1.7819357121910744	0.001700340151651311	0.0034072964128421214	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:51166	AADAT	COAD|NA|NA|hsa:51166	526	NA	26.0	7.0	0.0	1.45522658939454	0.4905911289298881	1.7291846393388466	4000.0	3536331881.0	0.7878787878787878	0.21212121212121213
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	BCAT2	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.28730967842853894	-0.542413373605902	-0.032205983251175796	0.02849634548293381	0.04133976879918567	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	BCAT2	COAD|NA|NA|hsa:587	526	NA	9.0	24.0	0.0	-0.37931215018359943	-0.5224434005452107	-0.0371384266336697	4000.0	744554868.0	0.2727272727272727	0.7272727272727273
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	MTAP	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.8625195840806633	0.5010718561872399	1.2239673119740866	2.9776795460600225e-05	8.615196439443323e-05	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4507	MTAP	COAD|NA|NA|hsa:4507	526	NA	28.0	5.0	0.0	0.9785616119058993	0.49506433058878907	1.1900421957073801	4000.0	1765510881.0	0.8484848484848485	0.15151515151515152
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	SMS	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.9198885811875697	0.7262660072363005	1.1135111551388388	5.02667902104774e-11	7.844665744968443e-10	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6611	SMS	COAD|NA|NA|hsa:6611	526	NA	31.0	2.0	0.0	0.9791858418795005	0.7278171068125192	1.102617859416429	4000.0	2192399620.0	0.9393939393939394	0.06060606060606061
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	SRM	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	1.2913686718821007	1.0185975645598762	1.5641397792043252	5.470628527016238e-11	8.286393210039302e-10	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6723	SRM	COAD|NA|NA|hsa:6723	526	NA	31.0	2.0	0.0	1.3885168253247997	1.0336904027826712	1.5435917472287022	4000.0	1999509157.0	0.9393939393939394	0.06060606060606061
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	OPLAH	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.27145810064401515	-0.5281645401742521	-0.014751661113778292	0.038876638233471664	0.05485333887736413	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26873	OPLAH	COAD|NA|NA|hsa:26873	526	NA	9.0	24.0	0.0	-0.26786211560130013	-0.5037300958384746	-0.03046453128538021	4000.0	886571767.0	0.2727272727272727	0.7272727272727273
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	GGCT	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	1.4808433491015909	1.1869657347836724	1.7747209634195094	1.1935902735504579e-11	3.037133168479516e-10	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:79017	GGCT	COAD|NA|NA|hsa:79017	526	NA	31.0	2.0	0.0	1.5863663517733997	1.1959163087483924	1.757237197517946	4000.0	857334653.0	0.9393939393939394	0.06060606060606061
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	CHAC1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.6491004620276642	0.25500369232854014	1.0431972317267884	0.0020560163574095966	0.0040414061987249705	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:79094	CHAC1	COAD|NA|NA|hsa:79094	526	NA	25.0	8.0	0.0	0.8385962052840004	0.25523218565232014	1.0065898263891662	4000.0	570548714.0	0.7575757575757576	0.24242424242424243
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	IDNK	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.7606467816101496	-1.0214611045562734	-0.4998324586640259	1.2892424112828742e-06	4.992179261734437e-06	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:414328	IDNK	COAD|NA|NA|hsa:414328	526	NA	4.0	29.0	0.0	-0.8839948728571994	-1.0097261384555507	-0.5153226817268866	4000.0	3449054735.0	0.12121212121212122	0.8787878787878788
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGD	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.8274368542840731	0.5501095485462453	1.104764160021901	8.676898143884398e-07	3.5185846803940664e-06	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5226	PGD	COAD|NA|NA|hsa:5226	526	NA	29.0	4.0	0.0	0.8878590452012993	0.5688677042125867	1.084158357142782	4000.0	2773428277.0	0.8787878787878788	0.12121212121212122
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	ENPP3	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.8982554201757549	-2.741757674839083	-1.0547531655124267	6.629039924536537e-05	0.00018063256937229187	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5169	ENPP3	COAD|NA|NA|hsa:5169	526	NA	10.0	23.0	0.0	-1.7652391928845503	-2.7264337951988744	-1.1213065007755885	4000.0	3971124008.0	0.30303030303030304	0.696969696969697
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	PGM3	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	0.7209476428358907	0.48291217460025393	0.9589831110715276	6.654155351490568e-07	2.8321405008410265e-06	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5238	PGM3	COAD|NA|NA|hsa:5238	526	NA	29.0	4.0	0.0	0.8450413497784997	0.48961149563021433	0.9431160636534216	4000.0	769396821.0	0.8787878787878788	0.12121212121212122
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	UAP1	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.9326303312235789	-1.2392444186574656	-0.6260162437896921	6.16613054606425e-07	2.6685354884227634e-06	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6675	UAP1	COAD|NA|NA|hsa:6675	526	NA	4.0	29.0	0.0	-0.8679648405663993	-1.2354381721753362	-0.6503082434570151	4000.0	585737059.0	0.12121212121212122	0.8787878787878788
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	RIMKLA	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-1.5323005378026788	-2.106275631374586	-0.9583254442307715	5.556168963263079e-06	1.8702137360003175e-05	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:284716	RIMKLA	COAD|NA|NA|hsa:284716	526	NA	4.0	29.0	0.0	-1.5984623677311998	-2.0637897299000114	-0.9338302392145953	4000.0	1588046481.0	0.12121212121212122	0.8787878787878788
COAD	CAMP_COAD	03_PATIENT	20260922T135816Z_source_contract_patient_v2	COAD_source_contract_patient_v2	rna_paired_t	NA	NA	NAT8L	explicit_individual_matched_pair	33	33.0	mean_paired_difference_log2_RNA	-0.37167849566342914	-0.619146449870674	-0.12421054145618432	0.00446193750233632	0.007951203507623546	COAD_source_contract_patient_v2_rna_paired_t	515.0	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:339983	NAT8L	COAD|NA|NA|hsa:339983	526	NA	10.0	23.0	0.0	-0.3852593117489995	-0.6017323017445382	-0.14781995187738287	4000.0	2534944245.0	0.30303030303030304	0.696969696969697
