cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	AQP7B	UniProtKB:A0A075B734	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AQP9	UniProtKB:O43315	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AQP9	UniProtKB:O43315	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AQP9	UniProtKB:O43315	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ARG1	UniProtKB:P05089	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ARG1	UniProtKB:P05089	GSE263733	GSE242230	NOT_EVALUABLE	Erythrocyte	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0.456	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ARG1	UniProtKB:P05089	GSE278688	GSE242230	NOT_EVALUABLE	Erythrocyte	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0.456	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ARG2	UniProtKB:P78540	GSE263733	GSE278688	Ductal (unresolved)	T/NK	6	False	Ductal (unresolved)	T/NK	False	0.969	0.804	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ARG2	UniProtKB:P78540	GSE263733	GSE242230	Ductal (unresolved)	Erythrocyte	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.969	0.46	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ARG2	UniProtKB:P78540	GSE278688	GSE242230	T/NK	Erythrocyte	5	False	T/NK	Fibroblast/CAF	False	0.804	0.46	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AS3MT	UniProtKB:Q9HBK9	GSE263733	GSE278688	NOT_EVALUABLE	Fibroblast/CAF	6	NA	NOT_EVALUABLE	Fibroblast/CAF	NA	NA	0.971	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AS3MT	UniProtKB:Q9HBK9	GSE263733	GSE242230	NOT_EVALUABLE	Fibroblast/CAF	5	NA	NOT_EVALUABLE	Fibroblast/CAF	NA	NA	0.777	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AS3MT	UniProtKB:Q9HBK9	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.971	0.777	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASAH1	UniProtKB:Q13510	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASAH1	UniProtKB:Q13510	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.999	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASAH1	UniProtKB:Q13510	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.999	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASAH2	UniProtKB:Q9NR71	GSE263733	GSE278688	Ductal (unresolved)	NOT_EVALUABLE	6	NA	Ductal (unresolved)	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASAH2	UniProtKB:Q9NR71	GSE263733	GSE242230	Ductal (unresolved)	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASAH2	UniProtKB:Q9NR71	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASH1L	UniProtKB:Q9NR48	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	1.0	0.822	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASH1L	UniProtKB:Q9NR48	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	1.0	0.655	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASH1L	UniProtKB:Q9NR48	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.822	0.655	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASMT	UniProtKB:P46597	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASMT	UniProtKB:P46597	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASMT	UniProtKB:P46597	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASNS	UniProtKB:P08243	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	0.749	0.838	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASNS	UniProtKB:P08243	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	B/Plasma	Fibroblast/CAF	False	0.749	0.896	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASNS	UniProtKB:P08243	GSE278688	GSE242230	Fibroblast/CAF	Malignant (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.838	0.896	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASPG	UniProtKB:Q86U10	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.983	0.936	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASPG	UniProtKB:Q86U10	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.983	0.997	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASPG	UniProtKB:Q86U10	GSE278688	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.936	0.997	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASPH	UniProtKB:Q12797	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	1.0	0.777	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASPH	UniProtKB:Q12797	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.946	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ASPH	UniProtKB:Q12797	GSE278688	GSE242230	Endothelial	Malignant (author)	5	False	Endothelial	Fibroblast/CAF	False	0.777	0.946	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATP13A3	UniProtKB:Q9H7F0	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.997	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATP13A3	UniProtKB:Q9H7F0	GSE263733	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	1.0	0.933	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATP13A3	UniProtKB:Q9H7F0	GSE278688	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	0.997	0.933	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATP13A4	UniProtKB:Q4VNC1	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATP13A4	UniProtKB:Q4VNC1	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	T/NK	NA	1.0	0.947	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATP13A4	UniProtKB:Q4VNC1	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	T/NK	NA	1.0	0.947	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATPSCKMT	UniProtKB:Q6P4H8	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.997	0.481	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATPSCKMT	UniProtKB:Q6P4H8	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.997	0.742	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ATPSCKMT	UniProtKB:Q6P4H8	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.481	0.742	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AWAT2	UniProtKB:Q6E213	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AWAT2	UniProtKB:Q6E213	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AWAT2	UniProtKB:Q6E213	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BAAT	UniProtKB:Q14032	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BAAT	UniProtKB:Q14032	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	0.958	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BAAT	UniProtKB:Q14032	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	0.958	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BBOX1	UniProtKB:O75936	GSE263733	GSE278688	Ductal (unresolved)	NOT_EVALUABLE	6	NA	Ductal (unresolved)	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BBOX1	UniProtKB:O75936	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	0.965	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BBOX1	UniProtKB:O75936	GSE278688	GSE242230	NOT_EVALUABLE	Normal epithelial (author)	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0.965	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCAT1	UniProtKB:P54687	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.283	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCAT1	UniProtKB:P54687	GSE263733	GSE242230	Myeloid	Fibroblast/CAF	5	False	Myeloid	Fibroblast/CAF	False	0.283	0.9	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCAT1	UniProtKB:P54687	GSE278688	GSE242230	Myeloid	Fibroblast/CAF	5	False	Myeloid	Fibroblast/CAF	False	1.0	0.9	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCAT2	UniProtKB:O15382	GSE263733	GSE278688	Fibroblast/CAF	Ductal (unresolved)	6	False	Fibroblast/CAF	Ductal (unresolved)	False	0.528	0.824	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCAT2	UniProtKB:O15382	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.528	0.705	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCAT2	UniProtKB:O15382	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.824	0.705	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCDIN3D	UniProtKB:Q7Z5W3	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.946	0.54	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCDIN3D	UniProtKB:Q7Z5W3	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.946	0.647	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BCDIN3D	UniProtKB:Q7Z5W3	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.54	0.647	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BDH2	UniProtKB:Q9BUT1	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.999	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BDH2	UniProtKB:Q9BUT1	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.955	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BDH2	UniProtKB:Q9BUT1	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.999	0.955	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	BEST1	UniProtKB:O76090	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
