cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	group	n_donors	detected_cells	detection_fraction	mean_CP10K	median_log1p_CP10K	q75_log1p_CP10K	q90_log1p_CP10K	positive_cell_mean_log1p_CP10K
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T143700Z_slc6a6_cell_pooled_v1	COAD_SLC6A6_cell_pooled_v1	cell_weighted_expression_description	NA	NA	SLC6A6	cell	4477	NA	cell_equal_mean_log1p_CP10K	0.2863788815759614	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	tumor_CNA	9	1305	0.2914898369443824	0.6237750922515132	0.0	0.4621664656438794	1.0840702648307385	0.9824660941115548
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T143700Z_slc6a6_cell_pooled_v1	COAD_SLC6A6_cell_pooled_v1	cell_weighted_expression_description	NA	NA	SLC6A6	cell	7885	NA	cell_equal_mean_log1p_CP10K	0.04905179050457614	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	tumor_CNN	11	333	0.042232086239695626	0.12559448298678003	0.0	0.0	0.0	1.1614815859717202
COAD	Uhlitz_GSE166555	06_EXTERNAL	20260925T143700Z_slc6a6_cell_pooled_v1	COAD_SLC6A6_cell_pooled_v1	cell_weighted_expression_description	NA	NA	SLC6A6	cell	16138	NA	cell_equal_mean_log1p_CP10K	0.01314697997924746	NA	NA	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY;CNN_NOT_PROVEN_NONMALIGNANT	Uhlitz author CNA calls;prior admission unchanged	normal_reference	10	160	0.009914487544925021	0.0364688643586206	0.0	0.0	0.0	1.3260372681568469
